"sigA","sigB","topo","envfilt","stat","summary","Beta_a","S_a","Stot_a","Beta_b","S_b","Stot_b","Cor_ab","N","Ntot"
"0.25","0.25","one2one","opposite","var","var",3.18616995407769e-05,0.000209543644703205,0.0340771168474872,3.18616995407769e-05,0.000209543644703205,0.0340771168474872,1.57198005024753e-65,26.0735797392755,4171772.75828408
"0.25","0.25","one2one","same","2.5%","mean",2.27484994468935,6.287,23.1425,2.27484994468935,6.287,23.1425,1,66.329,1326.58
"0.25","0.25","one2one","same","2.5%","var",0.00130695030032693,0.00819444444444446,0,0.00130695030032693,0.00819444444444446,0,0,0.0902499999999998,36.1
"0.25","0.25","one2one","same","50%","mean",2.84341514464641,9.4175,26.5,2.84341514464641,9.4175,26.5,1,85.5275,1710.55
"0.25","0.25","one2one","same","50%","var",0.00704590078143619,0.0275,0.5,0.00704590078143619,0.0275,0.5,5.47820073070147e-33,1.90168055555556,760.672222222222
"0.25","0.25","one2one","same","97.5%","mean",4.14475617001867,11.666125,29,4.14475617001867,11.666125,29,1,95.212875,1904.2575
"0.25","0.25","one2one","same","97.5%","var",0.0316097573885866,0.0692534722222221,1.60583333333333,0.0316097573885866,0.0692534722222221,1.60583333333333,1.36955018267537e-32,15.3597298611111,6143.89194444444
"0.25","0.25","one2one","same","mean","mean",2.94788377963147,9.16115,26.365,2.94788377963147,9.16115,26.365,1,83.61645,1672.329
"0.25","0.25","one2one","same","mean","var",0.00971784967727237,0.0314069444444444,0.579444444444444,0.00971784967727237,0.0314069444444444,0.579444444444444,6.09449831290539e-33,3.32529861111111,1330.11944444444
"0.25","0.25","one2one","same","var","mean",0.243504607294092,1.98194134090909,2.35583333333333,0.243504607294092,1.98194134090909,2.35583333333333,1.61855930679816e-33,64.2386546944444,25695.4618777778
"0.25","0.25","one2one","same","var","var",6.73643920631367e-05,0.000280608669643971,0.178008168100761,6.73643920631367e-05,0.000280608669643971,0.178008168100761,1.50953357803898e-65,17.383461170398,2781353.78726369
"0.25","0.5","many2many","all","2.5%","mean",3.55932125635484,3.87875,25.47,1.650338866439,3.101875,9.7475,0.872389040818953,59.13375,1182.675
"0.25","0.5","many2many","all","2.5%","var",0.00532254456727549,0.0118611111111111,0,0.000779904278201814,0.00593819444444443,0,3.68016125321069e-05,0.12853263888889,51.4130555555556
"0.25","0.5","many2many","all","50%","mean",4.61576461520846,6.2175,28.7,2.13768266431477,4.6825,10,0.948306729275872,75.125,1502.5
