"sigA","sigB","topo","envfilt","stat","summary","env","measure","cor_a","cor_b"
"0.25","0.5","one2one","none","mean","mean",2,"jaccard",0.0111248701028841,0.0111248701028841
"0.25","0.5","one2one","none","var","mean",2,"jaccard",0.00234900821694191,0.00234900821694191
"0.25","0.5","one2one","none","2.5%","var",2,"jaccard",0.00679591368346071,0.00679591368346071
"0.25","0.5","one2one","none","50%","var",2,"jaccard",0.0210856646428945,0.0210856646428945
"0.25","0.5","one2one","none","97.5%","var",2,"jaccard",0.0643006480728882,0.0643006480728882
"0.25","0.5","one2one","none","mean","var",2,"jaccard",0.0242275131210216,0.0242275131210216
"0.25","0.5","one2one","none","var","var",2,"jaccard",0.000184603459929305,0.000184603459929305
"0.25","0.5","one2one","none","2.5%","mean",2,"N",-0.141839637033971,-0.141839637033971
"0.25","0.5","one2one","none","50%","mean",2,"N",0.00525930661034145,0.00525930661034145
"0.25","0.5","one2one","none","97.5%","mean",2,"N",0.130195918829087,0.130195918829087
"0.25","0.5","one2one","none","mean","mean",2,"N",0.00780460205080721,0.00780460205080721
"0.25","0.5","one2one","none","var","mean",2,"N",0.00641687367210018,0.00641687367210018
"0.25","0.5","one2one","none","2.5%","var",2,"N",0.0138863707802349,0.0138863707802349
"0.25","0.5","one2one","none","50%","var",2,"N",0.0478974446681673,0.0478974446681673
"0.25","0.5","one2one","none","97.5%","var",2,"N",0.114489024771364,0.114489024771364
"0.25","0.5","one2one","none","mean","var",2,"N",0.0533876091770958,0.0533876091770958
"0.25","0.5","one2one","none","var","var",2,"N",0.000776838396703902,0.000776838396703902
"0.25","0.5","one2one","none","2.5%","mean",2,"rda",0.0426128665537869,0.0426128665537869
"0.25","0.5","one2one","none","50%","mean",2,"rda",0.0540418841302195,0.0540418841302195
"0.25","0.5","one2one","none","97.5%","mean",2,"rda",0.0635901632508772,0.0635901632508772
"0.25","0.5","one2one","none","mean","mean",2,"rda",0.0533060824434433,0.0533060824434433
"0.25","0.5","one2one","none","var","mean",2,"rda",3.49805165442865e-05,3.49805165442865e-05
"0.25","0.5","one2one","none","2.5%","var",2,"rda",9.55389441247977e-05,9.55389441247976e-05
"0.25","0.5","one2one","none","50%","var",2,"rda",0.000317529874432699,0.000317529874432699
"0.25","0.5","one2one","none","97.5%","var",2,"rda",0.00103172676165734,0.00103172676165734
"0.25","0.5","one2one","none","mean","var",2,"rda",0.000367899428450278,0.000367899428450278
"0.25","0.5","one2one","none","var","var",2,"rda",4.88776250718347e-08,4.88776250718347e-08
"0.25","0.5","one2one","none","2.5%","mean",2,"S",-0.0963162686980445,-0.0963162686980445
"0.25","0.5","one2one","none","50%","mean",2,"S",0.00829051398581779,0.00829051398581779
"0.25","0.5","one2one","none","97.5%","mean",2,"S",0.105112330932828,0.105112330932828
"0.25","0.5","one2one","none","mean","mean",2,"S",0.00343683229586024,0.00343683229586024
"0.25","0.5","one2one","none","var","mean",2,"S",0.00324509185609352,0.00324509185609352
"0.25","0.5","one2one","none","2.5%","var",2,"S",0.0220385241159871,0.0220385241159871
"0.25","0.5","one2one","none","50%","var",2,"S",0.0522384832471222,0.0522384832471222
"0.25","0.5","one2one","none","97.5%","var",2,"S",0.103511348453334,0.103511348453334
"0.25","0.5","one2one","none","mean","var",2,"S",0.0547147422781318,0.0547147422781318
"0.25","0.5","one2one","none","var","var",2,"S",0.000495891271706002,0.000495891271706002
"0.25","0.5","one2one","opposite","2.5%","mean",1,"jaccard",0.0814548010994955,0.0814548010994955
"0.25","0.5","one2one","opposite","50%","mean",1,"jaccard",0.2996000367471,0.2996000367471
"0.25","0.5","one2one","opposite","97.5%","mean",1,"jaccard",0.519801756226764,0.519801756226764
"0.25","0.5","one2one","opposite","mean","mean",1,"jaccard",0.303069755386105,0.303069755386105
"0.25","0.5","one2one","opposite","var","mean",1,"jaccard",0.0137559444179245,0.0137559444179245
"0.25","0.5","one2one","opposite","2.5%","var",1,"jaccard",0.000176452366829835,0.000176452366829835
"0.25","0.5","one2one","opposite","50%","var",1,"jaccard",0.000585515546613785,0.000585515546613785
"0.25","0.5","one2one","opposite","97.5%","var",1,"jaccard",0.00172642007165218,0.00172642007165218
"0.25","0.5","one2one","opposite","mean","var",1,"jaccard",0.000653939177026258,0.000653939177026258
"0.25","0.5","one2one","opposite","var","var",1,"jaccard",1.62354106111623e-07,1.62354106111623e-07
"0.25","0.5","one2one","opposite","2.5%","mean",1,"N",-0.408211904617112,-0.408211904617112
"0.25","0.5","one2one","opposite","50%","mean",1,"N",0.0138107281783465,0.0138107281783465
"0.25","0.5","one2one","opposite","97.5%","mean",1,"N",0.582625193366363,0.582625193366363
"0.25","0.5","one2one","opposite","mean","mean",1,"N",0.0151852655025297,0.0151852655025297
"0.25","0.5","one2one","opposite","var","mean",1,"N",0.0600515424843023,0.0600515424843023
"0.25","0.5","one2one","opposite","2.5%","var",1,"N",0.000186797794251059,0.000186797794251059
"0.25","0.5","one2one","opposite","50%","var",1,"N",0.0154504046764382,0.0154504046764382
"0.25","0.5","one2one","opposite","97.5%","var",1,"N",0.0815624519360387,0.0815624519360387
"0.25","0.5","one2one","opposite","mean","var",1,"N",0.0264260731023761,0.0264260731023761
"0.25","0.5","one2one","opposite","var","var",1,"N",0.000851432508596303,0.000851432508596303
"0.25","0.5","one2one","opposite","2.5%","mean",1,"rda",0.0669039954272181,0.0669039954272181
"0.25","0.5","one2one","opposite","50%","mean",1,"rda",0.116207715567871,0.116207715567871
"0.25","0.5","one2one","opposite","97.5%","mean",1,"rda",0.204671154107666,0.204671154107666
"0.25","0.5","one2one","opposite","mean","mean",1,"rda",0.12342931169087,0.12342931169087
"0.25","0.5","one2one","opposite","var","mean",1,"rda",0.00139873844222983,0.00139873844222983
"0.25","0.5","one2one","opposite","2.5%","var",1,"rda",3.0642521293222e-05,3.0642521293222e-05
"0.25","0.5","one2one","opposite","50%","var",1,"rda",0.000124495696078869,0.000124495696078868
"0.25","0.5","one2one","opposite","97.5%","var",1,"rda",0.000428888834539842,0.00042888883453984
"0.25","0.5","one2one","opposite","mean","var",1,"rda",0.000156360159258691,0.000156360159258691
"0.25","0.5","one2one","opposite","var","var",1,"rda",2.45720195326078e-08,2.45720195326079e-08
"0.25","0.5","one2one","opposite","2.5%","mean",1,"S",-0.460955124691902,-0.460955124691902
"0.25","0.5","one2one","opposite","50%","mean",1,"S",0.0101252889055231,0.0101252889055231
"0.25","0.5","one2one","opposite","97.5%","mean",1,"S",0.604462441109826,0.604462441109826
"0.25","0.5","one2one","opposite","mean","mean",1,"S",0.0245192074623976,0.0245192074623976
"0.25","0.5","one2one","opposite","var","mean",1,"S",0.0784684077132068,0.0784684077132068
"0.25","0.5","one2one","opposite","2.5%","var",1,"S",0.000200632961948231,0.000200632961948231
"0.25","0.5","one2one","opposite","50%","var",1,"S",0.000793746420840895,0.000793746420840895
"0.25","0.5","one2one","opposite","97.5%","var",1,"S",0.00239705756020227,0.00239705756020227
"0.25","0.5","one2one","opposite","mean","var",1,"S",0.000922774938686237,0.000922774938686237
"0.25","0.5","one2one","opposite","var","var",1,"S",3.69955281151301e-07,3.69955281151301e-07
"0.25","0.5","one2one","opposite","2.5%","mean",2,"jaccard",0.670888911300202,0.670888911300202
"0.25","0.5","one2one","opposite","50%","mean",2,"jaccard",0.781309553234826,0.781309553234826
"0.25","0.5","one2one","opposite","97.5%","mean",2,"jaccard",0.872583947167073,0.872583947167073
"0.25","0.5","one2one","opposite","mean","mean",2,"jaccard",0.778401098786093,0.778401098786093
"0.25","0.5","one2one","opposite","var","mean",2,"jaccard",0.00235364489071034,0.00235364489071034
"0.25","0.5","one2one","opposite","2.5%","var",2,"jaccard",4.73846798641841e-05,4.73846798641841e-05
"0.25","0.5","one2one","opposite","50%","var",2,"jaccard",0.00019513322018692,0.00019513322018692
"0.25","0.5","one2one","opposite","97.5%","var",2,"jaccard",0.000669312655771437,0.000669312655771437
"0.25","0.5","one2one","opposite","mean","var",2,"jaccard",0.000244952671192301,0.000244952671192301
"0.25","0.5","one2one","opposite","var","var",2,"jaccard",2.93523721573196e-08,2.93523721573196e-08
"0.25","0.5","one2one","opposite","2.5%","mean",2,"N",-0.648950056090499,-0.648950056090499
"0.25","0.5","one2one","opposite","50%","mean",2,"N",0.0350119648934472,0.0350119648934472
"0.25","0.5","one2one","opposite","97.5%","mean",2,"N",0.650807287847568,0.650807287847568
"0.25","0.5","one2one","opposite","mean","mean",2,"N",0.0383304605447536,0.0383304605447536
"0.25","0.5","one2one","opposite","var","mean",2,"N",0.148245512071454,0.148245512071454
"0.25","0.5","one2one","opposite","2.5%","var",2,"N",0.000112477238654942,0.000112477238654942
"0.25","0.5","one2one","opposite","50%","var",2,"N",0.0258699464034459,0.0258699464034459
"0.25","0.5","one2one","opposite","97.5%","var",2,"N",0.116463066870012,0.116463066870012
"0.25","0.5","one2one","opposite","mean","var",2,"N",0.0335563131047473,0.0335563131047473
"0.25","0.5","one2one","opposite","var","var",2,"N",0.00123385289011642,0.00123385289011642
"0.25","0.5","one2one","opposite","2.5%","mean",2,"rda",0.103240160663091,0.103240160663091
"0.25","0.5","one2one","opposite","50%","mean",2,"rda",0.253837889739494,0.253837889739494
"0.25","0.5","one2one","opposite","97.5%","mean",2,"rda",0.393601261147188,0.393601261147188
"0.25","0.5","one2one","opposite","mean","mean",2,"rda",0.25512932922833,0.25512932922833
"0.25","0.5","one2one","opposite","var","mean",2,"rda",0.00646674441020196,0.00646674441020196
"0.25","0.5","one2one","opposite","2.5%","var",2,"rda",2.89260682873221e-05,2.89260682873216e-05
"0.25","0.5","one2one","opposite","50%","var",2,"rda",0.000219509984338532,0.000219509984338531
"0.25","0.5","one2one","opposite","97.5%","var",2,"rda",0.00098494751546918,0.000984947515469178
"0.25","0.5","one2one","opposite","mean","var",2,"rda",0.000294539926114268,0.000294539926114268
"0.25","0.5","one2one","opposite","var","var",2,"rda",7.26975347119959e-08,7.26975347119958e-08
"0.25","0.5","one2one","opposite","2.5%","mean",2,"S",-0.753341779024396,-0.753341779024396
"0.25","0.5","one2one","opposite","50%","mean",2,"S",-0.0188084219130332,-0.0188084219130332
"0.25","0.5","one2one","opposite","97.5%","mean",2,"S",0.573845345774457,0.573845345774457
"0.25","0.5","one2one","opposite","mean","mean",2,"S",-0.012676873681709,-0.012676873681709
"0.25","0.5","one2one","opposite","var","mean",2,"S",0.123084377915593,0.123084377915593
"0.25","0.5","one2one","opposite","2.5%","var",2,"S",0.000139051283922435,0.000139051283922435
"0.25","0.5","one2one","opposite","50%","var",2,"S",0.000594437079365049,0.000594437079365049
"0.25","0.5","one2one","opposite","97.5%","var",2,"S",0.00224344660397427,0.00224344660397427
"0.25","0.5","one2one","opposite","mean","var",2,"S",0.000734629522674839,0.000734629522674839
"0.25","0.5","one2one","opposite","var","var",2,"S",2.72463621351081e-07,2.72463621351081e-07
"0.25","0.5","one2one","same","2.5%","mean",1,"jaccard",-0.150209836600536,-0.150209836600536
"0.25","0.5","one2one","same","50%","mean",1,"jaccard",-0.0153439135905143,-0.0153439135905143
"0.25","0.5","one2one","same","97.5%","mean",1,"jaccard",0.281364505251139,0.281364505251139
"0.25","0.5","one2one","same","mean","mean",1,"jaccard",0.0123949960836812,0.0123949960836812
"0.25","0.5","one2one","same","var","mean",1,"jaccard",0.0138751745600155,0.0138751745600155
"0.25","0.5","one2one","same","2.5%","var",1,"jaccard",7.42369679879604e-05,7.42369679879604e-05
"0.25","0.5","one2one","same","50%","var",1,"jaccard",0.000323517878760518,0.000323517878760518
"0.25","0.5","one2one","same","97.5%","var",1,"jaccard",0.00106582081242088,0.00106582081242088
"0.25","0.5","one2one","same","mean","var",1,"jaccard",0.000399299516434961,0.000399299516434961
"0.25","0.5","one2one","same","var","var",1,"jaccard",7.73104442495578e-08,7.73104442495578e-08
"0.25","0.5","one2one","same","2.5%","mean",1,"N",-0.490864836847702,-0.490864836847702
"0.25","0.5","one2one","same","50%","mean",1,"N",-0.02126016805388,-0.02126016805388
"0.25","0.5","one2one","same","97.5%","mean",1,"N",0.441375234209324,0.441375234209324
"0.25","0.5","one2one","same","mean","mean",1,"N",-0.0340493370498109,-0.0340493370498109
"0.25","0.5","one2one","same","var","mean",1,"N",0.0494278004340369,0.0494278004340369
"0.25","0.5","one2one","same","2.5%","var",1,"N",0.000123251019804977,0.000123251019804977
"0.25","0.5","one2one","same","50%","var",1,"N",0.0030807077407148,0.0030807077407148
"0.25","0.5","one2one","same","97.5%","var",1,"N",0.0845399331333082,0.0845399331333082
"0.25","0.5","one2one","same","mean","var",1,"N",0.0178129531659295,0.0178129531659295
"0.25","0.5","one2one","same","var","var",1,"N",0.000735090906410418,0.000735090906410418
"0.25","0.5","one2one","same","2.5%","mean",1,"rda",0.0164991795428933,0.0164991795428933
"0.25","0.5","one2one","same","50%","mean",1,"rda",0.0441713735136571,0.0441713735136571
"0.25","0.5","one2one","same","97.5%","mean",1,"rda",0.127668078684163,0.127668078684163
"0.25","0.5","one2one","same","mean","mean",1,"rda",0.0502574167521983,0.0502574167521983
"0.25","0.5","one2one","same","var","mean",1,"rda",0.0011312941368881,0.0011312941368881
"0.25","0.5","one2one","same","2.5%","var",1,"rda",6.96355768339297e-06,6.96355768339298e-06
"0.25","0.5","one2one","same","50%","var",1,"rda",3.40484810731228e-05,3.40484810731227e-05
"0.25","0.5","one2one","same","97.5%","var",1,"rda",0.000166517725736769,0.000166517725736769
"0.25","0.5","one2one","same","mean","var",1,"rda",4.87652912863103e-05,4.87652912863103e-05
"0.25","0.5","one2one","same","var","var",1,"rda",2.22810835934466e-09,2.22810835934466e-09
"0.25","0.5","one2one","same","2.5%","mean",1,"S",-0.421180359303149,-0.421180359303149
"0.25","0.5","one2one","same","50%","mean",1,"S",-0.0186777655723634,-0.0186777655723634
"0.25","0.5","one2one","same","97.5%","mean",1,"S",0.440050015518278,0.440050015518278
"0.25","0.5","one2one","same","mean","mean",1,"S",-0.0239784357678003,-0.0239784357678003
"0.25","0.5","one2one","same","var","mean",1,"S",0.0498746547051444,0.0498746547051444
"0.25","0.5","one2one","same","2.5%","var",1,"S",0.000246251829637171,0.000246251829637171
"0.25","0.5","one2one","same","50%","var",1,"S",0.0008287215661569,0.0008287215661569
"0.25","0.5","one2one","same","97.5%","var",1,"S",0.00194350306829854,0.00194350306829854
"0.25","0.5","one2one","same","mean","var",1,"S",0.000931349091144368,0.000931349091144368
"0.25","0.5","one2one","same","var","var",1,"S",3.08897262490818e-07,3.08897262490818e-07
"0.25","0.5","one2one","same","2.5%","mean",2,"jaccard",0.787222442937234,0.787222442937234
"0.25","0.5","one2one","same","50%","mean",2,"jaccard",0.848762167193184,0.848762167193184
"0.25","0.5","one2one","same","97.5%","mean",2,"jaccard",0.911391535831059,0.911391535831059
"0.25","0.5","one2one","same","mean","mean",2,"jaccard",0.849728997088395,0.849728997088395
"0.25","0.5","one2one","same","var","mean",2,"jaccard",0.00120713950602156,0.00120713950602156
"0.25","0.5","one2one","same","2.5%","var",2,"jaccard",3.14543472463637e-05,3.14543472463637e-05
"0.25","0.5","one2one","same","50%","var",2,"jaccard",0.000108822074035519,0.000108822074035519
"0.25","0.5","one2one","same","97.5%","var",2,"jaccard",0.000323899124322214,0.000323899124322214
"0.25","0.5","one2one","same","mean","var",2,"jaccard",0.000134277306609878,0.000134277306609878
"0.25","0.5","one2one","same","var","var",2,"jaccard",1.4394252662539e-08,1.4394252662539e-08
"0.25","0.5","one2one","same","2.5%","mean",2,"N",-0.691724186959764,-0.691724186959764
"0.25","0.5","one2one","same","50%","mean",2,"N",-0.0188075422856908,-0.0188075422856908
"0.25","0.5","one2one","same","97.5%","mean",2,"N",0.633736928246804,0.633736928246804
"0.25","0.5","one2one","same","mean","mean",2,"N",-0.0127420926483275,-0.0127420926483275
"0.25","0.5","one2one","same","var","mean",2,"N",0.140122945443686,0.140122945443686
"0.25","0.5","one2one","same","2.5%","var",2,"N",5.26168013823985e-05,5.26168013823985e-05
"0.25","0.5","one2one","same","50%","var",2,"N",0.00735521895630844,0.00735521895630844
"0.25","0.5","one2one","same","97.5%","var",2,"N",0.0969763617190915,0.0969763617190915
"0.25","0.5","one2one","same","mean","var",2,"N",0.0242972794889596,0.0242972794889596
"0.25","0.5","one2one","same","var","var",2,"N",0.000998613292859298,0.000998613292859298
"0.25","0.5","one2one","same","2.5%","mean",2,"rda",0.131052281641933,0.131052281641933
"0.25","0.5","one2one","same","50%","mean",2,"rda",0.288177158161181,0.288177158161181
"0.25","0.5","one2one","same","97.5%","mean",2,"rda",0.470185515981069,0.470185515981069
"0.25","0.5","one2one","same","mean","mean",2,"rda",0.285321325891761,0.285321325891761
"0.25","0.5","one2one","same","var","mean",2,"rda",0.00984968368240495,0.00984968368240495
"0.25","0.5","one2one","same","2.5%","var",2,"rda",1.72590957880805e-05,1.72590957880806e-05
"0.25","0.5","one2one","same","50%","var",2,"rda",0.000186813403083314,0.000186813403083314
"0.25","0.5","one2one","same","97.5%","var",2,"rda",0.00099228016637036,0.000992280166370361
"0.25","0.5","one2one","same","mean","var",2,"rda",0.000266060244960764,0.000266060244960764
"0.25","0.5","one2one","same","var","var",2,"rda",8.84982685877711e-08,8.84982685877714e-08
"0.25","0.5","one2one","same","2.5%","mean",2,"S",-0.484161875527673,-0.484161875527673
"0.25","0.5","one2one","same","50%","mean",2,"S",-0.000331803022299729,-0.000331803022299729
"0.25","0.5","one2one","same","97.5%","mean",2,"S",0.746530327166112,0.746530327166112
"0.25","0.5","one2one","same","mean","mean",2,"S",0.0158698312303783,0.0158698312303783
"0.25","0.5","one2one","same","var","mean",2,"S",0.116040252288334,0.116040252288334
"0.25","0.5","one2one","same","2.5%","var",2,"S",0.000122729664810115,0.000122729664810115
"0.25","0.5","one2one","same","50%","var",2,"S",0.000413622870100805,0.000413622870100805
"0.25","0.5","one2one","same","97.5%","var",2,"S",0.00154743209320697,0.00154743209320697
"0.25","0.5","one2one","same","mean","var",2,"S",0.000535681169432877,0.000535681169432877
"0.25","0.5","one2one","same","var","var",2,"S",1.49185181041756e-07,1.49185181041756e-07
"0.25","1","many2many","all","2.5%","mean",1,"jaccard",0.451787344069087,0.271734267339308
"0.25","1","many2many","all","50%","mean",1,"jaccard",0.586430217929872,0.431063133864102
"0.25","1","many2many","all","97.5%","mean",1,"jaccard",0.704465985349921,0.629949996499642
"0.25","1","many2many","all","mean","mean",1,"jaccard",0.584835159893167,0.431607537126476
"0.25","1","many2many","all","var","mean",1,"jaccard",0.00755763857192563,0.0175127311080614
"0.25","1","many2many","all","2.5%","var",1,"jaccard",0.000241468476000927,0.000762619333155145
"0.25","1","many2many","all","50%","var",1,"jaccard",0.000643137427208216,0.0015718145835983
"0.25","1","many2many","all","97.5%","var",1,"jaccard",0.00112934603653901,0.00306832812342498
"0.25","1","many2many","all","mean","var",1,"jaccard",0.000701615939743621,0.0016476333927528
"0.25","1","many2many","all","var","var",1,"jaccard",1.22058028542612e-07,5.94103494782653e-07
"0.25","1","many2many","all","2.5%","mean",1,"N",-0.52134732862729,-0.52134732862729
"0.25","1","many2many","all","50%","mean",1,"N",0.0385908272961792,0.0385908272961792
"0.25","1","many2many","all","97.5%","mean",1,"N",0.579163218130047,0.579163218130047
"0.25","1","many2many","all","mean","mean",1,"N",0.0415815903213948,0.0415815903213948
"0.25","1","many2many","all","var","mean",1,"N",0.0986496552520412,0.0986496552520412
"0.25","1","many2many","all","2.5%","var",1,"N",4.84116224038081e-05,4.84116224038081e-05
"0.25","1","many2many","all","50%","var",1,"N",0.00792352624350032,0.00792352624350032
"0.25","1","many2many","all","97.5%","var",1,"N",0.0687687851810741,0.0687687851810741
"0.25","1","many2many","all","mean","var",1,"N",0.0151786247215231,0.0151786247215231
"0.25","1","many2many","all","var","var",1,"N",0.000368469927815079,0.000368469927815079
"0.25","1","many2many","all","2.5%","mean",1,"rda",0.0433081190046345,0.0288193162530759
"0.25","1","many2many","all","50%","mean",1,"rda",0.115278880152233,0.0979049983166348
"0.25","1","many2many","all","97.5%","mean",1,"rda",0.270932113015605,0.290171822242291
"0.25","1","many2many","all","mean","mean",1,"rda",0.129317291979977,0.117716449984518
"0.25","1","many2many","all","var","mean",1,"rda",0.00363212363400377,0.00501842206443436
"0.25","1","many2many","all","2.5%","var",1,"rda",1.24682917751197e-05,2.47641922602993e-05
"0.25","1","many2many","all","50%","var",1,"rda",0.000115431529113568,0.000367849311293367
"0.25","1","many2many","all","97.5%","var",1,"rda",0.000540391826163213,0.00227063534079333
"0.25","1","many2many","all","mean","var",1,"rda",0.000184806686597216,0.000553943393653309
"0.25","1","many2many","all","var","var",1,"rda",4.47964024923187e-08,3.36059914156231e-07
"0.25","1","many2many","all","2.5%","mean",1,"S",-0.494531748000054,-0.54386191135839
"0.25","1","many2many","all","50%","mean",1,"S",0.00114186484184228,0.032482051352334
"0.25","1","many2many","all","97.5%","mean",1,"S",0.550077842415518,0.625446575064291
"0.25","1","many2many","all","mean","mean",1,"S",-0.00599034143399682,0.00666314971146034
"0.25","1","many2many","all","var","mean",1,"S",0.0625720032157968,0.0969300682830322
"0.25","1","many2many","all","2.5%","var",1,"S",0.000184458103743939,0.000398795865497667
"0.25","1","many2many","all","50%","var",1,"S",0.000663704023405456,0.00169782343962278
"0.25","1","many2many","all","97.5%","var",1,"S",0.00209894293114595,0.00750854968398953
"0.25","1","many2many","all","mean","var",1,"S",0.000780297664330498,0.00207969622265482
"0.25","1","many2many","all","var","var",1,"S",3.50584160389619e-07,3.0305212373894e-06
"0.25","1","many2many","all","2.5%","mean",2,"jaccard",0.406561378910051,-0.00984014116048402
"0.25","1","many2many","all","50%","mean",2,"jaccard",0.481401087242865,0.445151615830527
"0.25","1","many2many","all","97.5%","mean",2,"jaccard",0.566884958482375,0.736957470018972
"0.25","1","many2many","all","mean","mean",2,"jaccard",0.482952259834454,0.380910216032855
"0.25","1","many2many","all","var","mean",2,"jaccard",0.0030324246341664,0.0820528818543398
"0.25","1","many2many","all","2.5%","var",2,"jaccard",0.00017391763360566,0.000966730603238122
"0.25","1","many2many","all","50%","var",2,"jaccard",0.000827172381617527,0.00170945417614999
"0.25","1","many2many","all","97.5%","var",2,"jaccard",0.000954530318906198,0.00283953944956948
"0.25","1","many2many","all","mean","var",2,"jaccard",0.000663499652207756,0.00175322938102692
"0.25","1","many2many","all","var","var",2,"jaccard",1.04808081009399e-07,4.81957574542289e-07
"0.25","1","many2many","all","2.5%","mean",2,"N",-0.492823737565375,-0.492823737565375
"0.25","1","many2many","all","50%","mean",2,"N",0.0113483593454001,0.0113483593454001
"0.25","1","many2many","all","97.5%","mean",2,"N",0.674491611543977,0.674491611543977
"0.25","1","many2many","all","mean","mean",2,"N",0.0262129989774522,0.0262129989774522
"0.25","1","many2many","all","var","mean",2,"N",0.105324635344061,0.105324635344061
"0.25","1","many2many","all","2.5%","var",2,"N",5.08568271579561e-05,5.08568271579561e-05
"0.25","1","many2many","all","50%","var",2,"N",0.00703793136797969,0.00703793136797969
"0.25","1","many2many","all","97.5%","var",2,"N",0.0739272749971708,0.0739272749971708
"0.25","1","many2many","all","mean","var",2,"N",0.0165005437332104,0.0165005437332104
"0.25","1","many2many","all","var","var",2,"N",0.000573898954602887,0.000573898954602887
"0.25","1","many2many","all","2.5%","mean",2,"rda",0.0500217652698385,0.0251259130074931
"0.25","1","many2many","all","50%","mean",2,"rda",0.130295696916106,0.10306562010311
"0.25","1","many2many","all","97.5%","mean",2,"rda",0.227855665648428,0.257425509359222
"0.25","1","many2many","all","mean","mean",2,"rda",0.134156524129943,0.114830765453551
"0.25","1","many2many","all","var","mean",2,"rda",0.00237637399069578,0.00451214256052548
"0.25","1","many2many","all","2.5%","var",2,"rda",1.99523445162236e-05,4.70061724532212e-05
"0.25","1","many2many","all","50%","var",2,"rda",0.000121985806498028,0.000367410625547974
"0.25","1","many2many","all","97.5%","var",2,"rda",0.000921748969982106,0.00321351213805208
"0.25","1","many2many","all","mean","var",2,"rda",0.00022668566528594,0.00063386714364596
"0.25","1","many2many","all","var","var",2,"rda",6.43300188326233e-08,6.09840976674883e-07
"0.25","1","many2many","all","2.5%","mean",2,"S",-0.451555487450134,-0.482894950790294
"0.25","1","many2many","all","50%","mean",2,"S",-0.00976131566747765,-0.0184899125878296
"0.25","1","many2many","all","97.5%","mean",2,"S",0.561805702605706,0.597315229112972
"0.25","1","many2many","all","mean","mean",2,"S",0.0142972168594239,0.0133086114631669
"0.25","1","many2many","all","var","mean",2,"S",0.0692969449211679,0.089777848330828
"0.25","1","many2many","all","2.5%","var",2,"S",0.00022835954734394,0.000397958429016961
"0.25","1","many2many","all","50%","var",2,"S",0.000632791711215186,0.00154620430816097
"0.25","1","many2many","all","97.5%","var",2,"S",0.00261782249658221,0.00759803777584386
"0.25","1","many2many","all","mean","var",2,"S",0.00084987943287428,0.00222963069720321
"0.25","1","many2many","all","var","var",2,"S",4.30343983041315e-07,4.47780645806261e-06
"0.25","1","many2many","none","2.5%","mean",1,"jaccard",-0.0684060217166344,0.03778944761218
"0.25","1","many2many","none","50%","mean",1,"jaccard",0.0103119148651311,0.03778944761218
"0.25","1","many2many","none","97.5%","mean",1,"jaccard",0.0787735054039118,0.03778944761218
"0.25","1","many2many","none","mean","mean",1,"jaccard",0.00755841608688273,0.03778944761218
"0.25","1","many2many","none","var","mean",1,"jaccard",0.0019020438487479,NA
"0.25","1","many2many","none","2.5%","var",1,"jaccard",0.005958618381435,0.0147752063862328
"0.25","1","many2many","none","50%","var",1,"jaccard",0.0147948734148246,0.0147752063862328
"0.25","1","many2many","none","97.5%","var",1,"jaccard",0.0369288411418864,0.0147752063862328
"0.25","1","many2many","none","mean","var",1,"jaccard",0.0172192490877267,0.0147752063862328
"0.25","1","many2many","none","var","var",1,"jaccard",7.67609343909173e-05,NA
"0.25","1","many2many","none","2.5%","mean",1,"N",-0.146297242572845,-0.146297242572845
"0.25","1","many2many","none","50%","mean",1,"N",-0.00897696022164367,-0.00897696022164367
"0.25","1","many2many","none","97.5%","mean",1,"N",0.111498304644726,0.111498304644726
"0.25","1","many2many","none","mean","mean",1,"N",-0.00740833246447872,-0.00740833246447872
"0.25","1","many2many","none","var","mean",1,"N",0.00467229437637893,0.00467229437637893
"0.25","1","many2many","none","2.5%","var",1,"N",0.0147222149179816,0.0147222149179816
"0.25","1","many2many","none","50%","var",1,"N",0.0439250337052837,0.0439250337052837
"0.25","1","many2many","none","97.5%","var",1,"N",0.110319932696085,0.110319932696085
"0.25","1","many2many","none","mean","var",1,"N",0.0491772825077718,0.0491772825077718
"0.25","1","many2many","none","var","var",1,"N",0.00059665775689251,0.00059665775689251
"0.25","1","many2many","none","2.5%","mean",1,"rda",0.043677566651751,0.0995958688073997
"0.25","1","many2many","none","50%","mean",1,"rda",0.0540532302719518,0.0995958688073997
"0.25","1","many2many","none","97.5%","mean",1,"rda",0.0663812367404025,0.0995958688073997
"0.25","1","many2many","none","mean","mean",1,"rda",0.0538423658236542,0.0995958688073997
"0.25","1","many2many","none","var","mean",1,"rda",4.19605579446207e-05,NA
"0.25","1","many2many","none","2.5%","var",1,"rda",7.80577748039067e-05,0.00944600716180815
"0.25","1","many2many","none","50%","var",1,"rda",0.000325509992133346,0.00944600716180815
"0.25","1","many2many","none","97.5%","var",1,"rda",0.000753979798558473,0.00944600716180815
"0.25","1","many2many","none","mean","var",1,"rda",0.000359834268437654,0.00944600716180815
"0.25","1","many2many","none","var","var",1,"rda",3.18433797648496e-08,NA
"0.25","1","many2many","none","2.5%","mean",1,"S",-0.152763094183822,0.124206215611089
"0.25","1","many2many","none","50%","mean",1,"S",-0.0103547531631743,0.124206215611089
"0.25","1","many2many","none","97.5%","mean",1,"S",0.147377880418435,0.124206215611089
