"sigA","sigB","topo","envfilt","stat","summary","env","measure","cor_a","cor_b"
"1","0.5","many2many","opposite","2.5%","mean",2,"N",-0.147627318843264,-0.147627318843264
"1","0.5","many2many","opposite","50%","mean",2,"N",-0.00300618409480234,-0.00300618409480234
"1","0.5","many2many","opposite","97.5%","mean",2,"N",0.126798600288746,0.126798600288746
"1","0.5","many2many","opposite","mean","mean",2,"N",0.00109281785708062,0.00109281785708062
"1","0.5","many2many","opposite","var","mean",2,"N",0.00544511824333399,0.00544511824333399
"1","0.5","many2many","opposite","2.5%","var",2,"N",0.0155799939737314,0.0155799939737314
"1","0.5","many2many","opposite","50%","var",2,"N",0.0417836098720612,0.0417836098720612
"1","0.5","many2many","opposite","97.5%","var",2,"N",0.0999335946224713,0.0999335946224713
"1","0.5","many2many","opposite","mean","var",2,"N",0.0481909972511833,0.0481909972511833
"1","0.5","many2many","opposite","var","var",2,"N",0.000456809948383551,0.000456809948383551
"1","0.5","many2many","opposite","2.5%","mean",2,"rda",0.0623359427399497,0.0156439865398978
"1","0.5","many2many","opposite","50%","mean",2,"rda",0.118459881115195,0.0426137724325171
"1","0.5","many2many","opposite","97.5%","mean",2,"rda",0.184579548937868,0.129265463273941
"1","0.5","many2many","opposite","mean","mean",2,"rda",0.120461528489356,0.0505686085295871
"1","0.5","many2many","opposite","var","mean",2,"rda",0.000920551969233482,0.000995553704034545
"1","0.5","many2many","opposite","2.5%","var",2,"rda",0.000123798178867255,1.97505511208834e-05
"1","0.5","many2many","opposite","50%","var",2,"rda",0.000476627756655536,0.000158188373378525
"1","0.5","many2many","opposite","97.5%","var",2,"rda",0.00141158735157271,0.000538871133917551
"1","0.5","many2many","opposite","mean","var",2,"rda",0.00056647837411527,0.000204365736325491
"1","0.5","many2many","opposite","var","var",2,"rda",1.45559023149217e-07,3.16681560775369e-08
"1","0.5","many2many","opposite","2.5%","mean",2,"S",-0.463952533943401,-0.409130213913766
"1","0.5","many2many","opposite","50%","mean",2,"S",0.0297238624498739,-0.0120630718341103
"1","0.5","many2many","opposite","97.5%","mean",2,"S",0.607170745424284,0.419305168717863
"1","0.5","many2many","opposite","mean","mean",2,"S",0.0442608499656471,0.00751824538938475
"1","0.5","many2many","opposite","var","mean",2,"S",0.0809270515807137,0.051368545048561
"1","0.5","many2many","opposite","2.5%","var",2,"S",0.00160952258625013,0.000517434364402405
"1","0.5","many2many","opposite","50%","var",2,"S",0.00926472576209486,0.0026945941876436
"1","0.5","many2many","opposite","97.5%","var",2,"S",0.0337304132965036,0.0128443169295354
"1","0.5","many2many","opposite","mean","var",2,"S",0.0113228525756054,0.00349532673396085
"1","0.5","many2many","opposite","var","var",2,"S",7.17146214268956e-05,9.52838503940799e-06
"1","0.5","many2many","same","2.5%","mean",1,"jaccard",-0.179709722972197,-0.189941807339994
"1","0.5","many2many","same","50%","mean",1,"jaccard",-0.0395785871433461,-0.0349634378119635
"1","0.5","many2many","same","97.5%","mean",1,"jaccard",0.349755403756412,0.321877099812637
"1","0.5","many2many","same","mean","mean",1,"jaccard",0.010939531578653,0.00327818821785865
"1","0.5","many2many","same","var","mean",1,"jaccard",0.0231801012118131,0.0224747133123201
"1","0.5","many2many","same","2.5%","var",1,"jaccard",0.000393019706560335,0.00010921843538625
"1","0.5","many2many","same","50%","var",1,"jaccard",0.0023217735322755,0.000864909630703729
"1","0.5","many2many","same","97.5%","var",1,"jaccard",0.0130764997108007,0.00369549478849542
"1","0.5","many2many","same","mean","var",1,"jaccard",0.00368296640109456,0.00122084680382683
"1","0.5","many2many","same","var","var",1,"jaccard",1.48784444182469e-05,1.361377346245e-06
"1","0.5","many2many","same","2.5%","mean",1,"N",-0.227291013512817,-0.227291013512817
"1","0.5","many2many","same","50%","mean",1,"N",-0.014073273222199,-0.014073273222199
"1","0.5","many2many","same","97.5%","mean",1,"N",0.223616944938771,0.223616944938771
"1","0.5","many2many","same","mean","mean",1,"N",-0.0103504245556992,-0.0103504245556992
"1","0.5","many2many","same","var","mean",1,"N",0.0140554140945241,0.0140554140945241
"1","0.5","many2many","same","2.5%","var",1,"N",0.00356916155961853,0.00356916155961853
"1","0.5","many2many","same","50%","var",1,"N",0.0495889010006017,0.0495889010006017
"1","0.5","many2many","same","97.5%","var",1,"N",0.0980679733524077,0.0980679733524077
"1","0.5","many2many","same","mean","var",1,"N",0.0483920473038509,0.0483920473038509
"1","0.5","many2many","same","var","var",1,"N",0.000614046293668969,0.000614046293668969
"1","0.5","many2many","same","2.5%","mean",1,"rda",0.032001711813527,0.0124273223369395
"1","0.5","many2many","same","50%","mean",1,"rda",0.0491610548700191,0.043678599091697
"1","0.5","many2many","same","97.5%","mean",1,"rda",0.11567017350427,0.153851777909422
"1","0.5","many2many","same","mean","mean",1,"rda",0.0543279045383286,0.0538085499134916
"1","0.5","many2many","same","var","mean",1,"rda",0.000432846856419969,0.00140652802457125
"1","0.5","many2many","same","2.5%","var",1,"rda",3.59961716513365e-05,1.42493173392678e-05
"1","0.5","many2many","same","50%","var",1,"rda",0.000166133454972886,0.000154098401413084
"1","0.5","many2many","same","97.5%","var",1,"rda",0.000459318230838668,0.000982768174081228
"1","0.5","many2many","same","mean","var",1,"rda",0.000196517895548694,0.000252384323541994
"1","0.5","many2many","same","var","var",1,"rda",1.75442973930533e-08,8.30280197930229e-08
"1","0.5","many2many","same","2.5%","mean",1,"S",-0.46764031739341,-0.452785613422099
"1","0.5","many2many","same","50%","mean",1,"S",0.0117008155704269,0.0360402035006437
"1","0.5","many2many","same","97.5%","mean",1,"S",0.419948515432336,0.377944044109643
"1","0.5","many2many","same","mean","mean",1,"S",0.019838037602758,0.0204595133294026
"1","0.5","many2many","same","var","mean",1,"S",0.0507344367698849,0.0473890629445955
"1","0.5","many2many","same","2.5%","var",1,"S",0.00155663222230389,0.000413456544215646
"1","0.5","many2many","same","50%","var",1,"S",0.00677931086208847,0.00233416666038378
"1","0.5","many2many","same","97.5%","var",1,"S",0.0260418799568867,0.00873074083599119
"1","0.5","many2many","same","mean","var",1,"S",0.00912429395298495,0.00274297207292387
"1","0.5","many2many","same","var","var",1,"S",4.7869314276709e-05,4.19843458487112e-06
"1","0.5","many2many","same","2.5%","mean",2,"jaccard",0.473400704608823,0.60644044781777
"1","0.5","many2many","same","50%","mean",2,"jaccard",0.689313275045137,0.788034790087773
"1","0.5","many2many","same","97.5%","mean",2,"jaccard",0.809492416487392,0.880642194198358
"1","0.5","many2many","same","mean","mean",2,"jaccard",0.675810739939826,0.772890587953968
"1","0.5","many2many","same","var","mean",2,"jaccard",0.00853932624453051,0.00603132550445303
"1","0.5","many2many","same","2.5%","var",2,"jaccard",0.000214618311241447,0.00012884472119549
"1","0.5","many2many","same","50%","var",2,"jaccard",0.00189520824802825,0.000636457841065648
"1","0.5","many2many","same","97.5%","var",2,"jaccard",0.00978339234493335,0.00409134330282082
"1","0.5","many2many","same","mean","var",2,"jaccard",0.00245057168943558,0.00095126201403006
"1","0.5","many2many","same","var","var",2,"jaccard",6.25653596788319e-06,1.13629318539033e-06
"1","0.5","many2many","same","2.5%","mean",2,"N",-0.448884935489742,-0.448884935489742
"1","0.5","many2many","same","50%","mean",2,"N",0.00291724931432187,0.00291724931432187
"1","0.5","many2many","same","97.5%","mean",2,"N",0.516433539082459,0.516433539082459
"1","0.5","many2many","same","mean","mean",2,"N",0.013225793476009,0.013225793476009
"1","0.5","many2many","same","var","mean",2,"N",0.0336541314751853,0.0336541314751853
"1","0.5","many2many","same","2.5%","var",2,"N",0.00737611725224868,0.00737611725224868
"1","0.5","many2many","same","50%","var",2,"N",0.0458425186835587,0.0458425186835587
"1","0.5","many2many","same","97.5%","var",2,"N",0.120562443229349,0.120562443229349
"1","0.5","many2many","same","mean","var",2,"N",0.0526089754427558,0.0526089754427558
"1","0.5","many2many","same","var","var",2,"N",0.000908009034571889,0.000908009034571889
"1","0.5","many2many","same","2.5%","mean",2,"rda",0.132472354212257,0.236962758381565
"1","0.5","many2many","same","50%","mean",2,"rda",0.20902784244045,0.396515381422923
"1","0.5","many2many","same","97.5%","mean",2,"rda",0.320641596003511,0.596819742912934
"1","0.5","many2many","same","mean","mean",2,"rda",0.215146284951933,0.399659244019814
"1","0.5","many2many","same","var","mean",2,"rda",0.00254634070701219,0.00949591609266537
"1","0.5","many2many","same","2.5%","var",2,"rda",0.00022591153031899,0.000309264174635509
"1","0.5","many2many","same","50%","var",2,"rda",0.00085999368440226,0.00144316353329065
"1","0.5","many2many","same","97.5%","var",2,"rda",0.00272000758356382,0.00487319284990769
"1","0.5","many2many","same","mean","var",2,"rda",0.000966396174378733,0.00170140252062213
"1","0.5","many2many","same","var","var",2,"rda",3.25157322543986e-07,1.57010414448552e-06
"1","0.5","many2many","same","2.5%","mean",2,"S",-0.810069200317907,-0.84100966757846
"1","0.5","many2many","same","50%","mean",2,"S",0.0459554941706214,-0.00273276954975016
"1","0.5","many2many","same","97.5%","mean",2,"S",0.668948626939231,0.71590362866836
"1","0.5","many2many","same","mean","mean",2,"S",-0.0139374844961223,-0.0167823650944025
"1","0.5","many2many","same","var","mean",2,"S",0.193418517560671,0.219261908522524
"1","0.5","many2many","same","2.5%","var",2,"S",0.000998262972759636,0.000358026197246436
"1","0.5","many2many","same","50%","var",2,"S",0.00617506018371779,0.00324518507500073
"1","0.5","many2many","same","97.5%","var",2,"S",0.0265103259414675,0.0155278461585602
"1","0.5","many2many","same","mean","var",2,"S",0.00878835265420212,0.00417172442551227
"1","0.5","many2many","same","var","var",2,"S",5.28481101385239e-05,1.24216932075488e-05
"1","0.5","one2many","all","2.5%","mean",1,"jaccard",0.181589124835526,0.239079943672368
"1","0.5","one2many","all","50%","mean",1,"jaccard",0.571004359938263,0.568705857779256
"1","0.5","one2many","all","97.5%","mean",1,"jaccard",0.79289401321009,0.808836620143658
"1","0.5","one2many","all","mean","mean",1,"jaccard",0.536958896168003,0.537961242301428
"1","0.5","one2many","all","var","mean",1,"jaccard",0.02468386490256,0.0239765773393626
"1","0.5","one2many","all","2.5%","var",1,"jaccard",0.000388525716441673,0.000253816402308649
"1","0.5","one2many","all","50%","var",1,"jaccard",0.00137749451054349,0.00148914815483715
"1","0.5","one2many","all","97.5%","var",1,"jaccard",0.00568182974808612,0.00516522926493909
"1","0.5","one2many","all","mean","var",1,"jaccard",0.00181599030852911,0.00169461979359561
"1","0.5","one2many","all","var","var",1,"jaccard",2.31120066008474e-06,1.34227213141538e-06
"1","0.5","one2many","all","2.5%","mean",1,"N",-0.520508634738411,-0.520508634738411
"1","0.5","one2many","all","50%","mean",1,"N",-0.0049230166118056,-0.0049230166118056
"1","0.5","one2many","all","97.5%","mean",1,"N",0.589181264826322,0.589181264826322
"1","0.5","one2many","all","mean","mean",1,"N",-0.0106743595945367,-0.0106743595945367
"1","0.5","one2many","all","var","mean",1,"N",0.0667256460389198,0.0667256460389198
"1","0.5","one2many","all","2.5%","var",1,"N",0.000224116704514925,0.000224116704514925
"1","0.5","one2many","all","50%","var",1,"N",0.0351142565310106,0.0351142565310106
"1","0.5","one2many","all","97.5%","var",1,"N",0.124751937999692,0.124751937999692
"1","0.5","one2many","all","mean","var",1,"N",0.0421156137253621,0.0421156137253621
"1","0.5","one2many","all","var","var",1,"N",0.00142670883684,0.00142670883684
"1","0.5","one2many","all","2.5%","mean",1,"rda",0.0784335214424381,0.0848356367247567
"1","0.5","one2many","all","50%","mean",1,"rda",0.198765455188618,0.214568583898085
"1","0.5","one2many","all","97.5%","mean",1,"rda",0.371113381282847,0.380948818600508
"1","0.5","one2many","all","mean","mean",1,"rda",0.206187848821485,0.216261250956655
"1","0.5","one2many","all","var","mean",1,"rda",0.00590273760613113,0.00600690401359729
"1","0.5","one2many","all","2.5%","var",1,"rda",0.000114744728650769,0.000164284147532001
"1","0.5","one2many","all","50%","var",1,"rda",0.000657297966179905,0.000698466044285865
"1","0.5","one2many","all","97.5%","var",1,"rda",0.00202088789517549,0.00248853537516613
"1","0.5","one2many","all","mean","var",1,"rda",0.000775355279365202,0.000876070014204784
"1","0.5","one2many","all","var","var",1,"rda",3.06641472262056e-07,4.29576417421669e-07
"1","0.5","one2many","all","2.5%","mean",1,"S",-0.586188550859271,-0.575362973708382
"1","0.5","one2many","all","50%","mean",1,"S",-0.0263289984777584,-0.0352505656333346
"1","0.5","one2many","all","97.5%","mean",1,"S",0.581499379037721,0.625484159308588
"1","0.5","one2many","all","mean","mean",1,"S",-0.0375497369760099,-0.0494962018721345
"1","0.5","one2many","all","var","mean",1,"S",0.0996813146614389,0.107034075870052
"1","0.5","one2many","all","2.5%","var",1,"S",0.000424266709169872,0.000500017524307815
"1","0.5","one2many","all","50%","var",1,"S",0.00193686092649277,0.00216939783016576
"1","0.5","one2many","all","97.5%","var",1,"S",0.00739707720728446,0.00648690454496047
"1","0.5","one2many","all","mean","var",1,"S",0.00239028197460778,0.00245963902262218
"1","0.5","one2many","all","var","var",1,"S",3.15926840331401e-06,2.69335126035517e-06
"1","0.5","one2many","all","2.5%","mean",2,"jaccard",0.171359798980533,0.185364691125918
"1","0.5","one2many","all","50%","mean",2,"jaccard",0.474822142433578,0.49662612846095
"1","0.5","one2many","all","97.5%","mean",2,"jaccard",0.756378538666537,0.767883527630704
"1","0.5","one2many","all","mean","mean",2,"jaccard",0.469812895983992,0.478243983759044
"1","0.5","one2many","all","var","mean",2,"jaccard",0.0262988005799772,0.0248182314598593
"1","0.5","one2many","all","2.5%","var",2,"jaccard",0.000393147645711278,0.000419356076037942
"1","0.5","one2many","all","50%","var",2,"jaccard",0.00160923160577345,0.00172858855990864
"1","0.5","one2many","all","97.5%","var",2,"jaccard",0.00446419079451728,0.00433196516329834
"1","0.5","one2many","all","mean","var",2,"jaccard",0.00190550627789287,0.00189371788004035
"1","0.5","one2many","all","var","var",2,"jaccard",1.78630284400892e-06,1.21721941734824e-06
"1","0.5","one2many","all","2.5%","mean",2,"N",-0.629274483510615,-0.629274483510615
"1","0.5","one2many","all","50%","mean",2,"N",-0.00739531796628591,-0.00739531796628591
"1","0.5","one2many","all","97.5%","mean",2,"N",0.633087852608932,0.633087852608932
"1","0.5","one2many","all","mean","mean",2,"N",-0.00312968053314111,-0.00312968053314111
"1","0.5","one2many","all","var","mean",2,"N",0.0857747807433715,0.0857747807433715
"1","0.5","one2many","all","2.5%","var",2,"N",0.000135921415255027,0.000135921415255027
"1","0.5","one2many","all","50%","var",2,"N",0.0382380531320264,0.0382380531320264
"1","0.5","one2many","all","97.5%","var",2,"N",0.128992483563216,0.128992483563216
"1","0.5","one2many","all","mean","var",2,"N",0.0416316426719822,0.0416316426719822
"1","0.5","one2many","all","var","var",2,"N",0.001361084700899,0.001361084700899
"1","0.5","one2many","all","2.5%","mean",2,"rda",0.069516340903979,0.0762131845191001
"1","0.5","one2many","all","50%","mean",2,"rda",0.180544402098242,0.202065113087294
"1","0.5","one2many","all","97.5%","mean",2,"rda",0.333786170930074,0.334285465340273
"1","0.5","one2many","all","mean","mean",2,"rda",0.184385473074809,0.197227840990194
"1","0.5","one2many","all","var","mean",2,"rda",0.00378705954674099,0.00389923621646898
"1","0.5","one2many","all","2.5%","var",2,"rda",8.27626907878438e-05,0.00013151368427143
"1","0.5","one2many","all","50%","var",2,"rda",0.000573077840203737,0.00078755476239936
"1","0.5","one2many","all","97.5%","var",2,"rda",0.00275433873225901,0.00259143823460417
"1","0.5","one2many","all","mean","var",2,"rda",0.000800028403458025,0.000880427817129415
"1","0.5","one2many","all","var","var",2,"rda",4.54487914667183e-07,4.26768649757128e-07
"1","0.5","one2many","all","2.5%","mean",2,"S",-0.597622571320432,-0.647359199888225
"1","0.5","one2many","all","50%","mean",2,"S",-0.0610182627354916,-0.0462178068320366
"1","0.5","one2many","all","97.5%","mean",2,"S",0.597351258565271,0.581511270974935
"1","0.5","one2many","all","mean","mean",2,"S",-0.0343090887007654,-0.028373956357801
"1","0.5","one2many","all","var","mean",2,"S",0.105057586496658,0.0999186069904808
"1","0.5","one2many","all","2.5%","var",2,"S",0.000479583193253098,0.000427232186159202
"1","0.5","one2many","all","50%","var",2,"S",0.00204066417041861,0.00228877563844271
"1","0.5","one2many","all","97.5%","var",2,"S",0.00713468946714992,0.00724262561766217
"1","0.5","one2many","all","mean","var",2,"S",0.00254517467629686,0.00252454422035168
"1","0.5","one2many","all","var","var",2,"S",3.49285142923415e-06,2.9546656349196e-06
"1","0.5","one2many","none","2.5%","mean",1,"jaccard",-0.0845548976107591,-0.00444543989447161
"1","0.5","one2many","none","50%","mean",1,"jaccard",0.00194063700271184,0.00806890491434089
"1","0.5","one2many","none","97.5%","mean",1,"jaccard",0.0824573366264154,0.070042053639636
"1","0.5","one2many","none","mean","mean",1,"jaccard",-0.000822396493195521,0.0228844492461406
"1","0.5","one2many","none","var","mean",1,"jaccard",0.0019171443927936,0.00107153436737581
"1","0.5","one2many","none","2.5%","var",1,"jaccard",0.00706315841345537,0.0166281077394809
"1","0.5","one2many","none","50%","var",1,"jaccard",0.0203476561044021,0.0261662648486944
"1","0.5","one2many","none","97.5%","var",1,"jaccard",0.0583422948123613,0.0320964547559784
"1","0.5","one2many","none","mean","var",1,"jaccard",0.0233242178572962,0.0241360272882218
"1","0.5","one2many","none","var","var",1,"jaccard",0.000168879797424149,4.92801030005659e-05
"1","0.5","one2many","none","2.5%","mean",1,"N",-0.124539822871473,-0.124539822871473
"1","0.5","one2many","none","50%","mean",1,"N",0.015371697211633,0.015371697211633
"1","0.5","one2many","none","97.5%","mean",1,"N",0.133276020862993,0.133276020862993
"1","0.5","one2many","none","mean","mean",1,"N",0.0065643189704018,0.0065643189704018
"1","0.5","one2many","none","var","mean",1,"N",0.00417810689045036,0.00417810689045036
"1","0.5","one2many","none","2.5%","var",1,"N",0.0229905739575484,0.0229905739575484
"1","0.5","one2many","none","50%","var",1,"N",0.0570855623959133,0.0570855623959133
"1","0.5","one2many","none","97.5%","var",1,"N",0.10617836231495,0.10617836231495
"1","0.5","one2many","none","mean","var",1,"N",0.059037836700727,0.059037836700727
"1","0.5","one2many","none","var","var",1,"N",0.000533162030158084,0.000533162030158084
"1","0.5","one2many","none","2.5%","mean",1,"rda",0.042039261524432,0.0400739717384546
"1","0.5","one2many","none","50%","mean",1,"rda",0.0515853117458807,0.0642683320384508
"1","0.5","one2many","none","97.5%","mean",1,"rda",0.0623913344271002,0.0783085000328651
"1","0.5","one2many","none","mean","mean",1,"rda",0.0519797133070797,0.0613922715947652
"1","0.5","one2many","none","var","mean",1,"rda",3.16730362972082e-05,0.000250867964073409
"1","0.5","one2many","none","2.5%","var",1,"rda",7.34196387548318e-05,0.000886774832177293
"1","0.5","one2many","none","50%","var",1,"rda",0.000263758044689879,0.00261544073928947
"1","0.5","one2many","none","97.5%","var",1,"rda",0.000709587411764333,0.00554196237230898
"1","0.5","one2many","none","mean","var",1,"rda",0.000296751161014227,0.00293889561693703
"1","0.5","one2many","none","var","var",1,"rda",2.93908860483289e-08,3.41323079128865e-06
"1","0.5","one2many","none","2.5%","mean",1,"S",-0.132759024332394,-0.0301493194603676
"1","0.5","one2many","none","50%","mean",1,"S",-0.0140261333705418,0.0460522286586855
"1","0.5","one2many","none","97.5%","mean",1,"S",0.123579684435544,0.0727067464359902
"1","0.5","one2many","none","mean","mean",1,"S",-0.00640330047909276,0.0343048636832864
"1","0.5","one2many","none","var","mean",1,"S",0.00502758573141279,0.00198891718599516
"1","0.5","one2many","none","2.5%","var",1,"S",0.0157464903069627,0.0334164359003461
"1","0.5","one2many","none","50%","var",1,"S",0.0518696506796642,0.0544696950995783
"1","0.5","one2many","none","97.5%","var",1,"S",0.107507042666483,0.105014455827641
"1","0.5","one2many","none","mean","var",1,"S",0.0542629914109461,0.062643368008493
"1","0.5","one2many","none","var","var",1,"S",0.000633967027620463,0.000860349667481982
"1","0.5","one2many","none","2.5%","mean",2,"jaccard",-0.0893213489799425,-0.0677201590606238
"1","0.5","one2many","none","50%","mean",2,"jaccard",-0.00190905275831818,-0.0319685270519437
"1","0.5","one2many","none","97.5%","mean",2,"jaccard",0.103428743497451,0.0139171643233433
"1","0.5","one2many","none","mean","mean",2,"jaccard",-0.00205356796153712,-0.0237719151166006
"1","0.5","one2many","none","var","mean",2,"jaccard",0.00240707304521343,0.00122956368847524
"1","0.5","one2many","none","2.5%","var",2,"jaccard",0.00624053449720315,0.00604167539606064
"1","0.5","one2many","none","50%","var",2,"jaccard",0.0201143028077416,0.00860338438061821
"1","0.5","one2many","none","97.5%","var",2,"jaccard",0.0475781310312797,0.0203575198533326
"1","0.5","one2many","none","mean","var",2,"jaccard",0.0221695740525737,0.0110539941822425
"1","0.5","one2many","none","var","var",2,"jaccard",0.000122615135048882,3.72426898957703e-05
"1","0.5","one2many","none","2.5%","mean",2,"N",-0.145498276780694,-0.145498276780694
"1","0.5","one2many","none","50%","mean",2,"N",-0.00492229537997471,-0.00492229537997471
"1","0.5","one2many","none","97.5%","mean",2,"N",0.128215808504078,0.128215808504078
"1","0.5","one2many","none","mean","mean",2,"N",-0.00170614483465679,-0.00170614483465679
"1","0.5","one2many","none","var","mean",2,"N",0.0052504549086491,0.0052504549086491
"1","0.5","one2many","none","2.5%","var",2,"N",0.0114177753758355,0.0114177753758355
"1","0.5","one2many","none","50%","var",2,"N",0.0497571099704735,0.0497571099704735
"1","0.5","one2many","none","97.5%","var",2,"N",0.0912423634833938,0.0912423634833938
"1","0.5","one2many","none","mean","var",2,"N",0.0499964802313198,0.0499964802313198
"1","0.5","one2many","none","var","var",2,"N",0.00047888618373039,0.00047888618373039
"1","0.5","one2many","none","2.5%","mean",2,"rda",0.0408857799908825,0.032419360083549
"1","0.5","one2many","none","50%","mean",2,"rda",0.0519987117486431,0.0431130976134444
"1","0.5","one2many","none","97.5%","mean",2,"rda",0.0616964870475847,0.0599286206068838
"1","0.5","one2many","none","mean","mean",2,"rda",0.0521068687433927,0.044472198907467
"1","0.5","one2many","none","var","mean",2,"rda",3.62649207896474e-05,0.000122430532230439
"1","0.5","one2many","none","2.5%","var",2,"rda",8.94051020322971e-05,0.000629143372782267
"1","0.5","one2many","none","50%","var",2,"rda",0.000276909530405344,0.00152040451145644
"1","0.5","one2many","none","97.5%","var",2,"rda",0.000757891109629734,0.00197029627929847
"1","0.5","one2many","none","mean","var",2,"rda",0.000315246102174832,0.00131908882834754
"1","0.5","one2many","none","var","var",2,"rda",2.90782842936647e-08,3.32858427357004e-07
"1","0.5","one2many","none","2.5%","mean",2,"S",-0.137992600255095,-0.113484929637309
"1","0.5","one2many","none","50%","mean",2,"S",0.00816810406539567,0.00361363726476487
"1","0.5","one2many","none","97.5%","mean",2,"S",0.17830743455839,0.0372589418519981
"1","0.5","one2many","none","mean","mean",2,"S",0.00373006073514904,-0.0211792980792426
"1","0.5","one2many","none","var","mean",2,"S",0.00619663261649821,0.00456105025373198
"1","0.5","one2many","none","2.5%","var",2,"S",0.0214747582179531,0.0191670051453812
"1","0.5","one2many","none","50%","var",2,"S",0.0478179595371751,0.0404117637713917
"1","0.5","one2many","none","97.5%","var",2,"S",0.103397261316249,0.0616861416235834
"1","0.5","one2many","none","mean","var",2,"S",0.052133760363659,0.0419472913336875
"1","0.5","one2many","none","var","var",2,"S",0.00051040733862313,0.000286468825432543
"1","0.5","one2many","opposite","2.5%","mean",1,"jaccard",0.449801781467422,0.565386708188193
"1","0.5","one2many","opposite","50%","mean",1,"jaccard",0.716522811992484,0.778540056840642
"1","0.5","one2many","opposite","97.5%","mean",1,"jaccard",0.844626506484186,0.880392065925276
"1","0.5","one2many","opposite","mean","mean",1,"jaccard",0.699033529552851,0.768015865611683
"1","0.5","one2many","opposite","var","mean",1,"jaccard",0.0118631733830298,0.0073146862739454
"1","0.5","one2many","opposite","2.5%","var",1,"jaccard",0.000246384103814044,0.00016314720331319
"1","0.5","one2many","opposite","50%","var",1,"jaccard",0.00115506094462238,0.000853496658470898
"1","0.5","one2many","opposite","97.5%","var",1,"jaccard",0.00583012089979929,0.00473703168513195
"1","0.5","one2many","opposite","mean","var",1,"jaccard",0.00183370910678569,0.00137568773662042
"1","0.5","one2many","opposite","var","var",1,"jaccard",2.75401935657075e-06,1.77888061748407e-06
"1","0.5","one2many","opposite","2.5%","mean",1,"N",-0.298012191445533,-0.298012191445533
"1","0.5","one2many","opposite","50%","mean",1,"N",0.00221479035048009,0.00221479035048009
"1","0.5","one2many","opposite","97.5%","mean",1,"N",0.289662564077477,0.289662564077477
"1","0.5","one2many","opposite","mean","mean",1,"N",0.000653586645395945,0.000653586645395945
"1","0.5","one2many","opposite","var","mean",1,"N",0.0210789925112767,0.0210789925112767
"1","0.5","one2many","opposite","2.5%","var",1,"N",0.00866960920520313,0.00866960920520313
"1","0.5","one2many","opposite","50%","var",1,"N",0.0486761040739166,0.0486761040739166
"1","0.5","one2many","opposite","97.5%","var",1,"N",0.131037733256263,0.131037733256263
"1","0.5","one2many","opposite","mean","var",1,"N",0.0550136533300994,0.0550136533300994
"1","0.5","one2many","opposite","var","var",1,"N",0.000979967832418922,0.000979967832418922
"1","0.5","one2many","opposite","2.5%","mean",1,"rda",0.152528805885208,0.24461910400924
"1","0.5","one2many","opposite","50%","mean",1,"rda",0.283704578370285,0.386564814544969
"1","0.5","one2many","opposite","97.5%","mean",1,"rda",0.415361165668055,0.566673793506591
"1","0.5","one2many","opposite","mean","mean",1,"rda",0.282138376183641,0.388355327800805
"1","0.5","one2many","opposite","var","mean",1,"rda",0.00532829913691513,0.00895765461105012
"1","0.5","one2many","opposite","2.5%","var",1,"rda",0.000173643927491087,0.000272236352011552
"1","0.5","one2many","opposite","50%","var",1,"rda",0.000993853368205954,0.00153120425388032
"1","0.5","one2many","opposite","97.5%","var",1,"rda",0.00388716200135302,0.00483510974936527
"1","0.5","one2many","opposite","mean","var",1,"rda",0.00127010607800369,0.00182113869136741
"1","0.5","one2many","opposite","var","var",1,"rda",1.2449722812549e-06,1.75223865706905e-06
"1","0.5","one2many","opposite","2.5%","mean",1,"S",-0.75165624665455,-0.782940733152138
"1","0.5","one2many","opposite","50%","mean",1,"S",-0.0262631357485819,-0.00472827860074974
"1","0.5","one2many","opposite","97.5%","mean",1,"S",0.669840188997431,0.775601897041997
"1","0.5","one2many","opposite","mean","mean",1,"S",-0.0257655604172939,-0.010918315719153
"1","0.5","one2many","opposite","var","mean",1,"S",0.192828254335903,0.214055486115783
"1","0.5","one2many","opposite","2.5%","var",1,"S",0.000631419959437509,0.000646463553606297
"1","0.5","one2many","opposite","50%","var",1,"S",0.00392243178023237,0.00339976057235471
"1","0.5","one2many","opposite","97.5%","var",1,"S",0.0204954715556206,0.0156243951233397
"1","0.5","one2many","opposite","mean","var",1,"S",0.0058160675120057,0.00486010853622705
"1","0.5","one2many","opposite","var","var",1,"S",3.09029325593942e-05,1.86044114406232e-05
"1","0.5","one2many","opposite","2.5%","mean",2,"jaccard",-0.0780019380982475,-0.157612475402017
"1","0.5","one2many","opposite","50%","mean",2,"jaccard",0.189543131370607,0.056501671480913
"1","0.5","one2many","opposite","97.5%","mean",2,"jaccard",0.536942096491988,0.411768576939179
"1","0.5","one2many","opposite","mean","mean",2,"jaccard",0.199948339556013,0.0689090676956048
"1","0.5","one2many","opposite","var","mean",2,"jaccard",0.0243614831808513,0.0206147350668464
"1","0.5","one2many","opposite","2.5%","var",2,"jaccard",0.000340197361154114,0.000234162282826092
"1","0.5","one2many","opposite","50%","var",2,"jaccard",0.00210937821440233,0.00162919956433964
"1","0.5","one2many","opposite","97.5%","var",2,"jaccard",0.00748699559786134,0.00640990258548263
"1","0.5","one2many","opposite","mean","var",2,"jaccard",0.00254016793573484,0.00214097179782961
"1","0.5","one2many","opposite","var","var",2,"jaccard",3.72551405736932e-06,3.42455127307044e-06
