"o","mra","mrb","stat","summary","env","measure","cor_a","cor_b"
"0.4","1","10","50%","var",2,"jaccard",0.000425185681247198,0.00190798685004617
"0.4","1","10","50%","var",2,"N",0.0476462315641436,0.0476462315641436
"0.4","1","10","50%","var",2,"rda",0.000724891021808483,0.000482100681330619
"0.4","1","10","50%","var",2,"S",0.00201649858138786,0.00310850234846945
"0.4","1","10","97.5%","mean",1,"jaccard",0.414861314533705,0.869036978063412
"0.4","1","10","97.5%","mean",1,"N",0.126441212543234,0.126441212543234
"0.4","1","10","97.5%","mean",1,"rda",0.10815511448895,0.509076146683297
"0.4","1","10","97.5%","mean",1,"S",0.368957440694173,0.692794997310871
"0.4","1","10","97.5%","mean",2,"jaccard",0.913969208663834,0.625058553946546
"0.4","1","10","97.5%","mean",2,"N",0.181581690974235,0.181581690974235
"0.4","1","10","97.5%","mean",2,"rda",0.458142704185082,0.221033255231668
"0.4","1","10","97.5%","mean",2,"S",0.814134014040559,0.602233911623932
"0.4","1","10","97.5%","var",1,"jaccard",0.00618700141149092,0.00689504847863153
"0.4","1","10","97.5%","var",1,"N",0.113071090693122,0.113071090693122
"0.4","1","10","97.5%","var",1,"rda",0.000287663615304325,0.0035899433334757
"0.4","1","10","97.5%","var",1,"S",0.0135344597320354,0.0189180708651404
"0.4","1","10","97.5%","var",2,"jaccard",0.00229041821865465,0.00823420561206625
"0.4","1","10","97.5%","var",2,"N",0.118020706019173,0.118020706019173
"0.4","1","10","97.5%","var",2,"rda",0.00157029026026935,0.00176628105780144
"0.4","1","10","97.5%","var",2,"S",0.0110176270283676,0.014395259990142
"0.4","1","10","mean","mean",1,"jaccard",0.0076996884690156,0.668134689314682
"0.4","1","10","mean","mean",1,"N",0.0059284522487031,0.0059284522487031
"0.4","1","10","mean","mean",1,"rda",0.0525570738227483,0.319939660838352
"0.4","1","10","mean","mean",1,"S",-0.00844772177054755,-0.0407608153238028
"0.4","1","10","mean","mean",2,"jaccard",0.833446751812607,0.221532178736856
"0.4","1","10","mean","mean",2,"N",-0.00233288338737509,-0.00233288338737509
"0.4","1","10","mean","mean",2,"rda",0.349413593476072,0.11397421131011
"0.4","1","10","mean","mean",2,"S",0.0522898412870765,0.0303339608165003
"0.4","1","10","mean","var",1,"jaccard",0.00164514466903071,0.00187980046838887
"0.4","1","10","mean","var",1,"N",0.053906362573285,0.053906362573285
"0.4","1","10","mean","var",1,"rda",0.000106508096659802,0.00158207335020495
"0.4","1","10","mean","var",1,"S",0.00410764848244312,0.00483103845869035
"0.4","1","10","mean","var",2,"jaccard",0.000603454993446657,0.00252864726562821
"0.4","1","10","mean","var",2,"N",0.0531844328945453,0.0531844328945453
"0.4","1","10","mean","var",2,"rda",0.000749992870810525,0.000605895917270276
"0.4","1","10","mean","var",2,"S",0.00315319044341176,0.00428477132941446
"0.4","1","10","var","mean",1,"jaccard",0.0207797574356417,0.0185509842171079
"0.4","1","10","var","mean",1,"N",0.00411889731499178,0.00411889731499178
"0.4","1","10","var","mean",1,"rda",0.000690442873008748,0.00978828878165457
"0.4","1","10","var","mean",1,"S",0.0511753498259092,0.17667814971285
"0.4","1","10","var","mean",2,"jaccard",0.00298010028421648,0.0385323459065332
"0.4","1","10","var","mean",2,"N",0.0103659111546864,0.0103659111546864
"0.4","1","10","var","mean",2,"rda",0.00353193215696459,0.00287057784484203
"0.4","1","10","var","mean",2,"S",0.175845122078722,0.0986682464839227
"0.4","1","10","var","var",1,"jaccard",2.19250805382506e-06,4.54742745718513e-06
"0.4","1","10","var","var",1,"N",0.000726508776329204,0.000726508776329204
"0.4","1","10","var","var",1,"rda",5.63858023289618e-09,1.85400995161044e-06
"0.4","1","10","var","var",1,"S",2.03695224685284e-05,2.01339250928995e-05
"0.4","1","10","var","var",2,"jaccard",3.00492332333341e-07,4.84446877645333e-06
"0.4","1","10","var","var",2,"N",0.000727794305012407,0.000727794305012407
"0.4","1","10","var","var",2,"rda",1.3692325248726e-07,2.11819463128304e-07
"0.4","1","10","var","var",2,"S",9.36800877083816e-06,1.35909643956729e-05
"0.4","1","20","2.5%","mean",1,"jaccard",-0.175181922897645,0.373304825486528
"0.4","1","20","2.5%","mean",1,"N",-0.134556435400156,-0.134556435400156
"0.4","1","20","2.5%","mean",1,"rda",0.0249739489748759,0.134310314093681
"0.4","1","20","2.5%","mean",1,"S",-0.438298213329287,-0.795833124270357
"0.4","1","20","2.5%","mean",2,"jaccard",0.720011735232306,-0.117438377955808
"0.4","1","20","2.5%","mean",2,"N",-0.118461692755893,-0.118461692755893
"0.4","1","20","2.5%","mean",2,"rda",0.240637595503876,0.0270230974096448
"0.4","1","20","2.5%","mean",2,"S",-0.77974640693324,-0.569072596483209
"0.4","1","20","2.5%","var",1,"jaccard",0.000305807780209934,0.000274859169884508
"0.4","1","20","2.5%","var",1,"N",0.0170815435349967,0.0170815435349967
"0.4","1","20","2.5%","var",1,"rda",2.3938924911005e-05,0.000259794823290798
"0.4","1","20","2.5%","var",1,"S",0.000614186593811384,0.000726215283978491
"0.4","1","20","2.5%","var",2,"jaccard",9.46679885330662e-05,0.000430402942267215
"0.4","1","20","2.5%","var",2,"N",0.0138663885050112,0.0138663885050112
"0.4","1","20","2.5%","var",2,"rda",0.000182734214654054,7.87558979633081e-05
"0.4","1","20","2.5%","var",2,"S",0.000342648876283465,0.000702254555185688
"0.4","1","20","50%","mean",1,"jaccard",0.0119362371289559,0.697990148767663
"0.4","1","20","50%","mean",1,"N",0.00139966581361993,0.00139966581361993
"0.4","1","20","50%","mean",1,"rda",0.0489198394232405,0.301442400154156
"0.4","1","20","50%","mean",1,"S",-0.00813937767607434,0.0868410811548424
"0.4","1","20","50%","mean",2,"jaccard",0.839706749326358,0.198217248650243
"0.4","1","20","50%","mean",2,"N",-0.00632810605050684,-0.00632810605050684
"0.4","1","20","50%","mean",2,"rda",0.352973249719477,0.117755993877721
"0.4","1","20","50%","mean",2,"S",0.0522891385697791,0.0350395282182234
"0.4","1","20","50%","var",1,"jaccard",0.00108337152198717,0.00130920956475601
"0.4","1","20","50%","var",1,"N",0.0546334091816528,0.0546334091816528
"0.4","1","20","50%","var",1,"rda",9.44061335384939e-05,0.0013326511766567
"0.4","1","20","50%","var",1,"S",0.00264015165062722,0.00280782790446533
"0.4","1","20","50%","var",2,"jaccard",0.000404326173695524,0.00170061396751455
"0.4","1","20","50%","var",2,"N",0.0499580834646107,0.0499580834646107
"0.4","1","20","50%","var",2,"rda",0.000547611253389217,0.000427937652531659
"0.4","1","20","50%","var",2,"S",0.00198808655451474,0.0027029782038318
"0.4","1","20","97.5%","mean",1,"jaccard",0.288478954665031,0.831397254480107
"0.4","1","20","97.5%","mean",1,"N",0.146313745865052,0.146313745865052
"0.4","1","20","97.5%","mean",1,"rda",0.129963390602892,0.508836756779088
"0.4","1","20","97.5%","mean",1,"S",0.472108222451389,0.692794701584777
"0.4","1","20","97.5%","mean",2,"jaccard",0.91224288168126,0.608256502359655
"0.4","1","20","97.5%","mean",2,"N",0.153879240855222,0.153879240855222
"0.4","1","20","97.5%","mean",2,"rda",0.47889371703776,0.275764134402676
"0.4","1","20","97.5%","mean",2,"S",0.713430472572604,0.556498513239688
"0.4","1","20","97.5%","var",1,"jaccard",0.00578810339512077,0.00505449534006507
"0.4","1","20","97.5%","var",1,"N",0.0996802245374956,0.0996802245374956
"0.4","1","20","97.5%","var",1,"rda",0.000386471257538405,0.00355547149512472
"0.4","1","20","97.5%","var",1,"S",0.00934527859710229,0.0118040462895699
"0.4","1","20","97.5%","var",2,"jaccard",0.00224146331918902,0.00599612598711005
"0.4","1","20","97.5%","var",2,"N",0.10723916153113,0.10723916153113
"0.4","1","20","97.5%","var",2,"rda",0.00158383860653834,0.00169207208639536
"0.4","1","20","97.5%","var",2,"S",0.0091017058868113,0.0104132449224762
"0.4","1","20","mean","mean",1,"jaccard",0.0264570350393886,0.667988974227643
"0.4","1","20","mean","mean",1,"N",0.000441262343301813,0.000441262343301813
"0.4","1","20","mean","mean",1,"rda",0.055536154865856,0.304365564267531
"0.4","1","20","mean","mean",1,"S",0.00362404851709283,0.0165522925007808
"0.4","1","20","mean","mean",2,"jaccard",0.835743445179399,0.224347639513123
"0.4","1","20","mean","mean",2,"N",0.00684978163160685,0.00684978163160685
"0.4","1","20","mean","mean",2,"rda",0.356364371958474,0.121782836490554
"0.4","1","20","mean","mean",2,"S",-0.00481130162909373,0.0364226195055992
"0.4","1","20","mean","var",1,"jaccard",0.00164658613836086,0.00162661034836423
"0.4","1","20","mean","var",1,"N",0.0558877645600876,0.0558877645600876
"0.4","1","20","mean","var",1,"rda",0.000125257803990693,0.00154184442393562
"0.4","1","20","mean","var",1,"S",0.00322830987605003,0.00384116487955675
"0.4","1","20","mean","var",2,"jaccard",0.000586263914593267,0.00224332732004658
"0.4","1","20","mean","var",2,"N",0.0541681854851267,0.0541681854851267
"0.4","1","20","mean","var",2,"rda",0.000649693199852488,0.00060412569802114
"0.4","1","20","mean","var",2,"S",0.00264811820863662,0.00368959611642974
"0.4","1","20","var","mean",1,"jaccard",0.0163258627494869,0.0149255796825047
"0.4","1","20","var","mean",1,"N",0.00471716121032455,0.00471716121032455
"0.4","1","20","var","mean",1,"rda",0.000785247126346581,0.00979604423411658
"0.4","1","20","var","mean",1,"S",0.0571359925271868,0.178732773387865
"0.4","1","20","var","mean",2,"jaccard",0.00261976050286076,0.0344717443018492
"0.4","1","20","var","mean",2,"N",0.00699974045694416,0.00699974045694416
"0.4","1","20","var","mean",2,"rda",0.00375990593197089,0.00385132589760264
"0.4","1","20","var","mean",2,"S",0.169232207625463,0.0829981554958277
"0.4","1","20","var","var",1,"jaccard",2.45262179266972e-06,1.85364649526609e-06
"0.4","1","20","var","var",1,"N",0.000561639938229319,0.000561639938229319
"0.4","1","20","var","var",1,"rda",1.26421776585048e-08,9.81103904373881e-07
"0.4","1","20","var","var",1,"S",8.67726332578189e-06,9.17228354400032e-06
"0.4","1","20","var","var",2,"jaccard",3.10914150504864e-07,3.23299395534196e-06
"0.4","1","20","var","var",2,"N",0.000744171294115808,0.000744171294115808
"0.4","1","20","var","var",2,"rda",1.51405982824602e-07,2.31377952338125e-07
"0.4","1","20","var","var",2,"S",5.56946803441054e-06,7.02938046614562e-06
"0.4","10","1","2.5%","mean",1,"jaccard",-0.175872917881407,0.313911819562312
"0.4","10","1","2.5%","mean",1,"N",-0.122227828409157,-0.122227828409157
"0.4","10","1","2.5%","mean",1,"rda",0.0270900138301323,0.146190064207357
"0.4","10","1","2.5%","mean",1,"S",-0.3772337884356,-0.695934749837863
"0.4","10","1","2.5%","mean",2,"jaccard",0.804551682582585,-0.0582418476883644
"0.4","10","1","2.5%","mean",2,"N",-0.138224161536246,-0.138224161536246
"0.4","10","1","2.5%","mean",2,"rda",0.254584175298108,0.0393760039157212
"0.4","10","1","2.5%","mean",2,"S",-0.686561936483683,-0.699852915437532
"0.4","10","1","2.5%","var",1,"jaccard",0.00025580764856009,0.000255774752970762
"0.4","10","1","2.5%","var",1,"N",0.0176348174524654,0.0176348174524654
"0.4","10","1","2.5%","var",1,"rda",2.62512793516738e-05,0.000298009534718918
"0.4","10","1","2.5%","var",1,"S",0.000729802844776825,0.000325339321110452
"0.4","10","1","2.5%","var",2,"jaccard",7.39418272675444e-05,0.000491905762362941
"0.4","10","1","2.5%","var",2,"N",0.0121427038914016,0.0121427038914016
"0.4","10","1","2.5%","var",2,"rda",0.000184598074755033,9.11867890677257e-05
"0.4","10","1","2.5%","var",2,"S",0.000511291492261228,0.00107299839715388
"0.4","10","1","50%","mean",1,"jaccard",-0.0116747629875499,0.670095860775637
"0.4","10","1","50%","mean",1,"N",-0.00290268991904939,-0.00290268991904939
"0.4","10","1","50%","mean",1,"rda",0.0504136851519014,0.284014444473234
"0.4","10","1","50%","mean",1,"S",0.0356047514190997,0.00467780588130667
"0.4","10","1","50%","mean",2,"jaccard",0.896007095375772,0.251103966807371
"0.4","10","1","50%","mean",2,"N",0.000182208004405913,0.000182208004405913
"0.4","10","1","50%","mean",2,"rda",0.378243468872052,0.118616904455009
"0.4","10","1","50%","mean",2,"S",0.0630403069949914,-0.00195387940409807
"0.4","10","1","50%","var",1,"jaccard",0.00106587723263295,0.0011310259319572
"0.4","10","1","50%","var",1,"N",0.047437488318298,0.047437488318298
"0.4","10","1","50%","var",1,"rda",0.000118265109184183,0.00116633319149031
"0.4","10","1","50%","var",1,"S",0.00272925262789439,0.00377513037708187
"0.4","10","1","50%","var",2,"jaccard",0.000292536553007894,0.00156118647145559
"0.4","10","1","50%","var",2,"N",0.0442940020291788,0.0442940020291788
"0.4","10","1","50%","var",2,"rda",0.00062526302306416,0.000519222364642576
"0.4","10","1","50%","var",2,"S",0.00191464958217435,0.00358995713650315
"0.4","10","1","97.5%","mean",1,"jaccard",0.330349872933881,0.861217122332472
"0.4","10","1","97.5%","mean",1,"N",0.118292741444078,0.118292741444078
"0.4","10","1","97.5%","mean",1,"rda",0.133723855724633,0.496772690088398
"0.4","10","1","97.5%","mean",1,"S",0.415349038740474,0.78601120086392
"0.4","10","1","97.5%","mean",2,"jaccard",0.932558756177344,0.687595846366235
"0.4","10","1","97.5%","mean",2,"N",0.107200214661618,0.107200214661618
"0.4","10","1","97.5%","mean",2,"rda",0.496475264105584,0.281492522943618
"0.4","10","1","97.5%","mean",2,"S",0.770213726736209,0.566556187218885
"0.4","10","1","97.5%","var",1,"jaccard",0.00557452288131194,0.00633221375918277
"0.4","10","1","97.5%","var",1,"N",0.0974665161384704,0.0974665161384704
"0.4","10","1","97.5%","var",1,"rda",0.000391936705059058,0.00316859329881138
"0.4","10","1","97.5%","var",1,"S",0.0133735863617142,0.0120481993478999
"0.4","10","1","97.5%","var",2,"jaccard",0.00140159250494725,0.0065384055158731
"0.4","10","1","97.5%","var",2,"N",0.12442990891043,0.12442990891043
"0.4","10","1","97.5%","var",2,"rda",0.00164127157848467,0.00191409937524163
"0.4","10","1","97.5%","var",2,"S",0.00842797112738306,0.0158831257183805
"0.4","10","1","mean","mean",1,"jaccard",0.0199100077427451,0.643510728830985
"0.4","10","1","mean","mean",1,"N",0.00202318312161475,0.00202318312161475
"0.4","10","1","mean","mean",1,"rda",0.0579478967713668,0.297371530865937
"0.4","10","1","mean","mean",1,"S",0.0304664883786294,-0.00639805603967116
"0.4","10","1","mean","mean",2,"jaccard",0.888147520694015,0.270496191944802
"0.4","10","1","mean","mean",2,"N",-0.0056844718246486,-0.0056844718246486
"0.4","10","1","mean","mean",2,"rda",0.374439157844203,0.130947139556441
"0.4","10","1","mean","mean",2,"S",0.0117289218058529,-0.00294911967650203
"0.4","10","1","mean","var",1,"jaccard",0.00153876560740514,0.00179302222905227
"0.4","10","1","mean","var",1,"N",0.0527268160560518,0.0527268160560518
"0.4","10","1","mean","var",1,"rda",0.000133748657668334,0.00135930431288746
"0.4","10","1","mean","var",1,"S",0.00348223907507464,0.00460516716276075
"0.4","10","1","mean","var",2,"jaccard",0.000391328407852809,0.00217687741539322
"0.4","10","1","mean","var",2,"N",0.04925627721144,0.04925627721144
"0.4","10","1","mean","var",2,"rda",0.000680921550125358,0.000692483222737999
"0.4","10","1","mean","var",2,"S",0.00255983703479704,0.00471242989961098
"0.4","10","1","var","mean",1,"jaccard",0.0169169394003613,0.0212942056885283
"0.4","10","1","var","mean",1,"N",0.00463274450912682,0.00463274450912682
"0.4","10","1","var","mean",1,"rda",0.000939103023759531,0.00934506166707087
"0.4","10","1","var","mean",1,"S",0.0495266968401953,0.176859535506691
"0.4","10","1","var","mean",2,"jaccard",0.00133434531845865,0.0393769208616802
"0.4","10","1","var","mean",2,"N",0.00459751578695075,0.00459751578695075
"0.4","10","1","var","mean",2,"rda",0.00414757711221678,0.00377838432538477
"0.4","10","1","var","mean",2,"S",0.186973721608081,0.105228894100727
"0.4","10","1","var","var",1,"jaccard",1.84932796705553e-06,3.06461206943593e-06
"0.4","10","1","var","var",1,"N",0.000479783133881465,0.000479783133881465
"0.4","10","1","var","var",1,"rda",9.00438289641029e-09,1.33268276167866e-06
"0.4","10","1","var","var",1,"S",7.9316896254852e-06,1.85371970341625e-05
"0.4","10","1","var","var",2,"jaccard",1.40243348998467e-07,3.78964957698962e-06
"0.4","10","1","var","var",2,"N",0.000655081245528207,0.000655081245528207
"0.4","10","1","var","var",2,"rda",1.44901179651968e-07,2.67663905319054e-07
"0.4","10","1","var","var",2,"S",4.24575586289212e-06,1.49770517233354e-05
"0.4","10","10","2.5%","mean",1,"jaccard",-0.166412933189718,0.296002080845911
"0.4","10","10","2.5%","mean",1,"N",-0.118494425672726,-0.118494425672726
"0.4","10","10","2.5%","mean",1,"rda",0.0267393077769996,0.145072699761077
"0.4","10","10","2.5%","mean",1,"S",-0.478509276704384,-0.747771842955132
"0.4","10","10","2.5%","mean",2,"jaccard",0.810690152071242,-0.0495978780256968
"0.4","10","10","2.5%","mean",2,"N",-0.118496808974556,-0.118496808974556
"0.4","10","10","2.5%","mean",2,"rda",0.254129856106654,0.032713389903599
"0.4","10","10","2.5%","mean",2,"S",-0.693675425722126,-0.432875899323102
"0.4","10","10","2.5%","var",1,"jaccard",0.000240621447197195,0.000261988605900165
"0.4","10","10","2.5%","var",1,"N",0.0158031817998255,0.0158031817998255
"0.4","10","10","2.5%","var",1,"rda",2.2928870017195e-05,0.000328900227959559
"0.4","10","10","2.5%","var",1,"S",0.000703261035751994,0.000653364168394068
"0.4","10","10","2.5%","var",2,"jaccard",4.22054441985617e-05,0.000489724066078017
"0.4","10","10","2.5%","var",2,"N",0.0204223187451054,0.0204223187451054
"0.4","10","10","2.5%","var",2,"rda",0.000190255742715828,0.00011299375012448
"0.4","10","10","2.5%","var",2,"S",0.000488342587780541,0.00105401900286996
"0.4","10","10","50%","mean",1,"jaccard",-0.00149623013750218,0.667187163995177
"0.4","10","10","50%","mean",1,"N",-0.00550641293812173,-0.00550641293812173
"0.4","10","10","50%","mean",1,"rda",0.0500051392794474,0.279349770197261
"0.4","10","10","50%","mean",1,"S",0.0117774668504341,-0.0057178509766411
"0.4","10","10","50%","mean",2,"jaccard",0.898740308743091,0.258914207866009
"0.4","10","10","50%","mean",2,"N",0.00500260195731617,0.00500260195731617
"0.4","10","10","50%","mean",2,"rda",0.381291344711264,0.128517202577701
"0.4","10","10","50%","mean",2,"S",0.0883724039908592,0.0160333862208941
"0.4","10","10","50%","var",1,"jaccard",0.00111637403439738,0.00135544613476085
"0.4","10","10","50%","var",1,"N",0.0518070861153226,0.0518070861153226
"0.4","10","10","50%","var",1,"rda",9.11743015450815e-05,0.00120088581339011
"0.4","10","10","50%","var",1,"S",0.00287576916995097,0.00298786960085976
"0.4","10","10","50%","var",2,"jaccard",0.00026824527416772,0.00220973980861848
"0.4","10","10","50%","var",2,"N",0.0555883392321291,0.0555883392321291
"0.4","10","10","50%","var",2,"rda",0.000555858869083714,0.000584191965773307
"0.4","10","10","50%","var",2,"S",0.00179231148518865,0.00377715828349861
"0.4","10","10","97.5%","mean",1,"jaccard",0.286595093119021,0.857080636066006
"0.4","10","10","97.5%","mean",1,"N",0.150932447099376,0.150932447099376
"0.4","10","10","97.5%","mean",1,"rda",0.121799372491863,0.462839870060172
"0.4","10","10","97.5%","mean",1,"S",0.371277635819526,0.681492505811579
"0.4","10","10","97.5%","mean",2,"jaccard",0.940246166249044,0.661510206608529
"0.4","10","10","97.5%","mean",2,"N",0.173347744116095,0.173347744116095
"0.4","10","10","97.5%","mean",2,"rda",0.503381036759626,0.298419131940374
"0.4","10","10","97.5%","mean",2,"S",0.727332880292665,0.561533099343234
"0.4","10","10","97.5%","var",1,"jaccard",0.00420623814446385,0.00608833296483948
"0.4","10","10","97.5%","var",1,"N",0.118515951373415,0.118515951373415
"0.4","10","10","97.5%","var",1,"rda",0.000401777177714337,0.00387730363117021
"0.4","10","10","97.5%","var",1,"S",0.0106021020102329,0.016997734339136
"0.4","10","10","97.5%","var",2,"jaccard",0.00107945407183768,0.00747557846841308
"0.4","10","10","97.5%","var",2,"N",0.119624874616994,0.119624874616994
"0.4","10","10","97.5%","var",2,"rda",0.00143177677103074,0.00236354641389345
"0.4","10","10","97.5%","var",2,"S",0.00868579241175528,0.0124160685419343
"0.4","10","10","mean","mean",1,"jaccard",0.0160144316711778,0.639009465079735
"0.4","10","10","mean","mean",1,"N",-0.00870376095026212,-0.00870376095026212
"0.4","10","10","mean","mean",1,"rda",0.05718805272136,0.283951790254372
"0.4","10","10","mean","mean",1,"S",-0.00208393910200681,-0.043045990667762
"0.4","10","10","mean","mean",2,"jaccard",0.891940994664278,0.272525814620892
"0.4","10","10","mean","mean",2,"N",0.0102313395280193,0.0102313395280193
"0.4","10","10","mean","mean",2,"rda",0.379692333949083,0.138646939796091
"0.4","10","10","mean","mean",2,"S",0.0571286716305259,0.0434733327160785
"0.4","10","10","mean","var",1,"jaccard",0.00147652800164839,0.00190029880531781
"0.4","10","10","mean","var",1,"N",0.0572842854302706,0.0572842854302706
"0.4","10","10","mean","var",1,"rda",0.000123073128751656,0.00139189655376033
"0.4","10","10","mean","var",1,"S",0.00389006252242969,0.00449632134544498
"0.4","10","10","mean","var",2,"jaccard",0.000368983604838797,0.00281199120035412
"0.4","10","10","mean","var",2,"N",0.0575219727891048,0.0575219727891048
"0.4","10","10","mean","var",2,"rda",0.000633205719477459,0.000727869400041502
"0.4","10","10","mean","var",2,"S",0.00272826978795143,0.00482379306371224
"0.4","10","10","var","mean",1,"jaccard",0.0134084317107452,0.0193593855507129
"0.4","10","10","var","mean",1,"N",0.00541418475029062,0.00541418475029062
"0.4","10","10","var","mean",1,"rda",0.000724198800994565,0.00836957894659897
"0.4","10","10","var","mean",1,"S",0.0531546725008524,0.176399182411903
"0.4","10","10","var","mean",2,"jaccard",0.00126448577828556,0.0388086120699804
"0.4","10","10","var","mean",2,"N",0.00669975856389629,0.00669975856389629
"0.4","10","10","var","mean",2,"rda",0.00382195237987385,0.00501461406712375
"0.4","10","10","var","mean",2,"S",0.161699999648095,0.0898923940477815
"0.4","10","10","var","var",1,"jaccard",2.18026628952509e-06,3.60728566467071e-06
"0.4","10","10","var","var",1,"N",0.000731822763365115,0.000731822763365115
"0.4","10","10","var","var",1,"rda",1.15069532961785e-08,1.08694868388551e-06
"0.4","10","10","var","var",1,"S",1.11280074865924e-05,2.07385759368528e-05
"0.4","10","10","var","var",2,"jaccard",1.40431099870702e-07,4.41203620324493e-06
"0.4","10","10","var","var",2,"N",0.000623663125231072,0.000623663125231072
"0.4","10","10","var","var",2,"rda",1.18609195112432e-07,3.22240934198351e-07
"0.4","10","10","var","var",2,"S",5.88295977546979e-06,1.14650925988594e-05
"0.4","10","20","2.5%","mean",1,"jaccard",-0.153303825410238,0.353931903162128
"0.4","10","20","2.5%","mean",1,"N",-0.101137686714932,-0.101137686714932
"0.4","10","20","2.5%","mean",1,"rda",0.0269444991788465,0.166432100389115
"0.4","10","20","2.5%","mean",1,"S",-0.454753138669039,-0.694572148404603
"0.4","10","20","2.5%","mean",2,"jaccard",0.794223612280001,-0.0232395507316594
"0.4","10","20","2.5%","mean",2,"N",-0.144000051149475,-0.144000051149475
"0.4","10","20","2.5%","mean",2,"rda",0.231219973648732,0.0419975990074472
"0.4","10","20","2.5%","mean",2,"S",-0.750122760014218,-0.407952717352868
"0.4","10","20","2.5%","var",1,"jaccard",0.000291672318902306,0.000138243930801166
"0.4","10","20","2.5%","var",1,"N",0.0153865549157079,0.0153865549157079
"0.4","10","20","2.5%","var",1,"rda",2.12058693816129e-05,0.000126042098821561
"0.4","10","20","2.5%","var",1,"S",0.000760987168051516,0.000618628284482143
"0.4","10","20","2.5%","var",2,"jaccard",5.55156188022564e-05,0.000599975587430738
"0.4","10","20","2.5%","var",2,"N",0.0229251893186595,0.0229251893186595
"0.4","10","20","2.5%","var",2,"rda",0.000173501154227311,0.000116199508720784
"0.4","10","20","2.5%","var",2,"S",0.00055485475931469,0.000966567025226215
"0.4","10","20","50%","mean",1,"jaccard",-0.00448578255024133,0.690983256297816
"0.4","10","20","50%","mean",1,"N",0.0156340323142949,0.0156340323142949
"0.4","10","20","50%","mean",1,"rda",0.0498923233039179,0.308137400256492
"0.4","10","20","50%","mean",1,"S",-0.020041189602312,0.0380572539602124
"0.4","10","20","50%","mean",2,"jaccard",0.89672288420446,0.246172237277882
"0.4","10","20","50%","mean",2,"N",-0.00551813553238789,-0.00551813553238789
"0.4","10","20","50%","mean",2,"rda",0.38205700034402,0.135898948156521
"0.4","10","20","50%","mean",2,"S",0.0531425545694991,-0.0181031059611911
"0.4","10","20","50%","var",1,"jaccard",0.00122278393709914,0.00119197390588331
"0.4","10","20","50%","var",1,"N",0.0491520275568945,0.0491520275568945
"0.4","10","20","50%","var",1,"rda",0.000105056714823532,0.00103880830285848
"0.4","10","20","50%","var",1,"S",0.00254477156951301,0.00360475122329999
"0.4","10","20","50%","var",2,"jaccard",0.000273707689797011,0.00218322367163701
"0.4","10","20","50%","var",2,"N",0.0485638499159695,0.0485638499159695
"0.4","10","20","50%","var",2,"rda",0.000607053211444779,0.000639407878801525
"0.4","10","20","50%","var",2,"S",0.00220326948290118,0.00400719576962082
"0.4","10","20","97.5%","mean",1,"jaccard",0.23186544450416,0.847899664286927
"0.4","10","20","97.5%","mean",1,"N",0.157904706359182,0.157904706359182
"0.4","10","20","97.5%","mean",1,"rda",0.13093859170316,0.519248483350811
"0.4","10","20","97.5%","mean",1,"S",0.381870595856814,0.747441573062373
"0.4","10","20","97.5%","mean",2,"jaccard",0.936957980415132,0.601532540485794
"0.4","10","20","97.5%","mean",2,"N",0.157997092834164,0.157997092834164
"0.4","10","20","97.5%","mean",2,"rda",0.493795623066422,0.237652009058444
"0.4","10","20","97.5%","mean",2,"S",0.738694836623129,0.579465676654042
"0.4","10","20","97.5%","var",1,"jaccard",0.00516794679606652,0.00535038195659952
"0.4","10","20","97.5%","var",1,"N",0.107283776541252,0.107283776541252
"0.4","10","20","97.5%","var",1,"rda",0.000359444517450811,0.00401138335274577
"0.4","10","20","97.5%","var",1,"S",0.0129063894276273,0.0159401794783776
"0.4","10","20","97.5%","var",2,"jaccard",0.00198679298289894,0.00693688151721317
"0.4","10","20","97.5%","var",2,"N",0.0921639268464983,0.0921639268464983
"0.4","10","20","97.5%","var",2,"rda",0.00171986490162431,0.00224476654001773
"0.4","10","20","97.5%","var",2,"S",0.0129745056534136,0.0159099434808441
"0.4","10","20","mean","mean",1,"jaccard",0.00909860867959814,0.667095056451788
"0.4","10","20","mean","mean",1,"N",0.0199522043071268,0.0199522043071268
"0.4","10","20","mean","mean",1,"rda",0.0592988998728767,0.314208198326426
"0.4","10","20","mean","mean",1,"S",-0.0344388582350237,0.0413130325800673
"0.4","10","20","mean","mean",2,"jaccard",0.88787397363161,0.264139297083092
"0.4","10","20","mean","mean",2,"N",0.00332845860088915,0.00332845860088915
"0.4","10","20","mean","mean",2,"rda",0.372763904800467,0.136379814248369
"0.4","10","20","mean","mean",2,"S",0.0311072725997801,0.00566995407178261
"0.4","10","20","mean","var",1,"jaccard",0.00154478551818429,0.00155226825781875
"0.4","10","20","mean","var",1,"N",0.0514640939947744,0.0514640939947744
"0.4","10","20","mean","var",1,"rda",0.000124046460889724,0.00134181669915642
"0.4","10","20","mean","var",1,"S",0.00364810922201557,0.00434413792055685
"0.4","10","20","mean","var",2,"jaccard",0.000507673138225742,0.00277192175964126
"0.4","10","20","mean","var",2,"N",0.0541030220025073,0.0541030220025073
"0.4","10","20","mean","var",2,"rda",0.000711848607035222,0.000820059377359096
"0.4","10","20","mean","var",2,"S",0.0032594816311398,0.0054201685651213
"0.4","10","20","var","mean",1,"jaccard",0.0118759905959306,0.0172690291838252
