"o","mra","mrb","stat","summary","Beta_a","S_a","Stot_a","Beta_b","S_b","Stot_b","Cor_ab","N","Ntot"
"0.3","1","1","97.5%","var",0.000281541607626835,0.113052083333333,0,0.000746562621299692,0.0275972222222222,0,0.0166193978278328,0.65250347222222,261.001388888889
"0.3","1","1","mean","mean",1.22278259679499,24.59,30,1.2421163458538,8.0992,10,0.314242084695669,95.22875,1904.575
"0.3","1","1","mean","var",0.000145866871399438,0.0581766666666667,0,0.000304613668988978,0.0118211111111111,0,0.00686170134325764,0.267975833333333,107.190333333333
"0.3","1","1","var","mean",0.00344743106136694,1.27911717171717,0,0.00926930156141692,0.380929656565657,0,0.0604118798237078,0.0260027146464646,10.4010858585858
"0.3","1","1","var","var",4.33311411607955e-09,0.000672829771791991,0,4.8422545945606e-08,3.7414582865694e-05,0,3.01730637392017e-05,0.106232174408514,16997.1479053623
"0.3","1","10","2.5%","mean",1.13369151378163,21.984,30,1.09336564053697,6.768,10,-0.129755660813794,94.641125,1892.8225
"0.3","1","10","2.5%","var",4.64266185025686e-05,0.0197944444444444,0,6.59352743240781e-05,0.0034826388888889,0,0.000997291356943025,0.0630534722222217,25.2213888888889
"0.3","1","10","50%","mean",1.2321158681088,24.35,30,1.24634100289407,8.025,10,0.335841028202423,95.2375,1904.75
"0.3","1","10","50%","var",0.000139479163011882,0.0524583333333334,0,0.000305130325938767,0.0122777777777778,0,0.00492131350513939,0.220736111111113,88.2944444444445
"0.3","1","10","97.5%","mean",1.36487298521776,26.464125,30,1.47867069877722,9.14775,10,0.759841257169322,95.5255,1910.51
"0.3","1","10","97.5%","var",0.000304862193844494,0.108809027777778,0,0.00096434816049979,0.0297965277777778,0,0.0187157002764115,2.20965277777775,883.861111111101
"0.3","1","10","mean","mean",1.23505497677772,24.3556,30,1.25516530438495,8.01595,10,0.342948617794202,95.18545,1903.709
"0.3","1","10","mean","var",0.00015141760526007,0.0573427777777778,0,0.000367673518013142,0.0137563888888889,0,0.00608472459766934,0.370911388888889,148.364555555556
"0.3","1","10","var","mean",0.00405453103846108,1.53186882828283,0,0.00973666371523813,0.373669037878788,0,0.0648480311687536,0.157258128787879,62.9032515151514
"0.3","1","10","var","var",6.85413819861706e-09,0.000626431587791497,0,6.79893897466723e-08,5.22991622240928e-05,0,2.05419947200867e-05,0.713211026900095,114113.764304015
"0.3","1","20","2.5%","mean",1.12221240150405,21.524,30,1.11372396395954,6.77625,10,-0.138084439394334,94.39125,1887.825
"0.3","1","20","2.5%","var",4.67009255068795e-05,0.0174506944444444,0,7.16804020220493e-05,0.00372847222222222,0,0.00120009321791928,0.0550368055555558,22.0147222222222
"0.3","1","20","50%","mean",1.23688121783462,24.2575,30,1.223728063394,8.1725,10,0.330558845382861,95.235,1904.7
"0.3","1","20","50%","var",0.000155290329505671,0.0591944444444445,0,0.000280924507223271,0.0121805555555556,0,0.00707843217036525,0.204513888888888,81.8055555555556
"0.3","1","20","97.5%","mean",1.39396770504894,26.7365,30,1.47633135798626,8.981,10,0.802844652949478,95.5105,1910.21
"0.3","1","20","97.5%","var",0.000342714261245619,0.120115972222222,0,0.000860746144102768,0.0301229166666667,0,0.0250277155366404,3.66063888888888,1464.25555555555
"0.3","1","20","mean","mean",1.23714560615559,24.3288,30,1.24388807364299,8.09365,10,0.313757036434938,95.15715,1903.143
"0.3","1","20","mean","var",0.000165648966773713,0.0630966666666667,0,0.000340419881007351,0.0134791666666667,0,0.00834449319685597,0.388269722222222,155.307888888889
"0.3","1","20","var","mean",0.004984226899706,1.87043793939394,0,0.0109744200924859,0.405172654040404,0,0.0626886711445771,0.243852148989899,97.5408595959595
"0.3","1","20","var","var",7.26980278066794e-09,0.000957525478239183,0,4.79372469830663e-08,5.17783136145404e-05,0,3.94621275967087e-05,0.786560313276202,125849.650124193
"0.3","10","1","2.5%","mean",1.20053333186194,20.216625,30,1.08627683269393,6.61825,10,-0.159884494483067,94.941375,1898.8275
"0.3","10","1","2.5%","var",7.61811343050283e-05,0.02659375,0,7.38676936581591e-05,0.00341388888888888,0,0.00101539535622137,0.0812000000000002,32.48
"0.3","10","1","50%","mean",1.32242416431147,22.6875,30,1.2436387538618,8.0425,10,0.408863524517739,95.2175,1904.35
"0.3","10","1","50%","var",0.000202287096249365,0.059513888888889,0,0.00031803555762191,0.0127777777777777,0,0.00526877451897663,0.226694444444444,90.6777777777778
"0.3","10","1","97.5%","mean",1.48412561548697,24.990125,30,1.51148215954802,9.2075,10,0.776991756034701,95.523375,1910.4675
"0.3","10","1","97.5%","var",0.000455831389287586,0.136911805555555,0,0.00136316576246649,0.0289583333333333,0,0.0186318021629451,0.605566666666669,242.226666666667
"0.3","10","1","mean","mean",1.32499488207534,22.70425,29.999,1.25804019697887,8.00695,10,0.362954432282708,95.18345,1903.669
"0.3","10","1","mean","var",0.000224812499172596,0.0645436111111111,0.001,0.000391156621281374,0.0140947222222222,0,0.00687136846969472,0.286314722222222,114.525888888889
"0.3","10","1","var","mean",0.00482112698451289,1.38153049242424,0.000100000000000003,0.0117568056518942,0.442872674242424,0,0.0685043929345524,0.221869037878788,88.747615151515
"0.3","10","1","var","var",1.13326829464865e-08,0.000871860226571269,1e-04,9.54277321544797e-08,5.25164779741863e-05,0,2.66255203509734e-05,0.120772719043131,19323.6350469011
"0.3","10","10","2.5%","mean",1.20110296884038,20.721625,30,1.09718840808305,6.63975,10,-0.163156030438998,94.985,1899.7
"0.3","10","10","2.5%","var",7.73436859771181e-05,0.02596875,0,0.000103780715225505,0.00526388888888888,0,0.00117807407600933,0.0790416666666662,31.6166666666667
"0.3","10","10","50%","mean",1.3156818176851,22.805,30,1.26849990193464,7.885,10,0.315432662175333,95.2575,1905.15
"0.3","10","10","50%","var",0.000235870023890163,0.068402777777778,0,0.000362747445923057,0.0129583333333333,0,0.00706181827548669,0.214236111111112,85.6944444444445
"0.3","10","10","97.5%","mean",1.44795750600911,24.981625,30,1.50652009799541,9.115,10,0.781927577544112,95.50525,1910.105
"0.3","10","10","97.5%","var",0.000536560645479698,0.164364583333333,0,0.000991390322448916,0.0343243055555555,0,0.0248972876204773,0.468129861111113,187.251944444444
"0.3","10","10","mean","mean",1.31981451890049,22.7923,30,1.27813362150873,7.88545,10,0.320235652025807,95.21635,1904.327
"0.3","10","10","mean","var",0.00025451448788997,0.0755855555555556,0,0.000428505911431914,0.0148108333333333,0,0.00843094729428272,0.253589166666667,101.435666666667
"0.3","10","10","var","mean",0.00455419068439942,1.35702394949495,0,0.0131482108262111,0.459925300505051,0,0.0707777073304774,0.231696896464646,92.6787585858588
"0.3","10","10","var","var",1.40045324723655e-08,0.00130523711934156,0,8.11219686387071e-08,5.88718152980421e-05,0,3.68627403252037e-05,0.0842467738386176,13479.4838141788
"0.3","10","20","2.5%","mean",1.2068875157741,20.348375,30,1.13421453022129,6.786875,10,-0.138545774825182,94.99,1899.8
"0.3","10","20","2.5%","var",6.17127327831305e-05,0.0200673611111111,0,0.000106668608957573,0.00436388888888891,0,0.00141380149587183,0.0639194444444443,25.5677777777778
"0.3","10","20","50%","mean",1.31879591086993,22.75,30,1.24289534939521,8.0475,10,0.354914025470299,95.2425,1904.85
"0.3","10","20","50%","var",0.000207470473681572,0.058125,0,0.000343724522690479,0.0134027777777778,0,0.00581196006694925,0.218458333333332,87.3833333333333
"0.3","10","20","97.5%","mean",1.47450148758927,24.859125,30,1.47382772544096,8.81975,10,0.750124732374105,95.52,1910.4
"0.3","10","20","97.5%","var",0.00051140961913451,0.136772916666667,0,0.00108495300767465,0.0328361111111111,0,0.0174235039614031,0.558164583333332,223.265833333333
"0.3","10","20","mean","mean",1.32761166957009,22.6639,30,1.27073178534547,7.9174,10,0.343587679337353,95.2422,1904.844
"0.3","10","20","mean","var",0.000234674470299695,0.066245,0,0.000404745516061334,0.0144661111111111,0,0.00726468516752226,0.283796666666667,113.518666666667
"0.3","10","20","var","mean",0.00518484837489024,1.43960231313131,0,0.00998673177943828,0.354740141414141,0,0.0626925371598561,0.0301587474747476,12.0634989898991
"0.3","10","20","var","var",1.68167971187472e-08,0.000926516420064846,0,7.92511764846603e-08,5.57670934655194e-05,0,4.0490048101251e-05,0.202629863057739,32420.7780892381
"0.3","20","1","2.5%","mean",1.24132730202474,19.3285,30,1.13648990226044,6.57425,10,-0.163591759399126,94.528125,1890.5625
"0.3","20","1","2.5%","var",8.83264934504422e-05,0.0231249999999999,0,9.66702467167388e-05,0.00488888888888888,0,0.00125333876637174,0.0589868055555553,23.5947222222222
"0.3","20","1","50%","mean",1.35966830753776,22.0525,30,1.27776904762173,7.8275,10,0.396507272903974,95.2075,1904.15
"0.3","20","1","50%","var",0.000282063488469101,0.0715277777777779,0,0.000381710080977267,0.0138333333333333,0,0.0057788427111463,0.195333333333333,78.1333333333333
"0.3","20","1","97.5%","mean",1.55234571558162,24.172,30,1.52153285204251,8.80025,10,0.773258227580215,95.563625,1911.2725
"0.3","20","1","97.5%","var",0.00067054194037485,0.157972222222222,0,0.000972987236026449,0.0291944444444445,0,0.0198392892612451,1.71357291666665,685.429166666659
"0.3","20","1","mean","mean",1.36902100963704,21.97575,29.984,1.28742224562976,7.81865,10,0.3744374999347,95.1448,1902.896
"0.3","20","1","mean","var",0.00030844184671637,0.0754397222222222,0.00333333333333333,0.000421950885374171,0.0147952777777778,0,0.00699193317358667,0.322393888888889,128.957555555556
"0.3","20","1","var","mean",0.00639880310034338,1.51781180555556,0.0128727272727272,0.0110058992224885,0.37953427020202,0,0.0543601357382299,0.310705515151516,124.282206060606
"0.3","20","1","var","var",2.60680325087622e-08,0.00127060468972129,0.00063973063973064,5.21267609528613e-08,4.50018340036164e-05,0,2.69863448951299e-05,0.447273130929355,71563.7009486968
"0.3","20","10","2.5%","mean",1.24385477709573,18.859875,30,1.1274157546227,6.427375,10,-0.152909392069342,94.927375,1898.5475
"0.3","20","10","2.5%","var",0.000106413545000583,0.0292694444444444,0,0.000125806959318885,0.0048527777777778,0,0.00135249508594615,0.0750312500000007,30.0125
"0.3","20","10","50%","mean",1.35806888246929,22.0925,30,1.27780978521078,7.8275,10,0.413395267142334,95.23,1904.6
"0.3","20","10","50%","var",0.000264452654698218,0.066513888888889,0,0.000431833293806609,0.0152777777777778,0,0.00632734776949154,0.198972222222222,79.5888888888889
"0.3","20","10","97.5%","mean",1.59130290518401,24.123625,30,1.55645737798531,8.871125,10,0.765584994362457,95.51525,1910.305
"0.3","20","10","97.5%","var",0.000590093351470273,0.144261111111111,0,0.00122855954338855,0.0325416666666667,0,0.0220750661120096,0.568327777777775,227.331111111111
"0.3","20","10","mean","mean",1.38175634261468,21.80355,29.998,1.28788563476738,7.81955,10,0.388303851649429,95.20905,1904.181
"0.3","20","10","mean","var",0.00029332090677933,0.0709830555555556,0.00177777777777778,0.000487522743066891,0.0164313888888889,0,0.00736322365420002,0.272836388888889,109.134555555556
"0.3","20","10","var","mean",0.0083374437211855,1.92882843181818,0.000399999999999997,0.0120167007799734,0.40032530050505,0,0.0585412937035655,0.0825079267676763,33.0031707070706
"0.3","20","10","var","var",2.02753882196858e-08,0.000934750263358898,0.000316049382716049,1.11573197000586e-07,5.94988068181818e-05,0,2.52279875050221e-05,0.318819767129551,51011.1627407283
"0.3","20","20","2.5%","mean",1.25133821792689,19.787125,30,1.14472465821214,6.418375,10,-0.10674832789785,94.9535,1899.07
"0.3","20","20","2.5%","var",8.69318899850509e-05,0.0221805555555556,0,0.000126794625880989,0.00551041666666666,0,0.0014703465438751,0.0614409722222222,24.5763888888889
"0.3","20","20","50%","mean",1.36105759203535,22.045,30,1.2645274485773,7.91,10,0.34803746599305,95.205,1904.1
"0.3","20","20","50%","var",0.000246419685741868,0.0667777777777779,0,0.000425719973019479,0.0159027777777778,0,0.00675825489826544,0.213249999999999,85.3
"0.3","20","20","97.5%","mean",1.5163544008883,23.97775,30,1.55927561928985,8.73775,10,0.786877873911392,95.508125,1910.1625
"0.3","20","20","97.5%","var",0.000526753907773021,0.160733333333333,0,0.00138076645183938,0.03644375,0,0.0204200375712723,0.429319444444443,171.727777777778
"0.3","20","20","mean","mean",1.36556651376214,22.03305,30,1.29016258093851,7.80855,10,0.335991384937181,95.21535,1904.307
"0.3","20","20","mean","var",0.000277550330506787,0.0705563888888889,0,0.000527819894503798,0.0175169444444444,0,0.00800102050073308,0.221359722222222,88.5438888888889
"0.3","20","20","var","mean",0.00533979959987473,1.34217620959596,0,0.0130623946848212,0.406064795454545,0,0.0599049051969227,0.0222758863636366,8.91035454545459
"0.3","20","20","var","var",2.18403331728454e-08,0.00109362379123021,0,1.37376296362227e-07,7.71242657282703e-05,0,3.03614642849651e-05,0.00994420639068157,1591.07302250904
"0.4","1","1","2.5%","mean",1.13338233855096,22.312125,30,1.08574928026741,6.677125,10,-0.167523350985109,94.409625,1888.1925
"0.4","1","1","2.5%","var",4.40230320877324e-05,0.0185444444444445,0,4.75980975804597e-05,0.00257222222222221,0,0.00093950227918512,0.0483861111111114,19.3544444444444
"0.4","1","1","50%","mean",1.22949916854092,24.4025,30,1.23017157801346,8.13,10,0.378033902611156,95.245,1904.9
"0.4","1","1","50%","var",0.000143922259062291,0.0589583333333334,0,0.000232848352692437,0.0104166666666667,0,0.00548079370067595,0.203569444444444,81.4277777777778
"0.4","1","1","97.5%","mean",1.34472626716937,26.47075,30,1.49798330440376,9.2115,10,0.760438594600189,95.54575,1910.915
"0.4","1","1","97.5%","var",0.000351027431833737,0.115902083333333,0,0.00101737814868966,0.03005,0,0.0186562632417947,1.53601319444443,614.405277777772
"0.4","1","1","mean","mean",1.23261677350998,24.3938,30,1.24018283077078,8.11965,10,0.354099988749745,95.16895,1903.379
"0.4","1","1","mean","var",0.000162563468319663,0.0621277777777778,0,0.000326148756861118,0.0122858333333333,0,0.00669195092006267,0.331480277777778,132.592111111111
"0.4","1","1","var","mean",0.00338416593449375,1.29202177777778,0,0.0110950578686086,0.430832452020202,0,0.0667346498452282,0.347339542929293,138.935817171717
"0.4","1","1","var","var",6.64781923972078e-09,0.000740018892630003,0,6.87223968129625e-08,4.67957397275222e-05,0,2.20316714755389e-05,0.482471703755065,77195.4726008106
"0.4","1","10","2.5%","mean",1.13281613171973,22.260625,30,1.06165446694467,6.957,10,-0.1757095611655,94.957375,1899.1475
"0.4","1","10","2.5%","var",5.27745691748227e-05,0.02300625,0,6.63905539523383e-05,0.00348611111111109,0,0.00083718504236447,0.0771479166666671,30.8591666666667
"0.4","1","10","50%","mean",1.23010666228738,24.39,30,1.23751239087933,8.0825,10,0.301214426982737,95.2225,1904.45
"0.4","1","10","50%","var",0.000158748045769603,0.0644444444444444,0,0.000257158982802487,0.0111944444444444,0,0.00489858848988355,0.229666666666665,91.8666666666667
"0.4","1","10","97.5%","mean",1.3478701247489,26.485375,30,1.43793360690193,9.42075,10,0.817015526080278,95.55575,1911.115
"0.4","1","10","97.5%","var",0.000290013601851484,0.116817361111111,0,0.000898868490880284,0.0287638888888889,0,0.0192686453483669,0.619011805555557,247.604722222222
"0.4","1","10","mean","mean",1.23280212690805,24.38885,30,1.24519592009861,8.07925,10,0.319691374550454,95.20455,1904.091
"0.4","1","10","mean","var",0.000166824572076114,0.0644708333333333,0,0.000324599967739135,0.0125091666666667,0,0.0065567171939634,0.323874166666667,129.549666666667
"0.4","1","10","var","mean",0.00326955564049889,1.26991356313131,0,0.00937107282766365,0.378402714646465,0,0.0843911759965026,0.183388936868687,73.3555747474748
"0.4","1","10","var","var",4.85104874053061e-09,0.000623446694958848,0,5.54895749533344e-08,4.48146753803467e-05,0,2.21878021618143e-05,0.278753976952473,44600.6363123956
"0.4","1","20","2.5%","mean",1.14511350095685,20.81825,30,1.08740502424481,6.306875,10,-0.176537498586998,94.961875,1899.2375
"0.4","1","20","2.5%","var",5.49788948613466e-05,0.0243888888888888,0,9.31461986485904e-05,0.00378124999999998,0,0.00135921339263039,0.0656694444444447,26.2677777777778
"0.4","1","20","50%","mean",1.25562071563234,23.895,30,1.26593465688874,7.9,10,0.315260789295505,95.25,1905
"0.4","1","20","50%","var",0.000171768526314798,0.0603472222222222,0,0.000352319088412177,0.0132361111111111,0,0.00451497639871377,0.172791666666666,69.1166666666667
"0.4","1","20","97.5%","mean",1.44136886023308,26.20075,30,1.58807980961903,9.197625,10,0.806090039016061,95.50525,1910.105
"0.4","1","20","97.5%","var",0.000458540449780276,0.115805555555556,0,0.0010550147589824,0.0302812499999999,0,0.0182766015498368,0.551486111111109,220.594444444444
"0.4","1","20","mean","mean",1.26903725666668,23.73515,30,1.27579286030327,7.8991,10,0.336769224131918,95.2041,1904.082
"0.4","1","20","mean","var",0.000189561430484306,0.0629430555555555,0,0.000410513547233536,0.0144461111111111,0,0.00643696613218426,0.256803333333334,102.721333333333
"0.4","1","20","var","mean",0.00658439568819503,2.16002346212121,0,0.013373727019639,0.444568373737374,0,0.0650806918826241,0.153262818181818,61.3051272727271
"0.4","1","20","var","var",1.30969458040618e-08,0.00078915664944195,0,7.51288623372122e-08,5.34052690485098e-05,0,2.6808453136933e-05,0.175184463675022,28029.5141880035
"0.4","10","1","2.5%","mean",1.20783547166471,19.9585,30,1.1062810947695,6.4095,10,-0.138340679502901,94.94975,1898.995
"0.4","10","1","2.5%","var",7.90549931684961e-05,0.0206840277777778,0,8.54434702293932e-05,0.00372847222222221,0,0.000842435228143589,0.092654861111112,37.0619444444444
"0.4","10","1","50%","mean",1.33336469978604,22.5025,30,1.25538471451651,7.9675,10,0.40286275215995,95.22,1904.4
"0.4","10","1","50%","var",0.000206964166219458,0.0622916666666665,0,0.000314987151312173,0.0122916666666667,0,0.00529131150865162,0.198125,79.25
"0.4","10","1","97.5%","mean",1.5033698829049,24.846,30,1.56040771432294,9.04025,10,0.823235158172406,95.513375,1910.2675
"0.4","10","1","97.5%","var",0.000503498461903086,0.139486805555556,0,0.00109550871634545,0.027461111111111,0,0.0228014715187079,0.483430555555557,193.372222222222
"0.4","10","1","mean","mean",1.33458653434741,22.55475,30,1.27659943577222,7.89885,9.999,0.389318882553714,95.1995,1903.99
"0.4","10","1","mean","var",0.00023926733107092,0.0678163888888889,0,0.000404659676722788,0.0136175,0.001,0.00650890476135622,0.281408888888889,112.563555555556
"0.4","10","1","var","mean",0.00597702333843952,1.6375860479798,0,0.0149115781359224,0.478596391414141,9.99999999999993e-05,0.0654935680229285,0.101289646464646,40.5158585858587
"0.4","10","1","var","var",1.44464236682349e-08,0.00119460164757139,0,9.38829250690846e-08,4.96353169815438e-05,1e-04,2.80455781162599e-05,0.342342149178202,54774.7438685123
"0.4","10","10","2.5%","mean",1.21122356368522,19.495,30,1.12380888649904,6.701625,10,-0.0318301603272366,94.922375,1898.4475
"0.4","10","10","2.5%","var",9.10740852892998e-05,0.0319249999999999,0,7.57286069387622e-05,0.00360277777777776,0,0.0010176455775753,0.0776249999999996,31.05
"0.4","10","10","50%","mean",1.3284911954994,22.585,30,1.27331574118761,7.855,10,0.37491841004822,95.265,1905.3
"0.4","10","10","50%","var",0.000249313549063174,0.0640277777777778,0,0.00035557418584721,0.0142361111111111,0,0.00529307067680902,0.209416666666666,83.7666666666667
"0.4","10","10","97.5%","mean",1.5391982421803,24.77175,30,1.49303680599717,8.9,10,0.801382926017514,95.525,1910.5
"0.4","10","10","97.5%","var",0.000503123475103825,0.145999305555556,0,0.00118977304254218,0.0336854166666666,0,0.0178626534955112,0.525884027777777,210.353611111111
"0.4","10","10","mean","mean",1.34140034759924,22.4484,29.999,1.27233907835228,7.91015,10,0.380791167166928,95.2421,1904.842
"0.4","10","10","mean","var",0.000263901777652762,0.0730533333333333,0.001,0.000441315051664097,0.0158325,0,0.00667439213402205,0.283876111111111,113.550444444444
"0.4","10","10","var","mean",0.00678859788852891,1.80837822222222,0.000100000000000003,0.010454325322067,0.379783058080808,0,0.056115974893816,0.0554738282828286,22.1895313131314
"0.4","10","10","var","var",1.44261293698822e-08,0.0010468645666542,1e-04,1.0115393822801e-07,6.76961350386582e-05,0,2.42527484946338e-05,0.358935298391632,57429.6477426612
"0.4","10","20","2.5%","mean",1.21658591657034,19.958375,30,1.12924027520264,6.45475,10,-0.174255592230783,94.863,1897.26
"0.4","10","20","2.5%","var",8.51906248862003e-05,0.0274833333333334,0,0.000129646187349755,0.0056361111111111,0,0.00139443258352879,0.0757055555555557,30.2822222222222
"0.4","10","20","50%","mean",1.32661292450305,22.6175,30,1.26575641773275,7.9025,10,0.384560698531394,95.235,1904.7
"0.4","10","20","50%","var",0.000248413613069623,0.0727222222222224,0,0.000378420873411436,0.0154027777777778,0,0.00510937709452092,0.207777777777777,83.1111111111111
"0.4","10","20","97.5%","mean",1.50344337761573,24.66325,30,1.55006868843758,8.85775,10,0.769689182320978,95.552875,1911.0575
"0.4","10","20","97.5%","var",0.000650797487331902,0.158236111111111,0,0.00115616716138822,0.0344638888888888,0,0.0247307901004999,0.497074305555555,198.829722222222
"0.4","10","20","mean","mean",1.32989739725054,22.63045,30,1.28688326031524,7.83745,10,0.366345337618561,95.17925,1903.585
"0.4","10","20","mean","var",0.000274121900239079,0.0768702777777778,0,0.000474513422550718,0.0163408333333333,0,0.00676992364703289,0.2950375,118.015
"0.4","10","20","var","mean",0.00561316085744907,1.55481519949495,0,0.0153394349187105,0.471871967171717,0,0.0576895094224685,0.249730492424242,99.8921969696971
"0.4","10","20","var","var",1.99091887255993e-08,0.00111273594050069,0,1.29300942645178e-07,8.5524470866068e-05,0,3.76054985534742e-05,0.322924237971927,51667.8780755082
"0.4","20","1","2.5%","mean",1.24379547727502,19.440625,30,1.11392956001793,6.856125,10,-0.0313113233825143,94.8635,1897.27
"0.4","20","1","2.5%","var",0.000104914770668548,0.0289493055555555,0,9.20032862170331e-05,0.00344444444444444,0,0.000804254048066291,0.0684138888888891,27.3655555555556
"0.4","20","1","50%","mean",1.37813245464316,21.7725,30,1.2521668793595,7.9875,10,0.398211986091485,95.215,1904.3
"0.4","20","1","50%","var",0.00030508280158211,0.0756250000000002,0,0.000368998574388562,0.0147222222222223,0,0.00613884369298058,0.208180555555555,83.2722222222222
"0.4","20","1","97.5%","mean",1.54341215956271,24.123,30,1.45910041673796,8.978375,10,0.800235277403831,95.54125,1910.825
"0.4","20","1","97.5%","var",0.000675787188448182,0.149388888888889,0,0.00100151188396628,0.0320368055555555,0,0.0196317178125822,0.582109027777779,232.843611111111
"0.4","20","1","mean","mean",1.38442192573971,21.74045,30,1.25883394198986,7.98665,10,0.406632697392862,95.15655,1903.131
"0.4","20","1","mean","var",0.000328465253982119,0.0775319444444445,0,0.000402890486387718,0.0149975,0,0.00697995483879223,0.3436325,137.453
"0.4","20","1","var","mean",0.00611634725404527,1.46715913888889,0,0.00853638713007575,0.322319724747475,0,0.0520371556232855,0.266414492424242,106.565796969697
"0.4","20","1","var","var",2.68344117560542e-08,0.00106466852748161,0,7.15821291564306e-08,5.13753132404289e-05,0,2.44454149353546e-05,0.753336136314611,120533.781810338
"0.4","20","10","2.5%","mean",1.23996496605028,19.641375,30,1.11682615741795,6.307125,10,0.0498615925649011,94.8495,1896.99
"0.4","20","10","2.5%","var",9.93600949396453e-05,0.0242562500000001,0,0.000119379346806335,0.00553333333333333,0,0.00150577053607316,0.0631895833333332,25.2758333333333
"0.4","20","10","50%","mean",1.37217604696164,21.8675,30,1.26527880152331,7.905,10,0.386952119234372,95.235,1904.7
"0.4","20","10","50%","var",0.000270306217340642,0.0717361111111113,0,0.000376738564966624,0.0145138888888889,0,0.00560214473467587,0.213833333333334,85.5333333333333
"0.4","20","10","97.5%","mean",1.52770205032221,24.197625,30,1.5859800947289,8.95525,10,0.77667068764173,95.5005,1910.01
"0.4","20","10","97.5%","var",0.000612395289822267,0.147105555555555,0,0.00109982102282374,0.0312104166666667,0,0.0153529498234088,0.469386111111112,187.754444444444
"0.4","20","10","mean","mean",1.37566915490983,21.87995,30,1.28120054992217,7.8658,10,0.414468661234163,95.20085,1904.017
"0.4","20","10","mean","var",0.000298465491881784,0.0757036111111111,0,0.000449387546094606,0.0157166666666667,0,0.00661655352235747,0.290654166666667,116.261666666667
"0.4","20","10","var","mean",0.0061352089794939,1.51846691666667,0,0.0133132204211327,0.441374101010101,0,0.0474718527883274,0.0806192196969695,32.2476878787879
"0.4","20","10","var","var",1.8652013680329e-08,0.00122402026522945,0,7.34655098613956e-08,5.54169784262377e-05,0,1.78963914948762e-05,0.394029659798214,63044.7455677142
"0.4","20","20","2.5%","mean",1.21980260232635,19.493125,30,1.11680349588875,6.301375,10,-0.065571304625383,94.87875,1897.575
"0.4","20","20","2.5%","var",9.93437045830258e-05,0.030636111111111,0,0.000104533930876029,0.00384375000000001,0,0.00126273728057705,0.0698118055555554,27.9247222222222
"0.4","20","20","50%","mean",1.37897207049968,21.7575,30,1.26497657265663,7.9075,10,0.372209808837181,95.2325,1904.65
"0.4","20","20","50%","var",0.000288449068201114,0.0751249999999999,0,0.000388227206097066,0.0146666666666667,0,0.00672664421610202,0.204,81.6
"0.4","20","20","97.5%","mean",1.53943727468434,24.599,30,1.58831867997431,8.955875,10,0.759163004698432,95.462625,1909.2525
"0.4","20","20","97.5%","var",0.000692609721620173,0.157977777777778,0,0.00171083176440054,0.0346979166666667,0,0.0237675963677069,0.603205555555556,241.282222222222
"0.4","20","20","mean","mean",1.38035540299334,21.8143,30,1.27976110615414,7.8756,9.999,0.364082689041361,95.22685,1904.537
"0.4","20","20","mean","var",0.000338068383774905,0.0829794444444444,0,0.000513056882182247,0.0168416666666667,0.001,0.00812159754235292,0.275333611111111,110.133444444444
"0.4","20","20","var","mean",0.00691923877621822,1.69362526262626,0,0.0139026157671583,0.448012262626263,9.99999999999993e-05,0.0554905510164123,0.0273801287878789,10.9520515151515
"0.4","20","20","var","var",2.90166905937498e-08,0.0015145427051378,0,1.87201670504145e-07,6.28476508916324e-05,1e-04,3.65460746398892e-05,0.295696272828518,47311.4036525627
"0.5","1","1","2.5%","mean",1.14577475036965,21.520875,30,1.10091666465261,6.772875,10,-0.0180760858465113,94.937375,1898.7475
"0.5","1","1","2.5%","var",4.82508296333104e-05,0.0180944444444445,0,6.65111674345848e-05,0.00290208333333334,0,0.00111824665734127,0.0711666666666673,28.4666666666667
"0.5","1","1","50%","mean",1.23861614679703,24.2225,30,1.1962606776257,8.36,10,0.434892599025634,95.24,1904.8
"0.5","1","1","50%","var",0.000164000736803868,0.0609027777777779,0,0.000209587133031395,0.00969444444444446,0,0.00474109286422191,0.246069444444443,98.4277777777778
"0.5","1","1","97.5%","mean",1.39421122217709,26.18575,30,1.47705520402998,9.085,10,0.822041252749363,95.5115,1910.23
"0.5","1","1","97.5%","var",0.000429902829392858,0.142191666666666,0,0.000788376471812166,0.0262340277777777,0,0.0157083887225319,0.552703472222223,221.081388888889
"0.5","1","1","mean","mean",1.24697857681565,24.1342,30,1.22255418779445,8.22485,10,0.417477504022933,95.1834,1903.668
"0.5","1","1","mean","var",0.000179968999533891,0.0668533333333333,0,0.0002698720680229,0.0112769444444444,0,0.00631231848185907,0.269498333333334,107.799333333333
"0.5","1","1","var","mean",0.00499910592321266,1.72667915151515,0,0.00877663261836996,0.339374472222222,0,0.0566171184538923,0.204521151515151,81.8084606060604
"0.5","1","1","var","var",1.05846556245453e-08,0.00132895626137922,0,3.7888839622631e-08,3.74446697686744e-05,0,2.46989029354803e-05,0.0819181922437336,13106.9107589974
"0.5","1","10","2.5%","mean",1.12967184540001,21.117875,30,1.12719545001931,6.628625,10,-0.0264229375961714,94.9795,1899.59
"0.5","1","10","2.5%","var",4.67150834098747e-05,0.0208145833333332,0,7.09894625434049e-05,0.00345763888888889,0,0.00120528281301828,0.0707354166666665,28.2941666666667
"0.5","1","10","50%","mean",1.2373813421901,24.2475,30,1.24518948838855,8.0325,10,0.326097086002435,95.22,1904.4
