"topo","envfilt","stat","summary","env","measure","time","cor_a","cor_b"
"many2many","opposite","50%","mean",2,"N","T2000",0.00832232621119541,0.00832232621119541
"many2many","opposite","50%","mean",2,"N","T4000",-0.00760519341940977,-0.00760519341940977
"many2many","opposite","50%","mean",2,"N","T8000",-0.00428375317406381,-0.00428375317406381
"many2many","opposite","50%","mean",2,"rda","T1000",0.293114421958825,0.0702366890694041
"many2many","opposite","50%","mean",2,"rda","T2000",0.288809703355417,0.0695581379862111
"many2many","opposite","50%","mean",2,"rda","T4000",0.291679855018814,0.0731757947585
"many2many","opposite","50%","mean",2,"rda","T8000",0.291283603599219,0.0723683390890326
"many2many","opposite","50%","mean",2,"S","T1000",0.0599884637305176,-0.0239024334242205
"many2many","opposite","50%","mean",2,"S","T2000",0.0538125918165742,-0.020768136796832
"many2many","opposite","50%","mean",2,"S","T4000",0.0588600135298024,-0.0402692618666871
"many2many","opposite","50%","mean",2,"S","T8000",0.0600923139305951,-0.0353511511041816
"many2many","opposite","50%","var",1,"jaccard","T1000",0.00174545135102372,0.00113509150915419
"many2many","opposite","50%","var",1,"jaccard","T2000",0.00205615469003713,0.00107535229480864
"many2many","opposite","50%","var",1,"jaccard","T4000",0.00189207485868073,0.00110217704610329
"many2many","opposite","50%","var",1,"jaccard","T8000",0.00187739957392995,0.00114305528824018
"many2many","opposite","50%","var",1,"N","T1000",0.0504591086054537,0.0504591086054537
"many2many","opposite","50%","var",1,"N","T2000",0.0508765896075076,0.0508765896075076
"many2many","opposite","50%","var",1,"N","T4000",0.0478904775766941,0.0478904775766941
"many2many","opposite","50%","var",1,"N","T8000",0.0473904475867444,0.0473904475867444
"many2many","opposite","50%","var",1,"rda","T1000",0.000198821783630733,0.00120477159354394
"many2many","opposite","50%","var",1,"rda","T2000",0.000218047202016884,0.00121407740165323
"many2many","opposite","50%","var",1,"rda","T4000",0.000199999866182384,0.00138176526970189
"many2many","opposite","50%","var",1,"rda","T8000",0.00019033840731324,0.00149420207375804
"many2many","opposite","50%","var",1,"S","T1000",0.00387832955582458,0.00397042015525772
"many2many","opposite","50%","var",1,"S","T2000",0.00384689742315596,0.00332702912146812
"many2many","opposite","50%","var",1,"S","T4000",0.00400961880646245,0.00357599673669409
"many2many","opposite","50%","var",1,"S","T8000",0.00482541989332019,0.00429503018355051
"many2many","opposite","50%","var",2,"jaccard","T1000",0.000837181391648315,0.00210964924306757
"many2many","opposite","50%","var",2,"jaccard","T2000",0.00078578880887529,0.00224353105789302
"many2many","opposite","50%","var",2,"jaccard","T4000",0.00079822292606699,0.00203646969495067
"many2many","opposite","50%","var",2,"jaccard","T8000",0.000708198747192613,0.00210327419128151
"many2many","opposite","50%","var",2,"N","T1000",0.0454736802892958,0.0454736802892958
"many2many","opposite","50%","var",2,"N","T2000",0.047019522893001,0.047019522893001
"many2many","opposite","50%","var",2,"N","T4000",0.047942660299898,0.047942660299898
"many2many","opposite","50%","var",2,"N","T8000",0.0409574105236391,0.0409574105236391
"many2many","opposite","50%","var",2,"rda","T1000",0.000518518707285788,0.000322793022510416
"many2many","opposite","50%","var",2,"rda","T2000",0.00059656535297363,0.000348988010013686
"many2many","opposite","50%","var",2,"rda","T4000",0.000551060796681432,0.000376542552163048
"many2many","opposite","50%","var",2,"rda","T8000",0.000578062518586722,0.000312345363380742
"many2many","opposite","50%","var",2,"S","T1000",0.00225184000749234,0.00473491401791465
"many2many","opposite","50%","var",2,"S","T2000",0.00239766309020313,0.00454104667915646
"many2many","opposite","50%","var",2,"S","T4000",0.00302129294167465,0.00441859057790652
"many2many","opposite","50%","var",2,"S","T8000",0.002845608263515,0.003981832465315
"many2many","opposite","97.5%","mean",1,"jaccard","T1000",0.592516617604145,0.876887636481534
"many2many","opposite","97.5%","mean",1,"jaccard","T2000",0.560352853263536,0.882982310454504
"many2many","opposite","97.5%","mean",1,"jaccard","T4000",0.514634641826628,0.889192607396436
"many2many","opposite","97.5%","mean",1,"jaccard","T8000",0.476426970375759,0.880008932518377
"many2many","opposite","97.5%","mean",1,"N","T1000",0.146205523455444,0.146205523455444
"many2many","opposite","97.5%","mean",1,"N","T2000",0.176509512035636,0.176509512035636
"many2many","opposite","97.5%","mean",1,"N","T4000",0.157488087794141,0.157488087794141
"many2many","opposite","97.5%","mean",1,"N","T8000",0.177345584372127,0.177345584372127
"many2many","opposite","97.5%","mean",1,"rda","T1000",0.175615792873351,0.539294857941729
"many2many","opposite","97.5%","mean",1,"rda","T2000",0.163599101327088,0.541659295652102
"many2many","opposite","97.5%","mean",1,"rda","T4000",0.158463454724831,0.547395945771803
"many2many","opposite","97.5%","mean",1,"rda","T8000",0.151716242388651,0.539985307825077
"many2many","opposite","97.5%","mean",1,"S","T1000",0.430740314291077,0.747579175299546
"many2many","opposite","97.5%","mean",1,"S","T2000",0.430674162992824,0.740019706454241
"many2many","opposite","97.5%","mean",1,"S","T4000",0.393766532551294,0.72605877494858
"many2many","opposite","97.5%","mean",1,"S","T8000",0.402217344081067,0.734978270617007
"many2many","opposite","97.5%","mean",2,"jaccard","T1000",0.891104054791223,0.478457763379659
"many2many","opposite","97.5%","mean",2,"jaccard","T2000",0.891978643357593,0.483935376537252
"many2many","opposite","97.5%","mean",2,"jaccard","T4000",0.895844907824786,0.461515476091557
"many2many","opposite","97.5%","mean",2,"jaccard","T8000",0.899173197794848,0.460145849032281
"many2many","opposite","97.5%","mean",2,"N","T1000",0.233010943507605,0.233010943507605
"many2many","opposite","97.5%","mean",2,"N","T2000",0.161817775248442,0.161817775248442
"many2many","opposite","97.5%","mean",2,"N","T4000",0.154083666088227,0.154083666088227
"many2many","opposite","97.5%","mean",2,"N","T8000",0.147378999599024,0.147378999599024
"many2many","opposite","97.5%","mean",2,"rda","T1000",0.401192505433014,0.159850426897495
"many2many","opposite","97.5%","mean",2,"rda","T2000",0.413655868093441,0.151349736479375
"many2many","opposite","97.5%","mean",2,"rda","T4000",0.411183040914336,0.142174316718492
"many2many","opposite","97.5%","mean",2,"rda","T8000",0.410916963562361,0.150487691579001
"many2many","opposite","97.5%","mean",2,"S","T1000",0.649563372948191,0.396622611612999
"many2many","opposite","97.5%","mean",2,"S","T2000",0.669279360862386,0.394128052372584
"many2many","opposite","97.5%","mean",2,"S","T4000",0.669531840281553,0.386054440980012
"many2many","opposite","97.5%","mean",2,"S","T8000",0.656277494097998,0.383568703770663
"many2many","opposite","97.5%","var",1,"jaccard","T1000",0.00682446004613869,0.00807277755782528
"many2many","opposite","97.5%","var",1,"jaccard","T2000",0.00676895266324213,0.00636634194124394
"many2many","opposite","97.5%","var",1,"jaccard","T4000",0.00838148206646094,0.00740864883615934
"many2many","opposite","97.5%","var",1,"jaccard","T8000",0.00734288169528452,0.00494125613224925
"many2many","opposite","97.5%","var",1,"N","T1000",0.102999838228882,0.102999838228882
"many2many","opposite","97.5%","var",1,"N","T2000",0.11991017631573,0.11991017631573
"many2many","opposite","97.5%","var",1,"N","T4000",0.114574256753907,0.114574256753907
"many2many","opposite","97.5%","var",1,"N","T8000",0.0975775994432237,0.0975775994432237
"many2many","opposite","97.5%","var",1,"rda","T1000",0.000832903013087922,0.00451743495712279
"many2many","opposite","97.5%","var",1,"rda","T2000",0.00077363819036574,0.00495659649624641
"many2many","opposite","97.5%","var",1,"rda","T4000",0.000642975411804714,0.00736152452915799
"many2many","opposite","97.5%","var",1,"rda","T8000",0.000630560579995973,0.00664429476819016
"many2many","opposite","97.5%","var",1,"S","T1000",0.0152265210602115,0.0198162831797662
"many2many","opposite","97.5%","var",1,"S","T2000",0.0127619213067823,0.0168530858287613
"many2many","opposite","97.5%","var",1,"S","T4000",0.0120273270803515,0.0171630929718041
"many2many","opposite","97.5%","var",1,"S","T8000",0.011957744253736,0.0232470685907745
"many2many","opposite","97.5%","var",2,"jaccard","T1000",0.00635400072500845,0.00840468115211791
"many2many","opposite","97.5%","var",2,"jaccard","T2000",0.00789790871713331,0.0136222377317323
"many2many","opposite","97.5%","var",2,"jaccard","T4000",0.00818035230661738,0.0100919733407914
"many2many","opposite","97.5%","var",2,"jaccard","T8000",0.00820476131769701,0.0102605082254762
"many2many","opposite","97.5%","var",2,"N","T1000",0.0927842771382764,0.0927842771382764
"many2many","opposite","97.5%","var",2,"N","T2000",0.10102480135427,0.10102480135427
"many2many","opposite","97.5%","var",2,"N","T4000",0.10819073689782,0.10819073689782
"many2many","opposite","97.5%","var",2,"N","T8000",0.107950791356874,0.107950791356874
"many2many","opposite","97.5%","var",2,"rda","T1000",0.00136160523446488,0.00145648546182169
"many2many","opposite","97.5%","var",2,"rda","T2000",0.00129277263230897,0.00228617881907454
"many2many","opposite","97.5%","var",2,"rda","T4000",0.00126306064772143,0.00203826597385563
"many2many","opposite","97.5%","var",2,"rda","T8000",0.00137529854049636,0.00289287852103851
"many2many","opposite","97.5%","var",2,"S","T1000",0.00871989903537429,0.0178684148780736
"many2many","opposite","97.5%","var",2,"S","T2000",0.00859381419204801,0.0233363052545341
"many2many","opposite","97.5%","var",2,"S","T4000",0.00946968802684261,0.0254639978138748
"many2many","opposite","97.5%","var",2,"S","T8000",0.01016862530679,0.0284668686924336
"many2many","opposite","mean","mean",1,"jaccard","T1000",0.225210234231425,0.73050668142629
"many2many","opposite","mean","mean",1,"jaccard","T2000",0.205469844548982,0.723121183153744
"many2many","opposite","mean","mean",1,"jaccard","T4000",0.182840183474694,0.717783820733289
"many2many","opposite","mean","mean",1,"jaccard","T8000",0.168310420155496,0.709765607323537
"many2many","opposite","mean","mean",1,"N","T1000",-0.0023993880250607,-0.0023993880250607
"many2many","opposite","mean","mean",1,"N","T2000",-0.00277573491377198,-0.00277573491377198
"many2many","opposite","mean","mean",1,"N","T4000",-0.00733059505707171,-0.00733059505707171
"many2many","opposite","mean","mean",1,"N","T8000",0.00415192019951439,0.00415192019951439
"many2many","opposite","mean","mean",1,"rda","T1000",0.0989739057274812,0.37054789133286
"many2many","opposite","mean","mean",1,"rda","T2000",0.0941060981573941,0.36787229604978
"many2many","opposite","mean","mean",1,"rda","T4000",0.0889172154477118,0.365272645327073
"many2many","opposite","mean","mean",1,"rda","T8000",0.0860047499630763,0.361117957896411
"many2many","opposite","mean","mean",1,"S","T1000",-0.00992741300297391,0.01185428443991
"many2many","opposite","mean","mean",1,"S","T2000",-0.00466357476761542,0.0122854056007744
"many2many","opposite","mean","mean",1,"S","T4000",-0.0057786791839688,0.0172738896441588
"many2many","opposite","mean","mean",1,"S","T8000",-0.00619370283128611,0.0241177265553869
"many2many","opposite","mean","mean",2,"jaccard","T1000",0.774387265699131,0.101045138125893
"many2many","opposite","mean","mean",2,"jaccard","T2000",0.785121174092439,0.0903744462935919
"many2many","opposite","mean","mean",2,"jaccard","T4000",0.79961243200374,0.085198637432357
"many2many","opposite","mean","mean",2,"jaccard","T8000",0.80646748825537,0.0799809738124696
"many2many","opposite","mean","mean",2,"N","T1000",0.00188682870630238,0.00188682870630238
"many2many","opposite","mean","mean",2,"N","T2000",0.00946688173514625,0.00946688173514625
"many2many","opposite","mean","mean",2,"N","T4000",-0.00232745230230693,-0.00232745230230693
"many2many","opposite","mean","mean",2,"N","T8000",-0.00744867263161563,-0.00744867263161563
"many2many","opposite","mean","mean",2,"rda","T1000",0.288160085904824,0.0771886285319822
"many2many","opposite","mean","mean",2,"rda","T2000",0.290969132739132,0.0755073000884936
"many2many","opposite","mean","mean",2,"rda","T4000",0.293155152546497,0.0756973155643462
"many2many","opposite","mean","mean",2,"rda","T8000",0.294527069341946,0.074600247987959
"many2many","opposite","mean","mean",2,"S","T1000",0.0583278219641225,-0.0202616042559325
"many2many","opposite","mean","mean",2,"S","T2000",0.0599482598692742,-0.0223705178355803
"many2many","opposite","mean","mean",2,"S","T4000",0.0608413377548716,-0.0256978421960321
"many2many","opposite","mean","mean",2,"S","T8000",0.0596751365526977,-0.0253040405086786
"many2many","opposite","mean","var",1,"jaccard","T1000",0.00232645034693222,0.00179449558515252
"many2many","opposite","mean","var",1,"jaccard","T2000",0.0026602415461227,0.00160602290545741
"many2many","opposite","mean","var",1,"jaccard","T4000",0.0026224463963583,0.00184590864459763
"many2many","opposite","mean","var",1,"jaccard","T8000",0.00251491169823192,0.00170470968562087
"many2many","opposite","mean","var",1,"N","T1000",0.0538147322563599,0.0538147322563599
"many2many","opposite","mean","var",1,"N","T2000",0.0539496397041212,0.0539496397041212
"many2many","opposite","mean","var",1,"N","T4000",0.052223907250878,0.052223907250878
"many2many","opposite","mean","var",1,"N","T8000",0.0525206228841602,0.0525206228841602
"many2many","opposite","mean","var",1,"rda","T1000",0.000252726641961585,0.00160364398941117
"many2many","opposite","mean","var",1,"rda","T2000",0.000251942889715984,0.00161197947532965
"many2many","opposite","mean","var",1,"rda","T4000",0.000236777209152006,0.00195105394992274
"many2many","opposite","mean","var",1,"rda","T8000",0.000222992496282635,0.00206752039063206
"many2many","opposite","mean","var",1,"S","T1000",0.00479909287116963,0.00480290787351678
"many2many","opposite","mean","var",1,"S","T2000",0.00496447471790725,0.0054291123399776
"many2many","opposite","mean","var",1,"S","T4000",0.00507627843399303,0.00564043977042132
"many2many","opposite","mean","var",1,"S","T8000",0.00522339336924127,0.00607191801103808
"many2many","opposite","mean","var",2,"jaccard","T1000",0.00150483441955746,0.00254043416959919
"many2many","opposite","mean","var",2,"jaccard","T2000",0.00171956596854373,0.00319413041918506
"many2many","opposite","mean","var",2,"jaccard","T4000",0.00178019070948373,0.00299896770656656
"many2many","opposite","mean","var",2,"jaccard","T8000",0.00160445413310661,0.00295614962865867
"many2many","opposite","mean","var",2,"N","T1000",0.0481671489256318,0.0481671489256318
"many2many","opposite","mean","var",2,"N","T2000",0.0505449375746201,0.0505449375746201
"many2many","opposite","mean","var",2,"N","T4000",0.0506967065762543,0.0506967065762543
"many2many","opposite","mean","var",2,"N","T8000",0.0480983319551043,0.0480983319551043
"many2many","opposite","mean","var",2,"rda","T1000",0.000578621289289166,0.000456926604037798
"many2many","opposite","mean","var",2,"rda","T2000",0.000630087864557802,0.000507512664743836
"many2many","opposite","mean","var",2,"rda","T4000",0.000621277341464066,0.00052173208542202
"many2many","opposite","mean","var",2,"rda","T8000",0.00061442751425965,0.00057138657184972
"many2many","opposite","mean","var",2,"S","T1000",0.00297458139041893,0.00570080383726472
"many2many","opposite","mean","var",2,"S","T2000",0.00312483442147717,0.00621221614398464
"many2many","opposite","mean","var",2,"S","T4000",0.0036478551337622,0.00615497134486438
"many2many","opposite","mean","var",2,"S","T8000",0.00356227561583059,0.00578049368908856
"many2many","opposite","var","mean",1,"jaccard","T1000",0.0319491313150372,0.0148535527798264
"many2many","opposite","var","mean",1,"jaccard","T2000",0.030662528320563,0.0153710058152749
"many2many","opposite","var","mean",1,"jaccard","T4000",0.0275768817030874,0.0154040033521222
"many2many","opposite","var","mean",1,"jaccard","T8000",0.0259080364885031,0.0161274671605419
"many2many","opposite","var","mean",1,"N","T1000",0.0182425628094604,0.0182425628094604
"many2many","opposite","var","mean",1,"N","T2000",0.0152358800486674,0.0152358800486674
"many2many","opposite","var","mean",1,"N","T4000",0.0106566888845401,0.0106566888845401
"many2many","opposite","var","mean",1,"N","T8000",0.0114458458944739,0.0114458458944739
"many2many","opposite","var","mean",1,"rda","T1000",0.00118986083500601,0.0092900195110253
"many2many","opposite","var","mean",1,"rda","T2000",0.00104272132089159,0.00902000120384334
"many2many","opposite","var","mean",1,"rda","T4000",0.000992525209647384,0.00934821778171164
"many2many","opposite","var","mean",1,"rda","T8000",0.000942051590054876,0.0095873209479259
"many2many","opposite","var","mean",1,"S","T1000",0.0712319577929576,0.171113630862692
"many2many","opposite","var","mean",1,"S","T2000",0.0667624468692126,0.176111988439386
"many2many","opposite","var","mean",1,"S","T4000",0.0609795964222328,0.178030761473387
"many2many","opposite","var","mean",1,"S","T8000",0.0578330763954191,0.179110497669914
"many2many","opposite","var","mean",2,"jaccard","T1000",0.0122431286991746,0.0238349688056871
"many2many","opposite","var","mean",2,"jaccard","T2000",0.0109392831049276,0.0240681228190654
"many2many","opposite","var","mean",2,"jaccard","T4000",0.0084821600644328,0.0231766993805359
"many2many","opposite","var","mean",2,"jaccard","T8000",0.00723745662332839,0.0232688409027649
"many2many","opposite","var","mean",2,"N","T1000",0.0134389517551432,0.0134389517551432
"many2many","opposite","var","mean",2,"N","T2000",0.0125475121658054,0.0125475121658054
"many2many","opposite","var","mean",2,"N","T4000",0.00995952485736247,0.00995952485736247
"many2many","opposite","var","mean",2,"N","T8000",0.00780725373635642,0.00780725373635642
"many2many","opposite","var","mean",2,"rda","T1000",0.00354170626582298,0.00134213916837772
"many2many","opposite","var","mean",2,"rda","T2000",0.00337588758761671,0.00126591849564504
"many2many","opposite","var","mean",2,"rda","T4000",0.0034451512112503,0.00123566522579125
"many2many","opposite","var","mean",2,"rda","T8000",0.0034778703045956,0.0013270034659876
"many2many","opposite","var","mean",2,"S","T1000",0.115530682039788,0.0599766476822937
"many2many","opposite","var","mean",2,"S","T2000",0.11853653811145,0.0589976786530938
"many2many","opposite","var","mean",2,"S","T4000",0.116773329171486,0.0588511880669034
"many2many","opposite","var","mean",2,"S","T8000",0.119723735722008,0.0585971120440238
"many2many","opposite","var","var",1,"jaccard","T1000",2.75523975659197e-06,6.60315959772426e-06
"many2many","opposite","var","var",1,"jaccard","T2000",2.84495940289086e-06,3.14611113765681e-06
"many2many","opposite","var","var",1,"jaccard","T4000",4.27256711627764e-06,3.88412845470357e-06
"many2many","opposite","var","var",1,"jaccard","T8000",3.23040855095995e-06,2.86485056418979e-06
"many2many","opposite","var","var",1,"N","T1000",0.000688028200773052,0.000688028200773052
"many2many","opposite","var","var",1,"N","T2000",0.00102119053321271,0.00102119053321271
"many2many","opposite","var","var",1,"N","T4000",0.0007868599513567,0.0007868599513567
"many2many","opposite","var","var",1,"N","T8000",0.000630553858211862,0.000630553858211862
"many2many","opposite","var","var",1,"rda","T1000",3.58879993009428e-08,1.77007119521261e-06
"many2many","opposite","var","var",1,"rda","T2000",2.63901150530477e-08,2.2536133547412e-06
"many2many","opposite","var","var",1,"rda","T4000",3.00916466452854e-08,3.96947117432197e-06
"many2many","opposite","var","var",1,"rda","T8000",2.32083956997511e-08,3.15266203355734e-06
"many2many","opposite","var","var",1,"S","T1000",1.37840427933648e-05,1.7835090287373e-05
"many2many","opposite","var","var",1,"S","T2000",1.29166622559979e-05,3.90161485039e-05
"many2many","opposite","var","var",1,"S","T4000",9.57101306643141e-06,4.75342638845894e-05
"many2many","opposite","var","var",1,"S","T8000",1.04890966958311e-05,4.52296061512555e-05
"many2many","opposite","var","var",2,"jaccard","T1000",4.279736531318e-06,5.04344437475874e-06
"many2many","opposite","var","var",2,"jaccard","T2000",5.4733151220709e-06,1.20025425864905e-05
"many2many","opposite","var","var",2,"jaccard","T4000",9.31326227985814e-06,8.27782658986523e-06
"many2many","opposite","var","var",2,"jaccard","T8000",6.94446458268679e-06,1.00905245631802e-05
"many2many","opposite","var","var",2,"N","T1000",0.000461901013295591,0.000461901013295591
"many2many","opposite","var","var",2,"N","T2000",0.000673271614357284,0.000673271614357284
"many2many","opposite","var","var",2,"N","T4000",0.000580361180922899,0.000580361180922899
"many2many","opposite","var","var",2,"N","T8000",0.000609675147810521,0.000609675147810521
"many2many","opposite","var","var",2,"rda","T1000",1.01991804265165e-07,1.71874573611917e-07
"many2many","opposite","var","var",2,"rda","T2000",8.31243713443134e-08,2.97538650637718e-07
"many2many","opposite","var","var",2,"rda","T4000",1.00902915224043e-07,2.7079507845765e-07
"many2many","opposite","var","var",2,"rda","T8000",1.11428242365537e-07,4.54620659724122e-07
"many2many","opposite","var","var",2,"S","T1000",4.69432589677929e-06,3.81280312820518e-05
"many2many","opposite","var","var",2,"S","T2000",5.01333247336423e-06,4.95096493865725e-05
"many2many","opposite","var","var",2,"S","T4000",6.17570264971012e-06,5.52109912033625e-05
"many2many","opposite","var","var",2,"S","T8000",6.77981297476489e-06,3.9337128131572e-05
"many2many","same","2.5%","mean",1,"jaccard","T1000",-0.197001315779843,-0.200267879229375
"many2many","same","2.5%","mean",1,"jaccard","T2000",-0.187770499275106,-0.205268217102865
"many2many","same","2.5%","mean",1,"jaccard","T4000",-0.18237241143035,-0.199343843864795
"many2many","same","2.5%","mean",1,"jaccard","T8000",-0.178633775235192,-0.202857202187199
"many2many","same","2.5%","mean",1,"N","T1000",-0.270903195648257,-0.270903195648257
"many2many","same","2.5%","mean",1,"N","T2000",-0.184318793641805,-0.184318793641805
"many2many","same","2.5%","mean",1,"N","T4000",-0.174158178681537,-0.174158178681537
"many2many","same","2.5%","mean",1,"N","T8000",-0.149902573059596,-0.149902573059596
"many2many","same","2.5%","mean",1,"rda","T1000",0.0242005664444228,0.010695871279446
"many2many","same","2.5%","mean",1,"rda","T2000",0.0247727758542683,0.0131660107389304
"many2many","same","2.5%","mean",1,"rda","T4000",0.0240538229917461,0.0113355511357948
"many2many","same","2.5%","mean",1,"rda","T8000",0.0232006923845706,0.0119893618277686
"many2many","same","2.5%","mean",1,"S","T1000",-0.407067049975208,-0.367866343049054
"many2many","same","2.5%","mean",1,"S","T2000",-0.398741458532493,-0.391745633179064
"many2many","same","2.5%","mean",1,"S","T4000",-0.388047022715376,-0.388153525369615
"many2many","same","2.5%","mean",1,"S","T8000",-0.415153102628863,-0.397336385535022
"many2many","same","2.5%","mean",2,"jaccard","T1000",0.752484548159432,0.584691632931416
"many2many","same","2.5%","mean",2,"jaccard","T2000",0.767453474616959,0.56939777690791
"many2many","same","2.5%","mean",2,"jaccard","T4000",0.765837837284362,0.568737331828435
"many2many","same","2.5%","mean",2,"jaccard","T8000",0.77229001093339,0.572318842661829
"many2many","same","2.5%","mean",2,"N","T1000",-0.568462768551051,-0.568462768551051
"many2many","same","2.5%","mean",2,"N","T2000",-0.556673587027805,-0.556673587027805
"many2many","same","2.5%","mean",2,"N","T4000",-0.538516078676648,-0.538516078676648
"many2many","same","2.5%","mean",2,"N","T8000",-0.53100290207372,-0.53100290207372
"many2many","same","2.5%","mean",2,"rda","T1000",0.173832563154654,0.18506588724935
"many2many","same","2.5%","mean",2,"rda","T2000",0.179685671367237,0.191074879131442
"many2many","same","2.5%","mean",2,"rda","T4000",0.183152994626832,0.206198600987183
"many2many","same","2.5%","mean",2,"rda","T8000",0.185943597626023,0.213366547671974
"many2many","same","2.5%","mean",2,"S","T1000",-0.707032925750307,-0.786115754721156
"many2many","same","2.5%","mean",2,"S","T2000",-0.706860417328673,-0.792564714974559
"many2many","same","2.5%","mean",2,"S","T4000",-0.703544871155237,-0.795987390267049
"many2many","same","2.5%","mean",2,"S","T8000",-0.708123107825433,-0.810041495053486
"many2many","same","2.5%","var",1,"jaccard","T1000",0.000151406403994518,0.000115815917104724
"many2many","same","2.5%","var",1,"jaccard","T2000",0.000226403881597714,7.63700348953866e-05
"many2many","same","2.5%","var",1,"jaccard","T4000",0.000262124265285081,7.22478630031304e-05
"many2many","same","2.5%","var",1,"jaccard","T8000",0.000240095071261237,8.76636643503271e-05
"many2many","same","2.5%","var",1,"N","T1000",0.000406988671487613,0.000406988671487613
"many2many","same","2.5%","var",1,"N","T2000",0.00031474434373181,0.00031474434373181
"many2many","same","2.5%","var",1,"N","T4000",0.000283712779803765,0.000283712779803765
"many2many","same","2.5%","var",1,"N","T8000",0.000454299860919375,0.000454299860919375
"many2many","same","2.5%","var",1,"rda","T1000",2.71202652023348e-05,1.875255116702e-05
"many2many","same","2.5%","var",1,"rda","T2000",2.22088785214306e-05,1.76301869254725e-05
"many2many","same","2.5%","var",1,"rda","T4000",1.91056056930256e-05,1.32193727950519e-05
"many2many","same","2.5%","var",1,"rda","T8000",2.87211455348852e-05,1.92540266362562e-05
"many2many","same","2.5%","var",1,"S","T1000",0.000859533283996168,0.000558186904402596
"many2many","same","2.5%","var",1,"S","T2000",0.000742951943597727,0.000450862909123672
"many2many","same","2.5%","var",1,"S","T4000",0.000849825364244613,0.000481802712721756
"many2many","same","2.5%","var",1,"S","T8000",0.000785602802846422,0.00042684285350297
"many2many","same","2.5%","var",2,"jaccard","T1000",7.66800054703918e-05,0.000103839428443819
"many2many","same","2.5%","var",2,"jaccard","T2000",7.90740603000406e-05,9.97170256904048e-05
"many2many","same","2.5%","var",2,"jaccard","T4000",7.08575168732675e-05,0.000130624847710002
"many2many","same","2.5%","var",2,"jaccard","T8000",6.78810164054901e-05,9.14740233169864e-05
"many2many","same","2.5%","var",2,"N","T1000",0.000208710986941975,0.000208710986941975
"many2many","same","2.5%","var",2,"N","T2000",0.00026162467949902,0.00026162467949902
"many2many","same","2.5%","var",2,"N","T4000",0.000211048770608141,0.000211048770608141
"many2many","same","2.5%","var",2,"N","T8000",0.000295388891648109,0.000295388891648109
"many2many","same","2.5%","var",2,"rda","T1000",0.000150512193515337,0.000249837616782624
"many2many","same","2.5%","var",2,"rda","T2000",0.000169522246480991,0.000206059123491628
"many2many","same","2.5%","var",2,"rda","T4000",0.000132470759042705,0.000242675613848194
"many2many","same","2.5%","var",2,"rda","T8000",0.000129530403211912,9.77199573480007e-05
"many2many","same","2.5%","var",2,"S","T1000",0.000455734121407324,0.000345719858082083
"many2many","same","2.5%","var",2,"S","T2000",0.000435969153745691,0.000523580262987075
"many2many","same","2.5%","var",2,"S","T4000",0.00042470013586697,0.00046574923332965
"many2many","same","2.5%","var",2,"S","T8000",0.000531236697099458,0.000451571049598649
"many2many","same","50%","mean",1,"jaccard","T1000",-0.0453054192216466,-0.0480282393486639
"many2many","same","50%","mean",1,"jaccard","T2000",-0.0418813383268048,-0.0485524653824461
"many2many","same","50%","mean",1,"jaccard","T4000",-0.0495284700119496,-0.0554718870479621
"many2many","same","50%","mean",1,"jaccard","T8000",-0.0408255385291714,-0.0489323827965695
"many2many","same","50%","mean",1,"N","T1000",0.00942636085778483,0.00942636085778483
"many2many","same","50%","mean",1,"N","T2000",0.00277244258565355,0.00277244258565355
"many2many","same","50%","mean",1,"N","T4000",-0.0106225101594788,-0.0106225101594788
"many2many","same","50%","mean",1,"N","T8000",0.0130740901425812,0.0130740901425812
"many2many","same","50%","mean",1,"rda","T1000",0.0454282419061875,0.0404101737533643
"many2many","same","50%","mean",1,"rda","T2000",0.0440764755675793,0.036704368063348
"many2many","same","50%","mean",1,"rda","T4000",0.0427645114692212,0.0404189431977115
"many2many","same","50%","mean",1,"rda","T8000",0.0428822571336641,0.0422790081052029
"many2many","same","50%","mean",1,"S","T1000",0.0255592267361364,0.0619478890560284
"many2many","same","50%","mean",1,"S","T2000",0.0210814657646662,0.0602870103580385
"many2many","same","50%","mean",1,"S","T4000",0.0140929220084426,0.0554886138083796
"many2many","same","50%","mean",1,"S","T8000",0.0141729942823995,0.0520985566344012
"many2many","same","50%","mean",2,"jaccard","T1000",0.862179965766222,0.788633641864572
"many2many","same","50%","mean",2,"jaccard","T2000",0.868111960736123,0.790684526434116
"many2many","same","50%","mean",2,"jaccard","T4000",0.870716349622234,0.77518642434542
"many2many","same","50%","mean",2,"jaccard","T8000",0.872252437706408,0.770405011145643
"many2many","same","50%","mean",2,"N","T1000",-0.00236128069314739,-0.00236128069314739
"many2many","same","50%","mean",2,"N","T2000",-0.0153744178232036,-0.0153744178232036
"many2many","same","50%","mean",2,"N","T4000",0.00101458482363792,0.00101458482363792
"many2many","same","50%","mean",2,"N","T8000",0.00930331895992558,0.00930331895992558
"many2many","same","50%","mean",2,"rda","T1000",0.304372041151206,0.386645921007417
"many2many","same","50%","mean",2,"rda","T2000",0.310968048013914,0.387575738303945
"many2many","same","50%","mean",2,"rda","T4000",0.306844920110141,0.387339785607888
"many2many","same","50%","mean",2,"rda","T8000",0.310785564611545,0.380905917318788
"many2many","same","50%","mean",2,"S","T1000",0.0532320164108144,0.0249520068646084
