"topo","envfilt","stat","summary","env","measure","time","cor_a","cor_b"
"one2many","opposite","97.5%","mean",2,"rda","T1000",0.351474579115268,0.278594215388382
"one2many","opposite","97.5%","mean",2,"rda","T2000",0.360438896832266,0.288733979908603
"one2many","opposite","97.5%","mean",2,"rda","T4000",0.37324844895092,0.297748705562254
"one2many","opposite","97.5%","mean",2,"rda","T8000",0.381573284840654,0.301187636084629
"one2many","opposite","97.5%","mean",2,"S","T1000",0.541918739788141,0.599111306591214
"one2many","opposite","97.5%","mean",2,"S","T2000",0.56044320316618,0.604173727385282
"one2many","opposite","97.5%","mean",2,"S","T4000",0.556973337656718,0.614296200423673
"one2many","opposite","97.5%","mean",2,"S","T8000",0.561061937369628,0.614049935463927
"one2many","opposite","97.5%","var",1,"jaccard","T1000",0.00566918806454611,0.00524148355679058
"one2many","opposite","97.5%","var",1,"jaccard","T2000",0.0057232780944442,0.00654910124154208
"one2many","opposite","97.5%","var",1,"jaccard","T4000",0.00536206953709702,0.00648990543278999
"one2many","opposite","97.5%","var",1,"jaccard","T8000",0.0050180720040902,0.0073622584547401
"one2many","opposite","97.5%","var",1,"N","T1000",0.140669919497597,0.140669919497597
"one2many","opposite","97.5%","var",1,"N","T2000",0.126674109130235,0.126674109130235
"one2many","opposite","97.5%","var",1,"N","T4000",0.0987672911851037,0.0987672911851037
"one2many","opposite","97.5%","var",1,"N","T8000",0.115768871548853,0.115768871548853
"one2many","opposite","97.5%","var",1,"rda","T1000",0.00124659362732082,0.00338425255635176
"one2many","opposite","97.5%","var",1,"rda","T2000",0.00123420453226418,0.00426105084191199
"one2many","opposite","97.5%","var",1,"rda","T4000",0.00110052749312737,0.00309875090419723
"one2many","opposite","97.5%","var",1,"rda","T8000",0.00122851398133532,0.00483629662805116
"one2many","opposite","97.5%","var",1,"S","T1000",0.0105553397827902,0.013531835268826
"one2many","opposite","97.5%","var",1,"S","T2000",0.00838204985993608,0.0112391590318556
"one2many","opposite","97.5%","var",1,"S","T4000",0.00899611960616082,0.0112269097169701
"one2many","opposite","97.5%","var",1,"S","T8000",0.0112366378575524,0.0151347771572062
"one2many","opposite","97.5%","var",2,"jaccard","T1000",0.00553381920847323,0.00779487614632677
"one2many","opposite","97.5%","var",2,"jaccard","T2000",0.00417449509528523,0.00604675053743414
"one2many","opposite","97.5%","var",2,"jaccard","T4000",0.00421596748841616,0.00787655571189644
"one2many","opposite","97.5%","var",2,"jaccard","T8000",0.00446462023869693,0.00736667081847329
"one2many","opposite","97.5%","var",2,"N","T1000",0.123936655025016,0.123936655025016
"one2many","opposite","97.5%","var",2,"N","T2000",0.13893121063895,0.13893121063895
"one2many","opposite","97.5%","var",2,"N","T4000",0.111455982958675,0.111455982958675
"one2many","opposite","97.5%","var",2,"N","T8000",0.0973177933703972,0.0973177933703972
"one2many","opposite","97.5%","var",2,"rda","T1000",0.000898047239859053,0.00178554356071261
"one2many","opposite","97.5%","var",2,"rda","T2000",0.00119984622978472,0.00277886943383591
"one2many","opposite","97.5%","var",2,"rda","T4000",0.00108090443803808,0.00228232354871204
"one2many","opposite","97.5%","var",2,"rda","T8000",0.000960223227121819,0.00264197145129455
"one2many","opposite","97.5%","var",2,"S","T1000",0.00483718256168589,0.0108646037735021
"one2many","opposite","97.5%","var",2,"S","T2000",0.0046331274274448,0.0160352234544761
"one2many","opposite","97.5%","var",2,"S","T4000",0.00503918897296532,0.0139596315341274
"one2many","opposite","97.5%","var",2,"S","T8000",0.00671680856738848,0.0214342661199106
"one2many","opposite","mean","mean",1,"jaccard","T1000",0.489280673742001,0.658629421327386
"one2many","opposite","mean","mean",1,"jaccard","T2000",0.478690415686365,0.658119777798803
"one2many","opposite","mean","mean",1,"jaccard","T4000",0.46205747199867,0.653584338945432
"one2many","opposite","mean","mean",1,"jaccard","T8000",0.442585388802886,0.645990724116184
"one2many","opposite","mean","mean",1,"N","T1000",0.0405759127864046,0.0405759127864046
"one2many","opposite","mean","mean",1,"N","T2000",0.012404997841563,0.012404997841563
"one2many","opposite","mean","mean",1,"N","T4000",0.0237372590205352,0.0237372590205352
"one2many","opposite","mean","mean",1,"N","T8000",0.005926186756322,0.005926186756322
"one2many","opposite","mean","mean",1,"rda","T1000",0.187430186220575,0.299405075701431
"one2many","opposite","mean","mean",1,"rda","T2000",0.181911383073897,0.29887306884507
"one2many","opposite","mean","mean",1,"rda","T4000",0.174677053592931,0.294606827654679
"one2many","opposite","mean","mean",1,"rda","T8000",0.167522181967877,0.289204008833242
"one2many","opposite","mean","mean",1,"S","T1000",0.0103726443720194,0.0174848812705797
"one2many","opposite","mean","mean",1,"S","T2000",0.00767446662271832,0.0141656213504108
"one2many","opposite","mean","mean",1,"S","T4000",0.00625849844058607,0.0122991515502562
"one2many","opposite","mean","mean",1,"S","T8000",0.00210306833223729,0.00964323226268927
"one2many","opposite","mean","mean",2,"jaccard","T1000",0.610101869199761,0.318079298427844
"one2many","opposite","mean","mean",2,"jaccard","T2000",0.617220975019717,0.309200671109189
"one2many","opposite","mean","mean",2,"jaccard","T4000",0.635146635502042,0.309388509208785
"one2many","opposite","mean","mean",2,"jaccard","T8000",0.652573166617769,0.315342442737374
"one2many","opposite","mean","mean",2,"N","T1000",-0.00746110736191991,-0.00746110736191991
"one2many","opposite","mean","mean",2,"N","T2000",-0.000990933898858785,-0.000990933898858785
"one2many","opposite","mean","mean",2,"N","T4000",-0.00565089869820214,-0.00565089869820214
"one2many","opposite","mean","mean",2,"N","T8000",-0.0124983633729188,-0.0124983633729188
"one2many","opposite","mean","mean",2,"rda","T1000",0.231015076670459,0.144920590948196
"one2many","opposite","mean","mean",2,"rda","T2000",0.236990829096625,0.147453092606512
"one2many","opposite","mean","mean",2,"rda","T4000",0.245427897047816,0.149457952884149
"one2many","opposite","mean","mean",2,"rda","T8000",0.254039978247298,0.155894913881256
"one2many","opposite","mean","mean",2,"S","T1000",-0.0159585678340394,-0.00657878183835392
"one2many","opposite","mean","mean",2,"S","T2000",-0.0203431180048873,-0.00653801050812944
"one2many","opposite","mean","mean",2,"S","T4000",-0.018779785197667,-0.00375289553731355
"one2many","opposite","mean","mean",2,"S","T8000",-0.0170078250790048,0.00104558115188285
"one2many","opposite","mean","var",1,"jaccard","T1000",0.0016650832945093,0.00172789069597045
"one2many","opposite","mean","var",1,"jaccard","T2000",0.00174217448525732,0.00196432689775415
"one2many","opposite","mean","var",1,"jaccard","T4000",0.00180384772906875,0.00180721406630679
"one2many","opposite","mean","var",1,"jaccard","T8000",0.00179750551379942,0.0020376431717766
"one2many","opposite","mean","var",1,"N","T1000",0.0548658862472014,0.0548658862472014
"one2many","opposite","mean","var",1,"N","T2000",0.0549205525911929,0.0549205525911929
"one2many","opposite","mean","var",1,"N","T4000",0.0520037477053589,0.0520037477053589
"one2many","opposite","mean","var",1,"N","T8000",0.0541082243243527,0.0541082243243527
"one2many","opposite","mean","var",1,"rda","T1000",0.000483433909028548,0.00130117536550869
"one2many","opposite","mean","var",1,"rda","T2000",0.000496213096329354,0.00151737113362517
"one2many","opposite","mean","var",1,"rda","T4000",0.000427880505435401,0.00124549842064365
"one2many","opposite","mean","var",1,"rda","T8000",0.000395557882711438,0.00142177254817336
"one2many","opposite","mean","var",1,"S","T1000",0.00287785064959203,0.00372304288476511
"one2many","opposite","mean","var",1,"S","T2000",0.00285545156913239,0.00385438066054374
"one2many","opposite","mean","var",1,"S","T4000",0.00286426499224406,0.00413539564077227
"one2many","opposite","mean","var",1,"S","T8000",0.00320314866816929,0.00471968495915195
"one2many","opposite","mean","var",2,"jaccard","T1000",0.00148273782294237,0.00262722304754036
"one2many","opposite","mean","var",2,"jaccard","T2000",0.00142502804640627,0.00253407015920923
"one2many","opposite","mean","var",2,"jaccard","T4000",0.00142924845562869,0.00285370285406888
"one2many","opposite","mean","var",2,"jaccard","T8000",0.00136698615865191,0.00290226212592641
"one2many","opposite","mean","var",2,"N","T1000",0.053115536423288,0.053115536423288
"one2many","opposite","mean","var",2,"N","T2000",0.052395135338168,0.052395135338168
"one2many","opposite","mean","var",2,"N","T4000",0.050132149105928,0.050132149105928
"one2many","opposite","mean","var",2,"N","T8000",0.0512717748349048,0.0512717748349048
"one2many","opposite","mean","var",2,"rda","T1000",0.000385411704465171,0.000646645060505048
"one2many","opposite","mean","var",2,"rda","T2000",0.000429965421885735,0.000791762744664754
"one2many","opposite","mean","var",2,"rda","T4000",0.000405872397369693,0.000780588740135329
"one2many","opposite","mean","var",2,"rda","T8000",0.000426163043670157,0.000955096025748694
"one2many","opposite","mean","var",2,"S","T1000",0.00191303218045201,0.00411618600778699
"one2many","opposite","mean","var",2,"S","T2000",0.0019749549970742,0.00471576295489558
"one2many","opposite","mean","var",2,"S","T4000",0.00196679181019773,0.00490348842490871
"one2many","opposite","mean","var",2,"S","T8000",0.00237486713479099,0.0059147741434942
"one2many","opposite","var","mean",1,"jaccard","T1000",0.0234424979806,0.0147691841822063
"one2many","opposite","var","mean",1,"jaccard","T2000",0.0247374612154747,0.0151976313540063
"one2many","opposite","var","mean",1,"jaccard","T4000",0.0263105909986822,0.0154786286171296
"one2many","opposite","var","mean",1,"jaccard","T8000",0.0283355294782872,0.0162923447934611
"one2many","opposite","var","mean",1,"N","T1000",0.0371694399341723,0.0371694399341723
"one2many","opposite","var","mean",1,"N","T2000",0.0321963337608197,0.0321963337608197
"one2many","opposite","var","mean",1,"N","T4000",0.0296214796567465,0.0296214796567465
"one2many","opposite","var","mean",1,"N","T8000",0.024204932890299,0.024204932890299
"one2many","opposite","var","mean",1,"rda","T1000",0.00480908298718203,0.00896698071619288
"one2many","opposite","var","mean",1,"rda","T2000",0.00460653404651313,0.00887798142276715
"one2many","opposite","var","mean",1,"rda","T4000",0.00440838455885087,0.00871604588499818
"one2many","opposite","var","mean",1,"rda","T8000",0.00405895211862303,0.00825921414619349
"one2many","opposite","var","mean",1,"S","T1000",0.14411306507366,0.19059431267964
"one2many","opposite","var","mean",1,"S","T2000",0.143513368860367,0.195039833442013
"one2many","opposite","var","mean",1,"S","T4000",0.140206308475276,0.194669055486466
"one2many","opposite","var","mean",1,"S","T8000",0.135655852941819,0.195071845717447
"one2many","opposite","var","mean",2,"jaccard","T1000",0.0185128679711635,0.0313414727385246
"one2many","opposite","var","mean",2,"jaccard","T2000",0.0197008668247997,0.0331406481247009
"one2many","opposite","var","mean",2,"jaccard","T4000",0.0203585250911625,0.0347662255963718
"one2many","opposite","var","mean",2,"jaccard","T8000",0.0198545125465533,0.0326630454351068
"one2many","opposite","var","mean",2,"N","T1000",0.0269847154981658,0.0269847154981658
"one2many","opposite","var","mean",2,"N","T2000",0.0218951423136863,0.0218951423136863
"one2many","opposite","var","mean",2,"N","T4000",0.0206681021630993,0.0206681021630993
"one2many","opposite","var","mean",2,"N","T8000",0.0127495316352608,0.0127495316352608
"one2many","opposite","var","mean",2,"rda","T1000",0.00358128997079361,0.00329834612266235
"one2many","opposite","var","mean",2,"rda","T2000",0.00370769283904551,0.00357529886419027
"one2many","opposite","var","mean",2,"rda","T4000",0.00412286507064054,0.00390093706587609
"one2many","opposite","var","mean",2,"rda","T8000",0.00437815102554727,0.00418910018389484
"one2many","opposite","var","mean",2,"S","T1000",0.122435061860503,0.0991508502528174
"one2many","opposite","var","mean",2,"S","T2000",0.125548294429622,0.0980154784037449
"one2many","opposite","var","mean",2,"S","T4000",0.127188642297582,0.0976629197577318
"one2many","opposite","var","mean",2,"S","T8000",0.129125435913692,0.096343193867482
"one2many","opposite","var","var",1,"jaccard","T1000",1.96995499091213e-06,2.0372600953611e-06
"one2many","opposite","var","var",1,"jaccard","T2000",2.75692903756648e-06,2.94188126047176e-06
"one2many","opposite","var","var",1,"jaccard","T4000",3.2913581878176e-06,2.54760920862358e-06
"one2many","opposite","var","var",1,"jaccard","T8000",1.95895378869085e-06,3.44193706984549e-06
"one2many","opposite","var","var",1,"N","T1000",0.00109284296431344,0.00109284296431344
"one2many","opposite","var","var",1,"N","T2000",0.000991122430874431,0.000991122430874431
"one2many","opposite","var","var",1,"N","T4000",0.000850910229677895,0.000850910229677895
"one2many","opposite","var","var",1,"N","T8000",0.000707539776548968,0.000707539776548968
"one2many","opposite","var","var",1,"rda","T1000",1.14888927235831e-07,7.92090263988825e-07
"one2many","opposite","var","var",1,"rda","T2000",1.08121765371269e-07,1.18291447591518e-06
"one2many","opposite","var","var",1,"rda","T4000",6.86936341657968e-08,7.12026973209504e-07
"one2many","opposite","var","var",1,"rda","T8000",1.01526516903645e-07,1.2898924976045e-06
"one2many","opposite","var","var",1,"S","T1000",6.91657732939026e-06,2.02485438805526e-05
"one2many","opposite","var","var",1,"S","T2000",4.58283948432973e-06,7.98448394534605e-06
"one2many","opposite","var","var",1,"S","T4000",4.48355295264793e-06,9.63840756573763e-06
"one2many","opposite","var","var",1,"S","T8000",8.72094167203423e-06,2.15325370099786e-05
"one2many","opposite","var","var",2,"jaccard","T1000",1.99326738187149e-06,4.09091284290379e-06
"one2many","opposite","var","var",2,"jaccard","T2000",1.16905063818954e-06,2.76843146070469e-06
"one2many","opposite","var","var",2,"jaccard","T4000",1.42181341688271e-06,4.91762775528132e-06
"one2many","opposite","var","var",2,"jaccard","T8000",1.25841057311247e-06,3.95261117964702e-06
"one2many","opposite","var","var",2,"N","T1000",0.000934624475399063,0.000934624475399063
"one2many","opposite","var","var",2,"N","T2000",0.00110573648352399,0.00110573648352399
"one2many","opposite","var","var",2,"N","T4000",0.00072037542246965,0.00072037542246965
"one2many","opposite","var","var",2,"N","T8000",0.000558395003293455,0.000558395003293455
"one2many","opposite","var","var",2,"rda","T1000",5.15126986644068e-08,1.85944569751333e-07
"one2many","opposite","var","var",2,"rda","T2000",8.4076661646071e-08,5.0438319659481e-07
"one2many","opposite","var","var",2,"rda","T4000",6.72159113700775e-08,4.02683557687851e-07
"one2many","opposite","var","var",2,"rda","T8000",5.8355077926299e-08,5.93726829600655e-07
"one2many","opposite","var","var",2,"S","T1000",1.38116704479672e-06,1.30726949677849e-05
"one2many","opposite","var","var",2,"S","T2000",1.56022787905174e-06,1.99740759869879e-05
"one2many","opposite","var","var",2,"S","T4000",1.51495076782183e-06,1.62443530156558e-05
"one2many","opposite","var","var",2,"S","T8000",3.53163251582819e-06,2.98211952244926e-05
"one2many","same","2.5%","mean",1,"jaccard","T1000",-0.217833549380892,-0.217230380887699
"one2many","same","2.5%","mean",1,"jaccard","T2000",-0.215082819612617,-0.210342999067224
"one2many","same","2.5%","mean",1,"jaccard","T4000",-0.218300808493667,-0.214632594621871
"one2many","same","2.5%","mean",1,"jaccard","T8000",-0.218695951673848,-0.210792957487864
"one2many","same","2.5%","mean",1,"N","T1000",-0.198741113091612,-0.198741113091612
"one2many","same","2.5%","mean",1,"N","T2000",-0.1649764420094,-0.1649764420094
"one2many","same","2.5%","mean",1,"N","T4000",-0.165115567203571,-0.165115567203571
"one2many","same","2.5%","mean",1,"N","T8000",-0.176841394292413,-0.176841394292413
"one2many","same","2.5%","mean",1,"rda","T1000",0.022869611639487,0.0170251666579387
"one2many","same","2.5%","mean",1,"rda","T2000",0.0204013629739932,0.0125802674336491
"one2many","same","2.5%","mean",1,"rda","T4000",0.0210352908198115,0.0131027616043036
"one2many","same","2.5%","mean",1,"rda","T8000",0.0211769905393182,0.0109253910548681
"one2many","same","2.5%","mean",1,"S","T1000",-0.434331771143207,-0.400095510889405
"one2many","same","2.5%","mean",1,"S","T2000",-0.423803822275398,-0.394387798585825
"one2many","same","2.5%","mean",1,"S","T4000",-0.420434097398019,-0.402105474574154
"one2many","same","2.5%","mean",1,"S","T8000",-0.415297660251283,-0.385110636242419
"one2many","same","2.5%","mean",2,"jaccard","T1000",0.704216118533432,0.594296177595549
"one2many","same","2.5%","mean",2,"jaccard","T2000",0.714171661958345,0.580386787190148
"one2many","same","2.5%","mean",2,"jaccard","T4000",0.722729919079193,0.5688671850549
"one2many","same","2.5%","mean",2,"jaccard","T8000",0.713414700391857,0.547973739952771
"one2many","same","2.5%","mean",2,"N","T1000",-0.563009873010482,-0.563009873010482
"one2many","same","2.5%","mean",2,"N","T2000",-0.53087900624046,-0.53087900624046
"one2many","same","2.5%","mean",2,"N","T4000",-0.509111118654865,-0.509111118654865
"one2many","same","2.5%","mean",2,"N","T8000",-0.499127950094028,-0.499127950094028
"one2many","same","2.5%","mean",2,"rda","T1000",0.184161531980805,0.145895898766808
"one2many","same","2.5%","mean",2,"rda","T2000",0.187767814336138,0.14809825937337
"one2many","same","2.5%","mean",2,"rda","T4000",0.203491720043467,0.161398674290717
"one2many","same","2.5%","mean",2,"rda","T8000",0.20620604365044,0.171452166488957
"one2many","same","2.5%","mean",2,"S","T1000",-0.75001610345233,-0.788211933822054
"one2many","same","2.5%","mean",2,"S","T2000",-0.741631318726535,-0.774953174789517
"one2many","same","2.5%","mean",2,"S","T4000",-0.750810206116222,-0.781574101062558
"one2many","same","2.5%","mean",2,"S","T8000",-0.744919353652558,-0.768468059891335
"one2many","same","2.5%","var",1,"jaccard","T1000",0.000163275893368358,0.000189304268410071
"one2many","same","2.5%","var",1,"jaccard","T2000",0.000154159929890879,0.000154399352512228
"one2many","same","2.5%","var",1,"jaccard","T4000",0.00022949356142507,0.00017782002035201
"one2many","same","2.5%","var",1,"jaccard","T8000",0.000151645926388323,0.000234152421057986
"one2many","same","2.5%","var",1,"N","T1000",0.000237937206681758,0.000237937206681758
"one2many","same","2.5%","var",1,"N","T2000",0.000215659285182533,0.000215659285182533
"one2many","same","2.5%","var",1,"N","T4000",0.000515594183382819,0.000515594183382819
"one2many","same","2.5%","var",1,"N","T8000",0.000518171883138171,0.000518171883138171
"one2many","same","2.5%","var",1,"rda","T1000",1.55712492525141e-05,2.3534994550038e-05
"one2many","same","2.5%","var",1,"rda","T2000",2.23474405538071e-05,1.74860227858115e-05
"one2many","same","2.5%","var",1,"rda","T4000",1.78670845573118e-05,2.53498697599235e-05
"one2many","same","2.5%","var",1,"rda","T8000",1.9594736423707e-05,1.88902838460014e-05
"one2many","same","2.5%","var",1,"S","T1000",0.000343382795289324,0.000794140870109616
"one2many","same","2.5%","var",1,"S","T2000",0.000395154873202722,0.00049014003703174
"one2many","same","2.5%","var",1,"S","T4000",0.000472912661209231,0.000512613725436063
"one2many","same","2.5%","var",1,"S","T8000",0.000364836928448351,0.000608165284388335
"one2many","same","2.5%","var",2,"jaccard","T1000",5.05752123889521e-05,0.000128059232476893
"one2many","same","2.5%","var",2,"jaccard","T2000",6.08767978600366e-05,6.6413089018927e-05
"one2many","same","2.5%","var",2,"jaccard","T4000",5.30625978778702e-05,0.000104569545597236
"one2many","same","2.5%","var",2,"jaccard","T8000",4.73085840217886e-05,0.000174275525475751
"one2many","same","2.5%","var",2,"N","T1000",0.000172757232803167,0.000172757232803167
"one2many","same","2.5%","var",2,"N","T2000",0.000274592841263146,0.000274592841263146
"one2many","same","2.5%","var",2,"N","T4000",0.000314245249090919,0.000314245249090919
"one2many","same","2.5%","var",2,"N","T8000",0.000223933457257031,0.000223933457257031
"one2many","same","2.5%","var",2,"rda","T1000",0.000110417837568563,0.000200930120464566
"one2many","same","2.5%","var",2,"rda","T2000",0.000124941826134424,0.000173399217020207
"one2many","same","2.5%","var",2,"rda","T4000",0.000126919729880637,0.00014181231022041
"one2many","same","2.5%","var",2,"rda","T8000",0.000110551163980041,0.000156611502487477
"one2many","same","2.5%","var",2,"S","T1000",0.000188897679284786,0.000361420966512225
"one2many","same","2.5%","var",2,"S","T2000",0.000258278794524255,0.000555517054650789
"one2many","same","2.5%","var",2,"S","T4000",0.000369034066857317,0.000238649004409017
"one2many","same","2.5%","var",2,"S","T8000",0.000333339019787586,0.000638752066049237
"one2many","same","50%","mean",1,"jaccard","T1000",-0.0237466940424224,-0.0260395042696455
"one2many","same","50%","mean",1,"jaccard","T2000",-0.0284454237358088,-0.0233941252921599
"one2many","same","50%","mean",1,"jaccard","T4000",-0.0211059085202952,-0.0230733827217194
"one2many","same","50%","mean",1,"jaccard","T8000",-0.0252648458931873,-0.0207013549507021
"one2many","same","50%","mean",1,"N","T1000",0.00571537175063761,0.00571537175063761
"one2many","same","50%","mean",1,"N","T2000",-0.00470840642507086,-0.00470840642507086
"one2many","same","50%","mean",1,"N","T4000",0.00761487774648379,0.00761487774648379
"one2many","same","50%","mean",1,"N","T8000",0.0112822430425922,0.0112822430425922
"one2many","same","50%","mean",1,"rda","T1000",0.0412851255255485,0.0420081888715106
"one2many","same","50%","mean",1,"rda","T2000",0.0409060600113484,0.0395106644674041
"one2many","same","50%","mean",1,"rda","T4000",0.04147929661008,0.0400743740226724
"one2many","same","50%","mean",1,"rda","T8000",0.0402089391850039,0.0387802039241268
"one2many","same","50%","mean",1,"S","T1000",-0.0125200182709524,-0.00133542689154588
"one2many","same","50%","mean",1,"S","T2000",4.58267616818293e-05,0.0106739032316057
"one2many","same","50%","mean",1,"S","T4000",-0.000149942430823403,-0.00737077409065492
"one2many","same","50%","mean",1,"S","T8000",-0.0140323767278216,-0.000653567300217347
"one2many","same","50%","mean",2,"jaccard","T1000",0.856123680140477,0.792929225038635
"one2many","same","50%","mean",2,"jaccard","T2000",0.856356856594236,0.781842343472752
"one2many","same","50%","mean",2,"jaccard","T4000",0.856817365728391,0.781570356945134
"one2many","same","50%","mean",2,"jaccard","T8000",0.863355436053769,0.776765416223553
"one2many","same","50%","mean",2,"N","T1000",0.000421121730572754,0.000421121730572754
"one2many","same","50%","mean",2,"N","T2000",0.000116129937965723,0.000116129937965723
"one2many","same","50%","mean",2,"N","T4000",0.00864502621065562,0.00864502621065562
"one2many","same","50%","mean",2,"N","T8000",0.0161828819297766,0.0161828819297766
"one2many","same","50%","mean",2,"rda","T1000",0.326000339292574,0.342371871541693
"one2many","same","50%","mean",2,"rda","T2000",0.330100865393949,0.348556894125534
"one2many","same","50%","mean",2,"rda","T4000",0.333118448541337,0.350814219266727
"one2many","same","50%","mean",2,"rda","T8000",0.338481306479359,0.351323490189878
"one2many","same","50%","mean",2,"S","T1000",0.130912655122458,0.129130156558098
"one2many","same","50%","mean",2,"S","T2000",0.152435824705814,0.096076021430883
"one2many","same","50%","mean",2,"S","T4000",0.167143327653834,0.104120408252279
"one2many","same","50%","mean",2,"S","T8000",0.172094798626022,0.0869266395693139
"one2many","same","50%","var",1,"jaccard","T1000",0.000559208659559545,0.000841244216804909
"one2many","same","50%","var",1,"jaccard","T2000",0.000644548783262253,0.000713391661624973
"one2many","same","50%","var",1,"jaccard","T4000",0.000672828442728719,0.000854725475126966
"one2many","same","50%","var",1,"jaccard","T8000",0.000666951850829135,0.000950028052980215
"one2many","same","50%","var",1,"N","T1000",0.0418479878364711,0.0418479878364711
"one2many","same","50%","var",1,"N","T2000",0.0463651059172286,0.0463651059172286
"one2many","same","50%","var",1,"N","T4000",0.0467895296606346,0.0467895296606346
"one2many","same","50%","var",1,"N","T8000",0.0404266377121468,0.0404266377121468
"one2many","same","50%","var",1,"rda","T1000",6.77385809295309e-05,0.000138775235639567
"one2many","same","50%","var",1,"rda","T2000",8.07602429738882e-05,0.000144809969524913
"one2many","same","50%","var",1,"rda","T4000",7.46651506653745e-05,0.00015645493097831
"one2many","same","50%","var",1,"rda","T8000",7.40098262544479e-05,0.000135674329920761
"one2many","same","50%","var",1,"S","T1000",0.0016060442715438,0.00235210728925164
"one2many","same","50%","var",1,"S","T2000",0.00177635733489161,0.00233946930062038
"one2many","same","50%","var",1,"S","T4000",0.00191570908100663,0.00245446603606743
"one2many","same","50%","var",1,"S","T8000",0.0016736282075433,0.00243409626644911
"one2many","same","50%","var",2,"jaccard","T1000",0.000230288258254916,0.000593666942637205
"one2many","same","50%","var",2,"jaccard","T2000",0.000297865511814797,0.000597497121243593
"one2many","same","50%","var",2,"jaccard","T4000",0.000264163502154531,0.000636342312850227
"one2many","same","50%","var",2,"jaccard","T8000",0.000303136436414869,0.000676224659690697
"one2many","same","50%","var",2,"N","T1000",0.048995466162998,0.048995466162998
"one2many","same","50%","var",2,"N","T2000",0.0541362732735713,0.0541362732735713
"one2many","same","50%","var",2,"N","T4000",0.0492356394354129,0.0492356394354129
"one2many","same","50%","var",2,"N","T8000",0.0452425720206369,0.0452425720206369
"one2many","same","50%","var",2,"rda","T1000",0.000529652377450025,0.00121448038751711
"one2many","same","50%","var",2,"rda","T2000",0.000562526399784043,0.00114220148562421
"one2many","same","50%","var",2,"rda","T4000",0.00063389872259149,0.00131297168867696
"one2many","same","50%","var",2,"rda","T8000",0.000529689899647435,0.00130614200712325
"one2many","same","50%","var",2,"S","T1000",0.00137588245749891,0.00203397001697957
"one2many","same","50%","var",2,"S","T2000",0.00147317692135653,0.00264946023869925
"one2many","same","50%","var",2,"S","T4000",0.00181399506651163,0.00244354976160467
"one2many","same","50%","var",2,"S","T8000",0.00144612349986936,0.00339056948611683
"one2many","same","97.5%","mean",1,"jaccard","T1000",0.281859670608833,0.252056330857463
"one2many","same","97.5%","mean",1,"jaccard","T2000",0.270721882648394,0.260949124719893
"one2many","same","97.5%","mean",1,"jaccard","T4000",0.269577410380774,0.25868280873199
"one2many","same","97.5%","mean",1,"jaccard","T8000",0.268419457166376,0.272631874250847
"one2many","same","97.5%","mean",1,"N","T1000",0.310358998174471,0.310358998174471
"one2many","same","97.5%","mean",1,"N","T2000",0.260296845284272,0.260296845284272
"one2many","same","97.5%","mean",1,"N","T4000",0.208583279261997,0.208583279261997
"one2many","same","97.5%","mean",1,"N","T8000",0.180334617292331,0.180334617292331
"one2many","same","97.5%","mean",1,"rda","T1000",0.0909853487779771,0.103856136507245
"one2many","same","97.5%","mean",1,"rda","T2000",0.0947482436715159,0.103749837355955
"one2many","same","97.5%","mean",1,"rda","T4000",0.0956749231234141,0.104136903824658
"one2many","same","97.5%","mean",1,"rda","T8000",0.0962886424793548,0.0981979784093062
"one2many","same","97.5%","mean",1,"S","T1000",0.401815152867715,0.393116777786654
"one2many","same","97.5%","mean",1,"S","T2000",0.399981067003563,0.395795855265089
"one2many","same","97.5%","mean",1,"S","T4000",0.386339772170829,0.379907854835739
"one2many","same","97.5%","mean",1,"S","T8000",0.383085069258522,0.380849976615542
"one2many","same","97.5%","mean",2,"jaccard","T1000",0.920377731099554,0.897448411683934
"one2many","same","97.5%","mean",2,"jaccard","T2000",0.927268111267532,0.895458891205468
"one2many","same","97.5%","mean",2,"jaccard","T4000",0.928578884435386,0.891475065249319
"one2many","same","97.5%","mean",2,"jaccard","T8000",0.927252524080901,0.894305658367102
"one2many","same","97.5%","mean",2,"N","T1000",0.607498497348883,0.607498497348883
"one2many","same","97.5%","mean",2,"N","T2000",0.606405542612745,0.606405542612745
"one2many","same","97.5%","mean",2,"N","T4000",0.595132789104605,0.595132789104605
"one2many","same","97.5%","mean",2,"N","T8000",0.599427065020368,0.599427065020368
"one2many","same","97.5%","mean",2,"rda","T1000",0.497084966066682,0.601372130483148
"one2many","same","97.5%","mean",2,"rda","T2000",0.49719565671319,0.603627151353806
"one2many","same","97.5%","mean",2,"rda","T4000",0.500280409358694,0.586843826788882
"one2many","same","97.5%","mean",2,"rda","T8000",0.497058879853505,0.584097757834957
"one2many","same","97.5%","mean",2,"S","T1000",0.708223250980509,0.753170079684237
"one2many","same","97.5%","mean",2,"S","T2000",0.703886575170265,0.753713957079866
"one2many","same","97.5%","mean",2,"S","T4000",0.702415106482247,0.771297104485859
"one2many","same","97.5%","mean",2,"S","T8000",0.687340716165224,0.735787217952276
"one2many","same","97.5%","var",1,"jaccard","T1000",0.00245458510521274,0.00481765594025143
"one2many","same","97.5%","var",1,"jaccard","T2000",0.00261671177616366,0.00550356055069587
"one2many","same","97.5%","var",1,"jaccard","T4000",0.0029644515138625,0.0096544984369939
