"sigA","sigB","topo","envfilt","stat","summary","env","measure","cor_a","cor_b"
"0.25","1","one2many","opposite","mean","mean",1,"N",-0.00284921612242477,-0.00284921612242477
"0.25","1","one2many","opposite","mean","mean",1,"rda",0.0502904852038787,0.062992802199099
"0.25","1","one2many","opposite","mean","mean",1,"S",0.0455776252241747,0.0063955802903978
"0.25","1","one2many","opposite","mean","mean",2,"jaccard",0.867804060538703,0.734220569045212
"0.25","1","one2many","opposite","mean","mean",2,"N",-0.0350040999589103,-0.0350040999589103
"0.25","1","one2many","opposite","mean","mean",2,"rda",0.355192981603319,0.295186649782208
"0.25","1","one2many","opposite","mean","mean",2,"S",-0.0267559660264762,-0.0157877679008656
"0.25","1","one2many","opposite","mean","var",1,"jaccard",0.000307555975208353,0.00130254390312562
"0.25","1","one2many","opposite","mean","var",1,"N",0.0316974762751498,0.0316974762751498
"0.25","1","one2many","opposite","mean","var",1,"rda",4.40144983120369e-05,0.000290708041001833
"0.25","1","one2many","opposite","mean","var",1,"S",0.00106609161483323,0.00276319236141102
"0.25","1","one2many","opposite","mean","var",2,"jaccard",0.0001032349869543,0.000754200122174678
"0.25","1","one2many","opposite","mean","var",2,"N",0.0401929143998121,0.0401929143998121
"0.25","1","one2many","opposite","mean","var",2,"rda",0.000293931172537844,0.00119967666475161
"0.25","1","one2many","opposite","mean","var",2,"S",0.000665854090577214,0.00238226086984321
"0.25","1","one2many","opposite","var","mean",1,"jaccard",0.00915672814907793,0.0171945229306337
"0.25","1","one2many","opposite","var","mean",1,"N",0.0183011071867901,0.0183011071867901
"0.25","1","one2many","opposite","var","mean",1,"rda",0.000712359669845734,0.000816269025775419
"0.25","1","one2many","opposite","var","mean",1,"S",0.043588899198059,0.0378302343008549
"0.25","1","one2many","opposite","var","mean",2,"jaccard",0.00129604365883873,0.00906701659298431
"0.25","1","one2many","opposite","var","mean",2,"N",0.115138741716745,0.115138741716745
"0.25","1","one2many","opposite","var","mean",2,"rda",0.00695146850999465,0.00879423125298908
"0.25","1","one2many","opposite","var","mean",2,"S",0.152848201229227,0.184746782533709
"0.25","1","one2many","opposite","var","var",1,"jaccard",5.78527489572303e-08,2.60613073507241e-06
"0.25","1","one2many","opposite","var","var",1,"N",0.000835769397818494,0.000835769397818494
"0.25","1","one2many","opposite","var","var",1,"rda",1.34685654950424e-09,8.398636242668e-08
"0.25","1","one2many","opposite","var","var",1,"S",3.89565347236649e-07,1.17498723989999e-05
"0.25","1","one2many","opposite","var","var",2,"jaccard",8.16259614810825e-09,1.46149742511574e-06
"0.25","1","one2many","opposite","var","var",2,"N",0.00135800027228313,0.00135800027228313
"0.25","1","one2many","opposite","var","var",2,"rda",8.19698392939369e-08,1.12640757139427e-06
"0.25","1","one2many","opposite","var","var",2,"S",1.78761322141051e-07,8.5212725949552e-06
"0.25","1","one2many","same","2.5%","mean",1,"jaccard",-0.160011533382362,-0.172554945235674
"0.25","1","one2many","same","2.5%","mean",1,"N",-0.377334332831913,-0.377334332831913
"0.25","1","one2many","same","2.5%","mean",1,"rda",0.0168353383153463,0.0151282104249313
"0.25","1","one2many","same","2.5%","mean",1,"S",-0.494451047861924,-0.43368137811598
"0.25","1","one2many","same","2.5%","mean",2,"jaccard",0.79012615768896,0.618385129378425
"0.25","1","one2many","same","2.5%","mean",2,"N",-0.621997341065155,-0.621997341065155
"0.25","1","one2many","same","2.5%","mean",2,"rda",0.186343316799603,0.107862123541791
"0.25","1","one2many","same","2.5%","mean",2,"S",-0.598376048570963,-0.616644417388161
"0.25","1","one2many","same","2.5%","var",1,"jaccard",7.28789780309305e-05,9.20231744342942e-05
"0.25","1","one2many","same","2.5%","var",1,"N",0.000152872647636605,0.000152872647636605
"0.25","1","one2many","same","2.5%","var",1,"rda",8.15642581988173e-06,1.36174444044961e-05
"0.25","1","one2many","same","2.5%","var",1,"S",0.000198204841385613,0.000367247181979913
"0.25","1","one2many","same","2.5%","var",2,"jaccard",1.73653369027903e-05,4.48517910943665e-05
"0.25","1","one2many","same","2.5%","var",2,"N",7.3981800420321e-05,7.3981800420321e-05
"0.25","1","one2many","same","2.5%","var",2,"rda",1.51331852534777e-05,3.50907761674835e-05
"0.25","1","one2many","same","2.5%","var",2,"S",0.00014579416352627,0.000205769495938553
"0.25","1","one2many","same","50%","mean",1,"jaccard",-0.0186161146476751,-0.0293875450560111
"0.25","1","one2many","same","50%","mean",1,"N",-0.0183332279814403,-0.0183332279814403
"0.25","1","one2many","same","50%","mean",1,"rda",0.0452430834713003,0.0427564555612949
"0.25","1","one2many","same","50%","mean",1,"S",-0.0137668863425255,0.0105637298140608
"0.25","1","one2many","same","50%","mean",2,"jaccard",0.870101451586523,0.75023975194271
"0.25","1","one2many","same","50%","mean",2,"N",0.00322502022228166,0.00322502022228166
"0.25","1","one2many","same","50%","mean",2,"rda",0.355051938060963,0.317903434271608
"0.25","1","one2many","same","50%","mean",2,"S",0.061867641795936,0.0447133122297519
"0.25","1","one2many","same","50%","var",1,"jaccard",0.000239880817962833,0.000483716495373894
"0.25","1","one2many","same","50%","var",1,"N",0.0236538318708039,0.0236538318708039
"0.25","1","one2many","same","50%","var",1,"rda",2.94830127152324e-05,0.000106818776658511
"0.25","1","one2many","same","50%","var",1,"S",0.000957140969936877,0.00155687551001427
"0.25","1","one2many","same","50%","var",2,"jaccard",7.59083684772666e-05,0.000419643449039728
"0.25","1","one2many","same","50%","var",2,"N",0.0362164535355944,0.0362164535355944
"0.25","1","one2many","same","50%","var",2,"rda",0.000226354653610345,0.000696862761387984
"0.25","1","one2many","same","50%","var",2,"S",0.000540887404292071,0.00137204986471838
"0.25","1","one2many","same","97.5%","mean",1,"jaccard",0.234691514707,0.333463941483401
"0.25","1","one2many","same","97.5%","mean",1,"N",0.365433447796075,0.365433447796075
"0.25","1","one2many","same","97.5%","mean",1,"rda",0.126615630469923,0.151798960512609
"0.25","1","one2many","same","97.5%","mean",1,"S",0.416191690747662,0.363365512303749
"0.25","1","one2many","same","97.5%","mean",2,"jaccard",0.932751513497897,0.884749556381938
"0.25","1","one2many","same","97.5%","mean",2,"N",0.701282483074182,0.701282483074182
"0.25","1","one2many","same","97.5%","mean",2,"rda",0.551263515613509,0.497087078461618
"0.25","1","one2many","same","97.5%","mean",2,"S",0.838192267783327,0.810740394140401
"0.25","1","one2many","same","97.5%","var",1,"jaccard",0.000708620013754844,0.0030431474892443
"0.25","1","one2many","same","97.5%","var",1,"N",0.0787630218586834,0.0787630218586834
"0.25","1","one2many","same","97.5%","var",1,"rda",0.000322981997479187,0.000680007585931392
"0.25","1","one2many","same","97.5%","var",1,"S",0.00315504628323369,0.00677409408944572
"0.25","1","one2many","same","97.5%","var",2,"jaccard",0.000354498053507502,0.00265298840499679
"0.25","1","one2many","same","97.5%","var",2,"N",0.101696382979425,0.101696382979425
"0.25","1","one2many","same","97.5%","var",2,"rda",0.00104784671667463,0.00410655107048003
"0.25","1","one2many","same","97.5%","var",2,"S",0.00198387612316203,0.0063627422510055
"0.25","1","one2many","same","mean","mean",1,"jaccard",-0.00058060030639331,-0.00698411961458
"0.25","1","one2many","same","mean","mean",1,"N",-0.0143886680389353,-0.0143886680389353
"0.25","1","one2many","same","mean","mean",1,"rda",0.0548656371335568,0.0536810324391012
"0.25","1","one2many","same","mean","mean",1,"S",-0.00935843711340765,-0.00566136122087239
"0.25","1","one2many","same","mean","mean",2,"jaccard",0.86591613625157,0.756422876440123
"0.25","1","one2many","same","mean","mean",2,"N",0.00565501403680995,0.00565501403680995
"0.25","1","one2many","same","mean","mean",2,"rda",0.354789878079083,0.317511549996198
"0.25","1","one2many","same","mean","mean",2,"S",0.082537933274892,0.0840167717806357
"0.25","1","one2many","same","mean","var",1,"jaccard",0.000296132065592139,0.000793297450953874
"0.25","1","one2many","same","mean","var",1,"N",0.0292294783010842,0.0292294783010842
"0.25","1","one2many","same","mean","var",1,"rda",5.60269418036895e-05,0.000164534008596363
"0.25","1","one2many","same","mean","var",1,"S",0.0011811894699477,0.00202419238056817
"0.25","1","one2many","same","mean","var",2,"jaccard",9.9281302531903e-05,0.000621148990973352
"0.25","1","one2many","same","mean","var",2,"N",0.0379980377233213,0.0379980377233213
"0.25","1","one2many","same","mean","var",2,"rda",0.000298166138559192,0.00112852635028296
"0.25","1","one2many","same","mean","var",2,"S",0.000685741825611848,0.00189032665361178
"0.25","1","one2many","same","var","mean",1,"jaccard",0.0111694170105585,0.0173633134320747
"0.25","1","one2many","same","var","mean",1,"N",0.0259962264512555,0.0259962264512555
"0.25","1","one2many","same","var","mean",1,"rda",0.00113590103613888,0.00127889389658297
"0.25","1","one2many","same","var","mean",1,"S",0.0464250944868224,0.0424926296705914
"0.25","1","one2many","same","var","mean",2,"jaccard",0.00157320960144962,0.00777925536856305
"0.25","1","one2many","same","var","mean",2,"N",0.130561289133935,0.130561289133935
"0.25","1","one2many","same","var","mean",2,"rda",0.0112580750587954,0.0119478804250684
"0.25","1","one2many","same","var","mean",2,"S",0.144321417575375,0.17610978031615
"0.25","1","one2many","same","var","var",1,"jaccard",3.20270676891751e-08,7.14743703889271e-07
"0.25","1","one2many","same","var","var",1,"N",0.00075967008247753,0.00075967008247753
"0.25","1","one2many","same","var","var",1,"rda",6.01328277210507e-09,3.40322555021535e-08
"0.25","1","one2many","same","var","var",1,"S",6.4977406979119e-07,4.82048660200892e-06
"0.25","1","one2many","same","var","var",2,"jaccard",8.21143837674646e-09,4.49129850610947e-07
"0.25","1","one2many","same","var","var",2,"N",0.000954479873625236,0.000954479873625236
"0.25","1","one2many","same","var","var",2,"rda",7.50116493079123e-08,1.28286006939542e-06
"0.25","1","one2many","same","var","var",2,"S",3.2558758939333e-07,2.81746490161067e-06
"0.25","1","one2one","all","2.5%","mean",1,"jaccard",0.32015326146584,0.321149130412746
"0.25","1","one2one","all","2.5%","mean",1,"N",-0.618604154341462,-0.618604154341462
"0.25","1","one2one","all","2.5%","mean",1,"rda",0.0630832888898532,0.058189381165466
"0.25","1","one2one","all","2.5%","mean",1,"S",-0.574461095892035,-0.566355047239339
"0.25","1","one2one","all","2.5%","mean",2,"jaccard",0.364246470340475,0.357189133210011
"0.25","1","one2one","all","2.5%","mean",2,"N",-0.64702753210466,-0.64702753210466
"0.25","1","one2one","all","2.5%","mean",2,"rda",0.0560349707214598,0.0525126059851386
"0.25","1","one2one","all","2.5%","mean",2,"S",-0.567468710876576,-0.551382258073335
"0.25","1","one2one","all","2.5%","var",1,"jaccard",6.66435039677352e-05,7.17526289725021e-05
"0.25","1","one2one","all","2.5%","var",1,"N",6.53259240508172e-05,6.53259240508172e-05
"0.25","1","one2one","all","2.5%","var",1,"rda",1.70390833025081e-05,1.77760626336715e-05
"0.25","1","one2one","all","2.5%","var",1,"S",0.000205416337227499,0.000170957824399276
"0.25","1","one2one","all","2.5%","var",2,"jaccard",0.000101875535199207,9.01729161479923e-05
"0.25","1","one2one","all","2.5%","var",2,"N",4.38095605853145e-05,4.38095605853145e-05
"0.25","1","one2one","all","2.5%","var",2,"rda",9.47608378173351e-06,1.04838956028526e-05
"0.25","1","one2one","all","2.5%","var",2,"S",0.000131538266609748,0.000106288540441551
"0.25","1","one2one","all","50%","mean",1,"jaccard",0.523197307077901,0.521311962877005
"0.25","1","one2one","all","50%","mean",1,"N",0.00800267261919782,0.00800267261919782
"0.25","1","one2one","all","50%","mean",1,"rda",0.150127233424603,0.149519529133285
"0.25","1","one2one","all","50%","mean",1,"S",0.00520781269775206,-5.07826080912177e-05
"0.25","1","one2one","all","50%","mean",2,"jaccard",0.502640734951393,0.495898324398869
"0.25","1","one2one","all","50%","mean",2,"N",0.0599342937789772,0.0599342937789772
"0.25","1","one2one","all","50%","mean",2,"rda",0.151345953923935,0.149133816089851
"0.25","1","one2one","all","50%","mean",2,"S",-0.00833384892662007,-0.015338774124238
"0.25","1","one2one","all","50%","var",1,"jaccard",0.000319023295273305,0.000319386440283012
"0.25","1","one2one","all","50%","var",1,"N",0.00564933807409322,0.00564933807409322
"0.25","1","one2one","all","50%","var",1,"rda",9.4849878875507e-05,9.33337878924529e-05
"0.25","1","one2one","all","50%","var",1,"S",0.000613451821600179,0.000625686340323035
"0.25","1","one2one","all","50%","var",2,"jaccard",0.000317297325625847,0.000307913106817544
"0.25","1","one2one","all","50%","var",2,"N",0.00453770745846018,0.00453770745846018
"0.25","1","one2one","all","50%","var",2,"rda",9.80910293145877e-05,0.000103089423665037
"0.25","1","one2one","all","50%","var",2,"S",0.000570832773923612,0.000569768779654242
"0.25","1","one2one","all","97.5%","mean",1,"jaccard",0.624405404487692,0.623564187709072
"0.25","1","one2one","all","97.5%","mean",1,"N",0.638382095126366,0.638382095126366
"0.25","1","one2one","all","97.5%","mean",1,"rda",0.231796397736501,0.229903605095749
"0.25","1","one2one","all","97.5%","mean",1,"S",0.526790740693527,0.508570747491237
"0.25","1","one2one","all","97.5%","mean",2,"jaccard",0.65992670348459,0.659635337672971
"0.25","1","one2one","all","97.5%","mean",2,"N",0.568909052894279,0.568909052894279
"0.25","1","one2one","all","97.5%","mean",2,"rda",0.244530961752107,0.240645924391535
"0.25","1","one2one","all","97.5%","mean",2,"S",0.57298595285795,0.539585136483399
"0.25","1","one2one","all","97.5%","var",1,"jaccard",0.00124362013916937,0.00130126566042919
"0.25","1","one2one","all","97.5%","var",1,"N",0.0627458937727234,0.0627458937727234
"0.25","1","one2one","all","97.5%","var",1,"rda",0.000637730560387163,0.000837860776218048
"0.25","1","one2one","all","97.5%","var",1,"S",0.00171291871468848,0.00163939545307231
"0.25","1","one2one","all","97.5%","var",2,"jaccard",0.00127541719213936,0.00135017074266194
"0.25","1","one2one","all","97.5%","var",2,"N",0.0654922151247002,0.0654922151247002
"0.25","1","one2one","all","97.5%","var",2,"rda",0.000330415159016568,0.000462918863049448
"0.25","1","one2one","all","97.5%","var",2,"S",0.00145660178173432,0.00138945923750521
"0.25","1","one2one","all","mean","mean",1,"jaccard",0.506645432346737,0.504861865031167
"0.25","1","one2one","all","mean","mean",1,"N",0.000909213256547847,0.000909213256547847
"0.25","1","one2one","all","mean","mean",1,"rda",0.151148967293505,0.148394295788873
"0.25","1","one2one","all","mean","mean",1,"S",-0.00835372681683144,-0.00974346166540002
"0.25","1","one2one","all","mean","mean",2,"jaccard",0.502835551777157,0.499788347054809
"0.25","1","one2one","all","mean","mean",2,"N",0.0225781261223353,0.0225781261223353
"0.25","1","one2one","all","mean","mean",2,"rda",0.149674290657526,0.14623864592959
"0.25","1","one2one","all","mean","mean",2,"S",0.00818419232763321,0.00698713767060876
"0.25","1","one2one","all","mean","var",1,"jaccard",0.000424060396475486,0.000422225972664197
"0.25","1","one2one","all","mean","var",1,"N",0.01312804678605,0.01312804678605
"0.25","1","one2one","all","mean","var",1,"rda",0.000167512354386286,0.000175712010114819
"0.25","1","one2one","all","mean","var",1,"S",0.000694891689071412,0.000704713717836016
"0.25","1","one2one","all","mean","var",2,"jaccard",0.000385894318761267,0.00039558130123853
"0.25","1","one2one","all","mean","var",2,"N",0.0123770629252267,0.0123770629252267
"0.25","1","one2one","all","mean","var",2,"rda",0.000127767233359092,0.000136185339294811
"0.25","1","one2one","all","mean","var",2,"S",0.000652298082087158,0.000665357355484299
"0.25","1","one2one","all","var","mean",1,"jaccard",0.00585657326651743,0.00568204358817956
"0.25","1","one2one","all","var","mean",1,"N",0.144616866916671,0.144616866916671
"0.25","1","one2one","all","var","mean",1,"rda",0.00201362436462071,0.00202299571542546
"0.25","1","one2one","all","var","mean",1,"S",0.0960643524591352,0.0944354216070084
"0.25","1","one2one","all","var","mean",2,"jaccard",0.00511409424562405,0.0050868526696387
"0.25","1","one2one","all","var","mean",2,"N",0.109957118182958,0.109957118182958
"0.25","1","one2one","all","var","mean",2,"rda",0.00252723633826533,0.00258144782981222
"0.25","1","one2one","all","var","mean",2,"S",0.0827557368712068,0.081847822153697
"0.25","1","one2one","all","var","var",1,"jaccard",1.32446323916438e-07,1.13191618587781e-07
"0.25","1","one2one","all","var","var",1,"N",0.000392809340518829,0.000392809340518829
"0.25","1","one2one","all","var","var",1,"rda",4.15056405431071e-08,5.16049140958992e-08
"0.25","1","one2one","all","var","var",1,"S",2.00663236036423e-07,1.93747373872964e-07
"0.25","1","one2one","all","var","var",2,"jaccard",9.45541656127706e-08,9.93866442809432e-08
"0.25","1","one2one","all","var","var",2,"N",0.000330762155296364,0.000330762155296364
"0.25","1","one2one","all","var","var",2,"rda",1.48877454535413e-08,1.76423935165314e-08
"0.25","1","one2one","all","var","var",2,"S",1.42730740739437e-07,1.63723107273358e-07
"0.25","1","one2one","none","2.5%","mean",1,"jaccard",-0.073810115719261,-0.0719205744603068
"0.25","1","one2one","none","2.5%","mean",1,"N",-0.106063039448405,-0.106063039448405
"0.25","1","one2one","none","2.5%","mean",1,"rda",0.0403478156379729,0.0406603614144318
"0.25","1","one2one","none","2.5%","mean",1,"S",-0.14716634646947,-0.153162113449261
"0.25","1","one2one","none","2.5%","mean",2,"jaccard",-0.063784878171236,-0.063784878171236
"0.25","1","one2one","none","2.5%","mean",2,"N",-0.126533261130895,-0.126533261130895
"0.25","1","one2one","none","2.5%","mean",2,"rda",0.0442229950710617,0.0440589709647436
"0.25","1","one2one","none","2.5%","mean",2,"S",-0.145956977296015,-0.149130932374143
"0.25","1","one2one","none","2.5%","var",1,"jaccard",0.00519602743148764,0.00519602743148764
"0.25","1","one2one","none","2.5%","var",1,"N",0.0175755514799924,0.0175755514799924
"0.25","1","one2one","none","2.5%","var",1,"rda",9.60458637779199e-05,9.19932355120968e-05
"0.25","1","one2one","none","2.5%","var",1,"S",0.0207417466386566,0.0207328732828119
"0.25","1","one2one","none","2.5%","var",2,"jaccard",0.0053461062329322,0.00510119232009349
"0.25","1","one2one","none","2.5%","var",2,"N",0.0193876733175859,0.0193876733175859
"0.25","1","one2one","none","2.5%","var",2,"rda",8.91740738700729e-05,8.9174073870073e-05
"0.25","1","one2one","none","2.5%","var",2,"S",0.0177561616531776,0.0176785768879587
"0.25","1","one2one","none","50%","mean",1,"jaccard",0.0102362695974688,0.0120935255133942
"0.25","1","one2one","none","50%","mean",1,"N",-0.00104889727450195,-0.00104889727450195
"0.25","1","one2one","none","50%","mean",1,"rda",0.0531205813305954,0.0531955934652347
"0.25","1","one2one","none","50%","mean",1,"S",-0.0212510844740874,-0.0248000191268493
"0.25","1","one2one","none","50%","mean",2,"jaccard",0.00281111916615848,0.00526737242058621
"0.25","1","one2one","none","50%","mean",2,"N",0.0058509733560691,0.0058509733560691
"0.25","1","one2one","none","50%","mean",2,"rda",0.0536151194093353,0.0535254426687306
"0.25","1","one2one","none","50%","mean",2,"S",0.00260695611174147,0.00336631459660515
"0.25","1","one2one","none","50%","var",1,"jaccard",0.0213316182626649,0.0221017734408456
"0.25","1","one2one","none","50%","var",1,"N",0.0464896829545202,0.0464896829545202
"0.25","1","one2one","none","50%","var",1,"rda",0.000296699109109783,0.000299646617372596
"0.25","1","one2one","none","50%","var",1,"S",0.0529257854926157,0.0520202719315346
"0.25","1","one2one","none","50%","var",2,"jaccard",0.0217402880763192,0.0221544046657285
"0.25","1","one2one","none","50%","var",2,"N",0.0485183504565836,0.0485183504565836
"0.25","1","one2one","none","50%","var",2,"rda",0.0003116120883463,0.000318724916189239
"0.25","1","one2one","none","50%","var",2,"S",0.0471565173125392,0.0466449161990755
"0.25","1","one2one","none","97.5%","mean",1,"jaccard",0.0893046672064604,0.0885997409639661
"0.25","1","one2one","none","97.5%","mean",1,"N",0.144008132623527,0.144008132623527
"0.25","1","one2one","none","97.5%","mean",1,"rda",0.0643839096784905,0.0643698017331199
"0.25","1","one2one","none","97.5%","mean",1,"S",0.112617816868851,0.103820479529578
"0.25","1","one2one","none","97.5%","mean",2,"jaccard",0.124620458197502,0.124620458197502
"0.25","1","one2one","none","97.5%","mean",2,"N",0.180357886347646,0.180357886347646
"0.25","1","one2one","none","97.5%","mean",2,"rda",0.0661367880349232,0.065986220787258
"0.25","1","one2one","none","97.5%","mean",2,"S",0.138122417745109,0.138122417745109
"0.25","1","one2one","none","97.5%","var",1,"jaccard",0.0572175108394782,0.0572175108394782
"0.25","1","one2one","none","97.5%","var",1,"N",0.116909154586184,0.116909154586184
"0.25","1","one2one","none","97.5%","var",1,"rda",0.000948190486775045,0.000963215902855632
"0.25","1","one2one","none","97.5%","var",1,"S",0.112716188377736,0.112716188377736
"0.25","1","one2one","none","97.5%","var",2,"jaccard",0.055836650572893,0.0550763465612626
"0.25","1","one2one","none","97.5%","var",2,"N",0.0986424392933077,0.0986424392933077
"0.25","1","one2one","none","97.5%","var",2,"rda",0.000896924443832616,0.000803108919197124
"0.25","1","one2one","none","97.5%","var",2,"S",0.100578226521982,0.101664074278654
"0.25","1","one2one","none","mean","mean",1,"jaccard",0.00832580050937781,0.00974996553283267
"0.25","1","one2one","none","mean","mean",1,"N",0.00823624523916778,0.00823624523916778
"0.25","1","one2one","none","mean","mean",1,"rda",0.0529930101672312,0.0531354152309611
"0.25","1","one2one","none","mean","mean",1,"S",-0.0152284854318236,-0.0161151409856479
"0.25","1","one2one","none","mean","mean",2,"jaccard",0.00670323036380375,0.00777123809290145
"0.25","1","one2one","none","mean","mean",2,"N",0.0085600777160378,0.0085600777160378
"0.25","1","one2one","none","mean","mean",2,"rda",0.0537904312587063,0.0538221722859871
"0.25","1","one2one","none","mean","mean",2,"S",0.00636547612604081,0.00622020050986691
"0.25","1","one2one","none","mean","var",1,"jaccard",0.0237080523655882,0.0238816255047266
"0.25","1","one2one","none","mean","var",1,"N",0.0532097212127945,0.0532097212127945
"0.25","1","one2one","none","mean","var",1,"rda",0.000355587599410094,0.000359335633076334
"0.25","1","one2one","none","mean","var",1,"S",0.0546698523602802,0.0548238061856086
"0.25","1","one2one","none","mean","var",2,"jaccard",0.0247114767996892,0.0246288155167153
"0.25","1","one2one","none","mean","var",2,"N",0.0513621065214311,0.0513621065214311
"0.25","1","one2one","none","mean","var",2,"rda",0.000372766792032025,0.000370240274367155
"0.25","1","one2one","none","mean","var",2,"S",0.051361881537671,0.0515786181959372
"0.25","1","one2one","none","var","mean",1,"jaccard",0.00213498456534644,0.00213139095375139
"0.25","1","one2one","none","var","mean",1,"N",0.0045862244532293,0.0045862244532293
"0.25","1","one2one","none","var","mean",1,"rda",3.65208237029453e-05,3.61869397203692e-05
"0.25","1","one2one","none","var","mean",1,"S",0.00443113633486256,0.00449214252151924
"0.25","1","one2one","none","var","mean",2,"jaccard",0.002429754260467,0.00243435682725943
"0.25","1","one2one","none","var","mean",2,"N",0.00611740958404195,0.00611740958404195
"0.25","1","one2one","none","var","mean",2,"rda",3.23295986992562e-05,3.26495076447575e-05
"0.25","1","one2one","none","var","mean",2,"S",0.00599328956407362,0.00589233090995354
"0.25","1","one2one","none","var","var",1,"jaccard",0.000185128410807096,0.000188701992003889
"0.25","1","one2one","none","var","var",1,"N",0.000665128314582774,0.000665128314582774
"0.25","1","one2one","none","var","var",1,"rda",8.09857817587658e-08,8.45303513698654e-08
"0.25","1","one2one","none","var","var",1,"S",0.000597982461944073,0.000595326332705445
"0.25","1","one2one","none","var","var",2,"jaccard",0.000209809508494311,0.000211388989208079
"0.25","1","one2one","none","var","var",2,"N",0.000458156520490578,0.000458156520490578
"0.25","1","one2one","none","var","var",2,"rda",5.54092588757096e-08,5.21713725702275e-08
"0.25","1","one2one","none","var","var",2,"S",0.000527504033174832,0.000531528898575196
"0.25","1","one2one","opposite","2.5%","mean",1,"jaccard",-0.188984427533723,-0.157638689127445
"0.25","1","one2one","opposite","2.5%","mean",1,"N",-0.25387534731992,-0.25387534731992
"0.25","1","one2one","opposite","2.5%","mean",1,"rda",0.0166253950559411,0.0205769947506315
"0.25","1","one2one","opposite","2.5%","mean",1,"S",-0.418361286743153,-0.424967199306895
"0.25","1","one2one","opposite","2.5%","mean",2,"jaccard",0.790140364331196,0.783486817355744
"0.25","1","one2one","opposite","2.5%","mean",2,"N",-0.633603290819313,-0.633603290819313
"0.25","1","one2one","opposite","2.5%","mean",2,"rda",0.201141103163478,0.187879799714648
"0.25","1","one2one","opposite","2.5%","mean",2,"S",-0.726478022772227,-0.70822357988056
"0.25","1","one2one","opposite","2.5%","var",1,"jaccard",6.57281839772087e-05,9.3857719373503e-05
"0.25","1","one2one","opposite","2.5%","var",1,"N",0.000189225555159603,0.000189225555159603
"0.25","1","one2one","opposite","2.5%","var",1,"rda",7.86492015808667e-06,1.30048884063397e-05
"0.25","1","one2one","opposite","2.5%","var",1,"S",0.000334010222066682,0.000378552548503381
"0.25","1","one2one","opposite","2.5%","var",2,"jaccard",1.62744961418538e-05,2.44882191536464e-05
"0.25","1","one2one","opposite","2.5%","var",2,"N",0.000167665418243847,0.000167665418243847
"0.25","1","one2one","opposite","2.5%","var",2,"rda",2.16138331096831e-05,2.61638752400262e-05
"0.25","1","one2one","opposite","2.5%","var",2,"S",0.000175393129535834,0.000202229650868596
"0.25","1","one2one","opposite","50%","mean",1,"jaccard",-0.0345354225265197,0.00330556227661026
"0.25","1","one2one","opposite","50%","mean",1,"N",0.0258001692781305,0.0258001692781305
"0.25","1","one2one","opposite","50%","mean",1,"rda",0.0371145100504982,0.0481232575377433
"0.25","1","one2one","opposite","50%","mean",1,"S",0.0197195161374465,0.0181239492323104
"0.25","1","one2one","opposite","50%","mean",2,"jaccard",0.873164298784685,0.865483722961254
"0.25","1","one2one","opposite","50%","mean",2,"N",-0.0110560566926055,-0.0110560566926055
"0.25","1","one2one","opposite","50%","mean",2,"rda",0.358771702915985,0.346523100976762
"0.25","1","one2one","opposite","50%","mean",2,"S",-0.0115047009959672,-0.00601023026489971
"0.25","1","one2one","opposite","50%","var",1,"jaccard",0.000246097369427402,0.000395441082112314
"0.25","1","one2one","opposite","50%","var",1,"N",0.0311670000441759,0.0311670000441759
"0.25","1","one2one","opposite","50%","var",1,"rda",3.05666522213462e-05,5.45005068122459e-05
"0.25","1","one2one","opposite","50%","var",1,"S",0.00100179438134083,0.0012292614901452
"0.25","1","one2one","opposite","50%","var",2,"jaccard",8.21796165571061e-05,8.85618039816695e-05
"0.25","1","one2one","opposite","50%","var",2,"N",0.0340162870328243,0.0340162870328243
"0.25","1","one2one","opposite","50%","var",2,"rda",0.000241819273455818,0.000227562704603087
"0.25","1","one2one","opposite","50%","var",2,"S",0.000619260083696955,0.000655860132905486
"0.25","1","one2one","opposite","97.5%","mean",1,"jaccard",0.194737133838016,0.226372977229149
"0.25","1","one2one","opposite","97.5%","mean",1,"N",0.442267279149755,0.442267279149755
"0.25","1","one2one","opposite","97.5%","mean",1,"rda",0.130494813095289,0.130011326480225
"0.25","1","one2one","opposite","97.5%","mean",1,"S",0.444256591321502,0.410795032684721
"0.25","1","one2one","opposite","97.5%","mean",2,"jaccard",0.939711894004477,0.93383532131671
"0.25","1","one2one","opposite","97.5%","mean",2,"N",0.678813680955256,0.678813680955256
"0.25","1","one2one","opposite","97.5%","mean",2,"rda",0.531209611018622,0.519597124412353
"0.25","1","one2one","opposite","97.5%","mean",2,"S",0.66072121534029,0.657836052251196
"0.25","1","one2one","opposite","97.5%","var",1,"jaccard",0.000704417499843783,0.00140734547683032
"0.25","1","one2one","opposite","97.5%","var",1,"N",0.105438362289554,0.105438362289554
"0.25","1","one2one","opposite","97.5%","var",1,"rda",0.000123200297595877,0.000142230018930293
"0.25","1","one2one","opposite","97.5%","var",1,"S",0.0025645847295759,0.00326076369430369
"0.25","1","one2one","opposite","97.5%","var",2,"jaccard",0.00039381819737212,0.000543676013909658
"0.25","1","one2one","opposite","97.5%","var",2,"N",0.124129549347061,0.124129549347061
"0.25","1","one2one","opposite","97.5%","var",2,"rda",0.00143112650941487,0.00149064065051037
