"sigA","sigB","topo","envfilt","stat","summary","env","measure","cor_a","cor_b"
"1","1","one2many","same","var","var",2,"S",0.000198226886483087,0.000486666532537737
"1","1","one2one","all","2.5%","mean",1,"jaccard",0.146494188015414,0.159467884393731
"1","1","one2one","all","2.5%","mean",1,"N",-0.146347113474546,-0.146347113474546
"1","1","one2one","all","2.5%","mean",1,"rda",0.0888523462050946,0.0901528838771052
"1","1","one2one","all","2.5%","mean",1,"S",-0.501188159801263,-0.52198910102027
"1","1","one2one","all","2.5%","mean",2,"jaccard",0.142657751220438,0.0854775388038169
"1","1","one2one","all","2.5%","mean",2,"N",-0.152240910023233,-0.152240910023233
"1","1","one2one","all","2.5%","mean",2,"rda",0.0939924491316807,0.0992420145843271
"1","1","one2one","all","2.5%","mean",2,"S",-0.576330130887495,-0.633364812923606
"1","1","one2one","all","2.5%","var",1,"jaccard",0.00118901417146094,0.000476821388681305
"1","1","one2one","all","2.5%","var",1,"N",0.018119240621849,0.018119240621849
"1","1","one2one","all","2.5%","var",1,"rda",0.000149104034209986,0.00012127867913425
"1","1","one2one","all","2.5%","var",1,"S",0.00247923973863775,0.00169537171744038
"1","1","one2one","all","2.5%","var",2,"jaccard",0.00118496519205846,0.000441762921881574
"1","1","one2one","all","2.5%","var",2,"N",0.0205753212746646,0.0205753212746646
"1","1","one2one","all","2.5%","var",2,"rda",0.000223522592304239,0.000162785773456791
"1","1","one2one","all","2.5%","var",2,"S",0.00250622685359762,0.0012749337189111
"1","1","one2one","all","50%","mean",1,"jaccard",0.458394068255118,0.474306777253714
"1","1","one2one","all","50%","mean",1,"N",0.0193594373861688,0.0193594373861688
"1","1","one2one","all","50%","mean",1,"rda",0.142719714912133,0.153329238302572
"1","1","one2one","all","50%","mean",1,"S",0.0660850364729942,0.0386003972772906
"1","1","one2one","all","50%","mean",2,"jaccard",0.476102241254994,0.507442220258642
"1","1","one2one","all","50%","mean",2,"N",-0.00466638259830289,-0.00466638259830289
"1","1","one2one","all","50%","mean",2,"rda",0.150669215876558,0.157389188377512
"1","1","one2one","all","50%","mean",2,"S",0.0174783304946593,0.0455347642483813
"1","1","one2one","all","50%","var",1,"jaccard",0.00417896709575817,0.00272427667965525
"1","1","one2one","all","50%","var",1,"N",0.0468865888398067,0.0468865888398067
"1","1","one2one","all","50%","var",1,"rda",0.000601332660550634,0.000512704956565234
"1","1","one2one","all","50%","var",1,"S",0.00908789607985951,0.00563435675841205
"1","1","one2one","all","50%","var",2,"jaccard",0.00502454839426182,0.00319815522487275
"1","1","one2one","all","50%","var",2,"N",0.0440665376974931,0.0440665376974931
"1","1","one2one","all","50%","var",2,"rda",0.000630056940085266,0.000564869748306177
"1","1","one2one","all","50%","var",2,"S",0.0100784726061571,0.00546920872137413
"1","1","one2one","all","97.5%","mean",1,"jaccard",0.705279360729162,0.767056453344453
"1","1","one2one","all","97.5%","mean",1,"N",0.137219400102435,0.137219400102435
"1","1","one2one","all","97.5%","mean",1,"rda",0.232430987369438,0.229082837600395
"1","1","one2one","all","97.5%","mean",1,"S",0.52796337801884,0.561024683001327
"1","1","one2one","all","97.5%","mean",2,"jaccard",0.719171661852794,0.747424047871657
"1","1","one2one","all","97.5%","mean",2,"N",0.151967849819353,0.151967849819353
"1","1","one2one","all","97.5%","mean",2,"rda",0.242370269701537,0.253507300956956
"1","1","one2one","all","97.5%","mean",2,"S",0.616813589996506,0.583441209753627
"1","1","one2one","all","97.5%","var",1,"jaccard",0.0136334174304508,0.0097202748252626
"1","1","one2one","all","97.5%","var",1,"N",0.099415291019192,0.099415291019192
"1","1","one2one","all","97.5%","var",1,"rda",0.00140212566237149,0.00135470993338624
"1","1","one2one","all","97.5%","var",1,"S",0.0272400274509546,0.0192214679050861
"1","1","one2one","all","97.5%","var",2,"jaccard",0.0136008951867671,0.0110511925070621
"1","1","one2one","all","97.5%","var",2,"N",0.0988594289905915,0.0988594289905915
"1","1","one2one","all","97.5%","var",2,"rda",0.00166112284397931,0.00156648000251121
"1","1","one2one","all","97.5%","var",2,"S",0.0345509242435482,0.0247432847504866
"1","1","one2one","all","mean","mean",1,"jaccard",0.449738250510315,0.471471027851313
"1","1","one2one","all","mean","mean",1,"N",0.00850140780846486,0.00850140780846486
"1","1","one2one","all","mean","mean",1,"rda",0.149721195410811,0.154022380084269
"1","1","one2one","all","mean","mean",1,"S",0.0558020331161266,0.0415861812559299
"1","1","one2one","all","mean","mean",2,"jaccard",0.46664715770426,0.491279305590902
"1","1","one2one","all","mean","mean",2,"N",-0.00362141485781988,-0.00362141485781988
"1","1","one2one","all","mean","mean",2,"rda",0.152962524828072,0.1581576903194
"1","1","one2one","all","mean","mean",2,"S",0.020904164999677,0.0187897380298149
"1","1","one2one","all","mean","var",1,"jaccard",0.00517899438213063,0.00346071613534738
"1","1","one2one","all","mean","var",1,"N",0.0512474391609296,0.0512474391609296
"1","1","one2one","all","mean","var",1,"rda",0.000657183914915435,0.000565422209738092
"1","1","one2one","all","mean","var",1,"S",0.010934265689755,0.00734909983603903
"1","1","one2one","all","mean","var",2,"jaccard",0.00552302323094857,0.00396712077148324
"1","1","one2one","all","mean","var",2,"N",0.0514856156821087,0.0514856156821087
"1","1","one2one","all","mean","var",2,"rda",0.000708305090367127,0.00064678578876477
"1","1","one2one","all","mean","var",2,"S",0.0119112085071942,0.00757422712213144
"1","1","one2one","all","var","mean",1,"jaccard",0.026963810618529,0.0271357577023513
"1","1","one2one","all","var","mean",1,"N",0.00581615509283121,0.00581615509283121
"1","1","one2one","all","var","mean",1,"rda",0.00137808728446572,0.00151574397864521
"1","1","one2one","all","var","mean",1,"S",0.0947017977004381,0.095364317369522
"1","1","one2one","all","var","mean",2,"jaccard",0.0251362191007125,0.0302465349340353
"1","1","one2one","all","var","mean",2,"N",0.00555917159268196,0.00555917159268196
"1","1","one2one","all","var","mean",2,"rda",0.00144905991070377,0.00155768116280503
"1","1","one2one","all","var","mean",2,"S",0.101098333887027,0.107089154167649
"1","1","one2one","all","var","var",1,"jaccard",1.18735863729086e-05,6.34767814841898e-06
"1","1","one2one","all","var","var",1,"N",0.000582630071982334,0.000582630071982334
"1","1","one2one","all","var","var",1,"rda",1.17783670198661e-07,9.93933128026638e-08
"1","1","one2one","all","var","var",1,"S",5.30042804923576e-05,2.65792060586697e-05
"1","1","one2one","all","var","var",2,"jaccard",1.3227004122766e-05,8.46691063756934e-06
"1","1","one2one","all","var","var",2,"N",0.000589001610077081,0.000589001610077081
"1","1","one2one","all","var","var",2,"rda",1.61498906874879e-07,1.3054067020557e-07
"1","1","one2one","all","var","var",2,"S",8.67822645034244e-05,4.73810927194106e-05
"1","1","one2one","none","2.5%","mean",1,"jaccard",-0.0942586484549854,-0.0942586484549854
"1","1","one2one","none","2.5%","mean",1,"N",-0.136129443148883,-0.136129443148883
"1","1","one2one","none","2.5%","mean",1,"rda",0.0415104383901406,0.041784262644149
"1","1","one2one","none","2.5%","mean",1,"S",-0.133881819194517,-0.138401660198351
"1","1","one2one","none","2.5%","mean",2,"jaccard",-0.0772460896404235,-0.0745659950648906
"1","1","one2one","none","2.5%","mean",2,"N",-0.139630305747239,-0.139630305747239
"1","1","one2one","none","2.5%","mean",2,"rda",0.0448701931032641,0.0448701931032641
"1","1","one2one","none","2.5%","mean",2,"S",-0.168101396821441,-0.166152998001422
"1","1","one2one","none","2.5%","var",1,"jaccard",0.00465011764412955,0.00490074463715801
"1","1","one2one","none","2.5%","var",1,"N",0.0197836435206502,0.0197836435206502
"1","1","one2one","none","2.5%","var",1,"rda",0.000115249281896157,0.000114579800796954
"1","1","one2one","none","2.5%","var",1,"S",0.0187780442656172,0.0205200823651872
"1","1","one2one","none","2.5%","var",2,"jaccard",0.00462748482895835,0.00449054424527581
"1","1","one2one","none","2.5%","var",2,"N",0.0160144374465422,0.0160144374465422
"1","1","one2one","none","2.5%","var",2,"rda",9.08323007488323e-05,9.08323007488325e-05
"1","1","one2one","none","2.5%","var",2,"S",0.0208980141011278,0.0200313386011682
"1","1","one2one","none","50%","mean",1,"jaccard",0.00900459523543141,0.0114114778927126
"1","1","one2one","none","50%","mean",1,"N",0.00642175180517131,0.00642175180517131
"1","1","one2one","none","50%","mean",1,"rda",0.0531765229247144,0.0532409441043348
"1","1","one2one","none","50%","mean",1,"S",-0.018338646485825,-0.0186975713495238
"1","1","one2one","none","50%","mean",2,"jaccard",0.00323137790256273,0.00317158170419829
"1","1","one2one","none","50%","mean",2,"N",-0.00106818848840462,-0.00106818848840462
"1","1","one2one","none","50%","mean",2,"rda",0.0518817138694956,0.0519767195058374
"1","1","one2one","none","50%","mean",2,"S",-0.00216816974414896,-0.00216816974414896
"1","1","one2one","none","50%","var",1,"jaccard",0.0204486037124879,0.019993115641028
"1","1","one2one","none","50%","var",1,"N",0.0555314494954424,0.0555314494954424
"1","1","one2one","none","50%","var",1,"rda",0.000301911879112728,0.000307797053388843
"1","1","one2one","none","50%","var",1,"S",0.0490223527005499,0.050343952906644
"1","1","one2one","none","50%","var",2,"jaccard",0.0193159955739668,0.0190489304989503
"1","1","one2one","none","50%","var",2,"N",0.048959672260517,0.048959672260517
"1","1","one2one","none","50%","var",2,"rda",0.000273916180881816,0.000273916180881816
"1","1","one2one","none","50%","var",2,"S",0.049323478707906,0.0501504462464009
"1","1","one2one","none","97.5%","mean",1,"jaccard",0.100230988059031,0.100230988059031
"1","1","one2one","none","97.5%","mean",1,"N",0.140291004872466,0.140291004872466
"1","1","one2one","none","97.5%","mean",1,"rda",0.0662782998419738,0.0661965913007998
"1","1","one2one","none","97.5%","mean",1,"S",0.115307162316612,0.11583337849429
"1","1","one2one","none","97.5%","mean",2,"jaccard",0.116380522221695,0.112702921222548
"1","1","one2one","none","97.5%","mean",2,"N",0.149672940065007,0.149672940065007
"1","1","one2one","none","97.5%","mean",2,"rda",0.0624037465895356,0.0624037465895356
"1","1","one2one","none","97.5%","mean",2,"S",0.144509833170585,0.143494239857962
"1","1","one2one","none","97.5%","var",1,"jaccard",0.055330656282299,0.0558497106947161
"1","1","one2one","none","97.5%","var",1,"N",0.108250240554623,0.108250240554623
"1","1","one2one","none","97.5%","var",1,"rda",0.000889306530482002,0.000890838858548297
"1","1","one2one","none","97.5%","var",1,"S",0.104409568502925,0.106975432946628
"1","1","one2one","none","97.5%","var",2,"jaccard",0.0444576513519538,0.044233333965283
"1","1","one2one","none","97.5%","var",2,"N",0.0969082016455072,0.0969082016455072
"1","1","one2one","none","97.5%","var",2,"rda",0.000657258460175959,0.000657258460175959
"1","1","one2one","none","97.5%","var",2,"S",0.094251690732117,0.0945507958082903
"1","1","one2one","none","mean","mean",1,"jaccard",0.00673183369002143,0.00767651247996063
"1","1","one2one","none","mean","mean",1,"N",0.00329150093596547,0.00329150093596547
"1","1","one2one","none","mean","mean",1,"rda",0.0534537781605627,0.0535132315455353
"1","1","one2one","none","mean","mean",1,"S",-0.0120631815772142,-0.0117023627310786
"1","1","one2one","none","mean","mean",2,"jaccard",0.0026630221740582,0.00363662706678459
"1","1","one2one","none","mean","mean",2,"N",0.00311377265155754,0.00311377265155754
"1","1","one2one","none","mean","mean",2,"rda",0.0526671564231981,0.0527270782937198
"1","1","one2one","none","mean","mean",2,"S",-0.00311490788576355,-0.00296646429692379
"1","1","one2one","none","mean","var",1,"jaccard",0.0226983234312136,0.0229111989255606
"1","1","one2one","none","mean","var",1,"N",0.0578715117656785,0.0578715117656785
"1","1","one2one","none","mean","var",1,"rda",0.000344405662650956,0.000345126045614984
"1","1","one2one","none","mean","var",1,"S",0.0522609708904178,0.0523609552523222
"1","1","one2one","none","mean","var",2,"jaccard",0.0209266579148503,0.0208718092916105
"1","1","one2one","none","mean","var",2,"N",0.0514409230345551,0.0514409230345551
"1","1","one2one","none","mean","var",2,"rda",0.000299856158345085,0.000299456506532076
"1","1","one2one","none","mean","var",2,"S",0.052418048610275,0.0526526253991568
"1","1","one2one","none","var","mean",1,"jaccard",0.00216398456166026,0.00208860283176239
"1","1","one2one","none","var","mean",1,"N",0.00486210855579447,0.00486210855579447
"1","1","one2one","none","var","mean",1,"rda",3.56797177216206e-05,3.47928867585556e-05
"1","1","one2one","none","var","mean",1,"S",0.00573235696557125,0.00575089294224498
"1","1","one2one","none","var","mean",2,"jaccard",0.00222534114681465,0.00224366846815624
"1","1","one2one","none","var","mean",2,"N",0.00662361487124044,0.00662361487124044
"1","1","one2one","none","var","mean",2,"rda",2.34503650179648e-05,2.33353757234739e-05
"1","1","one2one","none","var","mean",2,"S",0.00651797221531649,0.00656821820094651
"1","1","one2one","none","var","var",1,"jaccard",0.000181326548481173,0.000182361466187501
"1","1","one2one","none","var","var",1,"N",0.000533181723175232,0.000533181723175232
"1","1","one2one","none","var","var",1,"rda",4.45683736714559e-08,4.41634855906361e-08
"1","1","one2one","none","var","var",1,"S",0.000526390886661583,0.000534585206631841
"1","1","one2one","none","var","var",2,"jaccard",0.000129690731330341,0.000130775455978496
"1","1","one2one","none","var","var",2,"N",0.000487048014433684,0.000487048014433684
"1","1","one2one","none","var","var",2,"rda",2.65908699799672e-08,2.64844175795108e-08
"1","1","one2one","none","var","var",2,"S",0.000401797643877211,0.000414112728377246
"1","1","one2one","opposite","2.5%","mean",1,"jaccard",-0.169743914257976,0.0228917953461503
"1","1","one2one","opposite","2.5%","mean",1,"N",-0.127978890831425,-0.127978890831425
"1","1","one2one","opposite","2.5%","mean",1,"rda",0.0334628054773666,0.0561268647762604
"1","1","one2one","opposite","2.5%","mean",1,"S",-0.343891925161112,-0.54486972157277
"1","1","one2one","opposite","2.5%","mean",2,"jaccard",0.324858899041679,0.104284948760677
"1","1","one2one","opposite","2.5%","mean",2,"N",-0.138634481685726,-0.138634481685726
"1","1","one2one","opposite","2.5%","mean",2,"rda",0.0998270382647455,0.0754142038258636
"1","1","one2one","opposite","2.5%","mean",2,"S",-0.700348737218975,-0.603197418369571
"1","1","one2one","opposite","2.5%","var",1,"jaccard",0.00203826478085931,0.00114106608924223
"1","1","one2one","opposite","2.5%","var",1,"N",0.0198601907040811,0.0198601907040811
"1","1","one2one","opposite","2.5%","var",1,"rda",5.01217753522351e-05,0.000115292008843067
"1","1","one2one","opposite","2.5%","var",1,"S",0.0049189024008486,0.00185029096929274
"1","1","one2one","opposite","2.5%","var",2,"jaccard",0.000742047725315973,0.00103706192929398
"1","1","one2one","opposite","2.5%","var",2,"N",0.0207432480741233,0.0207432480741233
"1","1","one2one","opposite","2.5%","var",2,"rda",0.00028857164600903,0.00017993234731318
"1","1","one2one","opposite","2.5%","var",2,"S",0.00222792589150837,0.00245123981192105
"1","1","one2one","opposite","50%","mean",1,"jaccard",-0.0132301864752585,0.371646256010547
"1","1","one2one","opposite","50%","mean",1,"N",0.00267784704011669,0.00267784704011669
"1","1","one2one","opposite","50%","mean",1,"rda",0.0486057201513746,0.112064605273123
"1","1","one2one","opposite","50%","mean",1,"S",-0.00793739985535093,-0.0480449807365597
"1","1","one2one","opposite","50%","mean",2,"jaccard",0.629816796926754,0.485977431147295
"1","1","one2one","opposite","50%","mean",2,"N",-0.00332179789110145,-0.00332179789110145
"1","1","one2one","opposite","50%","mean",2,"rda",0.191943231304855,0.154107893823357
"1","1","one2one","opposite","50%","mean",2,"S",0.0186363544747304,-0.0190399271404371
"1","1","one2one","opposite","50%","var",1,"jaccard",0.00579708456084563,0.00420137121926925
"1","1","one2one","opposite","50%","var",1,"N",0.051023373870556,0.051023373870556
"1","1","one2one","opposite","50%","var",1,"rda",0.000185115894743066,0.000420333725264812
"1","1","one2one","opposite","50%","var",1,"S",0.0139457293642488,0.0101327530052703
"1","1","one2one","opposite","50%","var",2,"jaccard",0.00364791396664332,0.0038235919160371
"1","1","one2one","opposite","50%","var",2,"N",0.0523541413108983,0.0523541413108983
"1","1","one2one","opposite","50%","var",2,"rda",0.000913207063365157,0.000641355615039668
"1","1","one2one","opposite","50%","var",2,"S",0.0112477973790246,0.00911378142928041
"1","1","one2one","opposite","97.5%","mean",1,"jaccard",0.205089885146958,0.661520716125055
"1","1","one2one","opposite","97.5%","mean",1,"N",0.102497263147421,0.102497263147421
"1","1","one2one","opposite","97.5%","mean",1,"rda",0.0831029256682956,0.185539224585476
"1","1","one2one","opposite","97.5%","mean",1,"S",0.336440579757359,0.628999082207295
"1","1","one2one","opposite","97.5%","mean",2,"jaccard",0.779373967806681,0.724146000578592
"1","1","one2one","opposite","97.5%","mean",2,"N",0.150756655223891,0.150756655223891
"1","1","one2one","opposite","97.5%","mean",2,"rda",0.286761217408847,0.23620763602972
"1","1","one2one","opposite","97.5%","mean",2,"S",0.685541491802,0.635056368635982
"1","1","one2one","opposite","97.5%","var",1,"jaccard",0.0225396296592354,0.01331172345909
"1","1","one2one","opposite","97.5%","var",1,"N",0.0967841086033964,0.0967841086033964
"1","1","one2one","opposite","97.5%","var",1,"rda",0.000524226624954402,0.00127148774476567
"1","1","one2one","opposite","97.5%","var",1,"S",0.0384638935491837,0.0367972667418229
"1","1","one2one","opposite","97.5%","var",2,"jaccard",0.0140382124989691,0.0128721059690251
"1","1","one2one","opposite","97.5%","var",2,"N",0.104932806312036,0.104932806312036
"1","1","one2one","opposite","97.5%","var",2,"rda",0.00247886995915962,0.00191172416212738
"1","1","one2one","opposite","97.5%","var",2,"S",0.0378964955277616,0.0296786553710592
"1","1","one2one","opposite","mean","mean",1,"jaccard",-0.0018797354081223,0.360019244325113
"1","1","one2one","opposite","mean","mean",1,"N",-0.00594958342586243,-0.00594958342586243
"1","1","one2one","opposite","mean","mean",1,"rda",0.0520508264448435,0.115132906792103
"1","1","one2one","opposite","mean","mean",1,"S",-0.0161505828402279,-0.0314033078168711
"1","1","one2one","opposite","mean","mean",2,"jaccard",0.609210508575765,0.464959557273073
"1","1","one2one","opposite","mean","mean",2,"N",-0.00173718337872317,-0.00173718337872317
"1","1","one2one","opposite","mean","mean",2,"rda",0.192369745214803,0.154073190499314
"1","1","one2one","opposite","mean","mean",2,"S",0.000704940565271028,0.00628656195181051
"1","1","one2one","opposite","mean","var",1,"jaccard",0.00765725683039976,0.00501861431703951
"1","1","one2one","opposite","mean","var",1,"N",0.0537168488200003,0.0537168488200003
"1","1","one2one","opposite","mean","var",1,"rda",0.000219077909166263,0.000486933086232714
"1","1","one2one","opposite","mean","var",1,"S",0.0172348502819557,0.0131836536411225
"1","1","one2one","opposite","mean","var",2,"jaccard",0.0045552287028498,0.0047144823483416
"1","1","one2one","opposite","mean","var",2,"N",0.0556192906319858,0.0556192906319858
"1","1","one2one","opposite","mean","var",2,"rda",0.00102305735789667,0.000708660916407372
"1","1","one2one","opposite","mean","var",2,"S",0.0148760063191397,0.0105787244199916
"1","1","one2one","opposite","var","mean",1,"jaccard",0.0104079989602023,0.0354412034150039
"1","1","one2one","opposite","var","mean",1,"N",0.00384157421210384,0.00384157421210384
"1","1","one2one","opposite","var","mean",1,"rda",0.000164798309905497,0.00131456531295843
"1","1","one2one","opposite","var","mean",1,"S",0.0347442986189143,0.0973318316397393
"1","1","one2one","opposite","var","mean",2,"jaccard",0.0146217952931999,0.0255146113648853
"1","1","one2one","opposite","var","mean",2,"N",0.00573590080175512,0.00573590080175512
"1","1","one2one","opposite","var","mean",2,"rda",0.00210954251658359,0.00162683952659924
"1","1","one2one","opposite","var","mean",2,"S",0.163611451654883,0.125098537714375
"1","1","one2one","opposite","var","var",1,"jaccard",3.10175604295527e-05,1.73316130947677e-05
"1","1","one2one","opposite","var","var",1,"N",0.000543356923376549,0.000543356923376549
"1","1","one2one","opposite","var","var",1,"rda",1.66562531249631e-08,8.55117961802942e-08
"1","1","one2one","opposite","var","var",1,"S",0.000116189794546966,8.67124173277578e-05
"1","1","one2one","opposite","var","var",2,"jaccard",1.21345669435012e-05,9.21017346380039e-06
"1","1","one2one","opposite","var","var",2,"N",0.000599200531205469,0.000599200531205469
"1","1","one2one","opposite","var","var",2,"rda",2.85408079418503e-07,1.88180915587323e-07
"1","1","one2one","opposite","var","var",2,"S",0.000112935034224455,4.75367202192307e-05
"1","1","one2one","same","2.5%","mean",1,"jaccard",-0.17145021939428,-0.214104101736738
"1","1","one2one","same","2.5%","mean",1,"N",-0.128018013014427,-0.128018013014427
"1","1","one2one","same","2.5%","mean",1,"rda",0.0330332884911585,0.0294557898973811
"1","1","one2one","same","2.5%","mean",1,"S",-0.269088551951959,-0.303070123169285
"1","1","one2one","same","2.5%","mean",2,"jaccard",0.339791314649973,0.445093695524367
"1","1","one2one","same","2.5%","mean",2,"N",-0.118251403602473,-0.118251403602473
"1","1","one2one","same","2.5%","mean",2,"rda",0.122354415728852,0.12966040307096
"1","1","one2one","same","2.5%","mean",2,"S",-0.629506631170831,-0.642866861451789
"1","1","one2one","same","2.5%","var",1,"jaccard",0.00136712933095947,0.000752911925436014
"1","1","one2one","same","2.5%","var",1,"N",0.0159765274133123,0.0159765274133123
"1","1","one2one","same","2.5%","var",1,"rda",6.05767275268645e-05,4.53170222197695e-05
"1","1","one2one","same","2.5%","var",1,"S",0.00426442548713637,0.00257201372415434
"1","1","one2one","same","2.5%","var",2,"jaccard",0.000689167308407493,0.000278887736129386
"1","1","one2one","same","2.5%","var",2,"N",0.0162334234016212,0.0162334234016212
"1","1","one2one","same","2.5%","var",2,"rda",0.000316466196829824,0.000225542920452391
"1","1","one2one","same","2.5%","var",2,"S",0.00386175902790723,0.00153598773563157
"1","1","one2one","same","50%","mean",1,"jaccard",-0.0318154844095278,-0.0375612219443704
"1","1","one2one","same","50%","mean",1,"N",0.00799283030157386,0.00799283030157386
"1","1","one2one","same","50%","mean",1,"rda",0.0471173103226286,0.0463911137097376
"1","1","one2one","same","50%","mean",1,"S",-0.00145274937797289,0.00262475816437291
"1","1","one2one","same","50%","mean",2,"jaccard",0.604750496250843,0.673728023887953
"1","1","one2one","same","50%","mean",2,"N",-0.0109619469369298,-0.0109619469369298
"1","1","one2one","same","50%","mean",2,"rda",0.186425671121862,0.209984508194584
"1","1","one2one","same","50%","mean",2,"S",0.0301829234306359,0.0326294904834196
"1","1","one2one","same","50%","var",1,"jaccard",0.00740867755415099,0.00438195213355866
"1","1","one2one","same","50%","var",1,"N",0.0512769161127182,0.0512769161127182
"1","1","one2one","same","50%","var",1,"rda",0.00019272253065161,0.000142569541007116
"1","1","one2one","same","50%","var",1,"S",0.0175149047797855,0.00894817145324284
"1","1","one2one","same","50%","var",2,"jaccard",0.00443334084633592,0.00193182499645329
"1","1","one2one","same","50%","var",2,"N",0.046116970011407,0.046116970011407
"1","1","one2one","same","50%","var",2,"rda",0.000938298497512659,0.000876848942973673
"1","1","one2one","same","50%","var",2,"S",0.0145590927956817,0.00975774292662487
"1","1","one2one","same","97.5%","mean",1,"jaccard",0.228511946117419,0.239440388854202
"1","1","one2one","same","97.5%","mean",1,"N",0.130785470598342,0.130785470598342
"1","1","one2one","same","97.5%","mean",1,"rda",0.0930608684669901,0.0941784012071583
"1","1","one2one","same","97.5%","mean",1,"S",0.31387064482312,0.340914293933636
"1","1","one2one","same","97.5%","mean",2,"jaccard",0.803062906215434,0.837052741265027
"1","1","one2one","same","97.5%","mean",2,"N",0.118845844198322,0.118845844198322
"1","1","one2one","same","97.5%","mean",2,"rda",0.276654552258826,0.300333240704953
"1","1","one2one","same","97.5%","mean",2,"S",0.708234972163615,0.777752298510834
"1","1","one2one","same","97.5%","var",1,"jaccard",0.0305244886755483,0.0160968442530188
"1","1","one2one","same","97.5%","var",1,"N",0.109913149989035,0.109913149989035
"1","1","one2one","same","97.5%","var",1,"rda",0.000537884042872201,0.000561187063905442
"1","1","one2one","same","97.5%","var",1,"S",0.0589407574378894,0.0371882865961953
"1","1","one2one","same","97.5%","var",2,"jaccard",0.0170974485998383,0.00869270103399844
"1","1","one2one","same","97.5%","var",2,"N",0.100084876054018,0.100084876054018
"1","1","one2one","same","97.5%","var",2,"rda",0.0023516917032007,0.00218321026993208
"1","1","one2one","same","97.5%","var",2,"S",0.0587053978764136,0.0342833525346876
"1","1","one2one","same","mean","mean",1,"jaccard",-0.0116509187095492,-0.0173940012815354
"1","1","one2one","same","mean","mean",1,"N",0.000542966723643279,0.000542966723643279
"1","1","one2one","same","mean","mean",1,"rda",0.0513679591558273,0.0501220016332256
"1","1","one2one","same","mean","mean",1,"S",-0.000471755217090141,0.00175774632701125
"1","1","one2one","same","mean","mean",2,"jaccard",0.590434715009037,0.663012688283464
"1","1","one2one","same","mean","mean",2,"N",-0.00312556020011454,-0.00312556020011454
"1","1","one2one","same","mean","mean",2,"rda",0.18882413050263,0.209494762212134
"1","1","one2one","same","mean","mean",2,"S",0.0305419047458167,0.0121178560503921
"1","1","one2one","same","mean","var",1,"jaccard",0.00835955766346851,0.00515959254842923
"1","1","one2one","same","mean","var",1,"N",0.0552984159997638,0.0552984159997638
"1","1","one2one","same","mean","var",1,"rda",0.00023321496101064,0.000195394424110517
"1","1","one2one","same","mean","var",1,"S",0.0203091300770141,0.0124628395898382
"1","1","one2one","same","mean","var",2,"jaccard",0.00562216740794912,0.00286958667637427
"1","1","one2one","same","mean","var",2,"N",0.0492009003706025,0.0492009003706025
"1","1","one2one","same","mean","var",2,"rda",0.00102201807255433,0.000969984607024134
"1","1","one2one","same","mean","var",2,"S",0.0189660063757823,0.0122803935569395
"1","1","one2one","same","var","mean",1,"jaccard",0.0130908088494688,0.0150430403628948
"1","1","one2one","same","var","mean",1,"N",0.00473906446554473,0.00473906446554473
"1","1","one2one","same","var","mean",1,"rda",0.000233186984595721,0.000257457487158627
"1","1","one2one","same","var","mean",1,"S",0.0294270396245851,0.0341551465483423
"1","1","one2one","same","var","mean",2,"jaccard",0.0171998061951545,0.0115923511278875
"1","1","one2one","same","var","mean",2,"N",0.00406278803787187,0.00406278803787187
"1","1","one2one","same","var","mean",2,"rda",0.00218656518566236,0.0021176302377153
"1","1","one2one","same","var","mean",2,"S",0.143313866260695,0.152306283366524
"1","1","one2one","same","var","var",1,"jaccard",4.46262469594802e-05,1.80241296435563e-05
"1","1","one2one","same","var","var",1,"N",0.000700416031320661,0.000700416031320661
"1","1","one2one","same","var","var",1,"rda",3.72510994999123e-08,3.02183026814681e-08
"1","1","one2one","same","var","var",1,"S",0.000201039099604011,0.000116657391995334
"1","1","one2one","same","var","var",2,"jaccard",2.22597826391587e-05,6.57546783093396e-06
"1","1","one2one","same","var","var",2,"N",0.000430604399095152,0.000430604399095152
"1","1","one2one","same","var","var",2,"rda",2.59084250308772e-07,2.6339430856254e-07
"1","1","one2one","same","var","var",2,"S",0.000244086802787296,9.28811382720843e-05
"1","2","many2many","all","2.5%","mean",1,"jaccard",0.160721401112592,-0.106413936641768
"1","2","many2many","all","2.5%","mean",1,"N",-0.136225015983483,-0.136225015983483
"1","2","many2many","all","2.5%","mean",1,"rda",0.0860523520934943,0.0174339681964786
"1","2","many2many","all","2.5%","mean",1,"S",-0.568701437075705,-0.54021814755844
"1","2","many2many","all","2.5%","mean",2,"jaccard",0.198027213304744,-0.0864845389224814
"1","2","many2many","all","2.5%","mean",2,"N",-0.152079053052757,-0.152079053052757
"1","2","many2many","all","2.5%","mean",2,"rda",0.0872892851672902,0.0321930139502493
"1","2","many2many","all","2.5%","mean",2,"S",-0.550586750635347,-0.50950700751362
"1","2","many2many","all","2.5%","var",1,"jaccard",0.001171444477054,0.00103700289231554
"1","2","many2many","all","2.5%","var",1,"N",0.0146696044416599,0.0146696044416599
"1","2","many2many","all","2.5%","var",1,"rda",0.000180282035750262,0.000207881799446589
"1","2","many2many","all","2.5%","var",1,"S",0.00299589564204151,0.00544175960372732
"1","2","many2many","all","2.5%","var",2,"jaccard",0.00068879679561605,0.00260350571714931
"1","2","many2many","all","2.5%","var",2,"N",0.019438620827018,0.019438620827018
