"topo","envfilt","stat","summary","time","Beta_a","S_a","Stot_a","Beta_b","S_b","Stot_b","Cor_ab","N","Ntot"
"one2many","all","97.5%","mean","T1000",3.31825121269568,15.963625,30,2.73397700322369,6.743875,10,0.986490286391604,95.306,1906.12
"one2many","all","97.5%","mean","T2000",3.09845836432284,16.820375,30,2.57420759508744,6.98025,10,0.9854652678186,95.35,1907
"one2many","all","97.5%","mean","T4000",2.98995072932155,17.288125,30,2.47986010733863,7.173375,10,0.985387383045161,95.315,1906.3
"one2many","all","97.5%","mean","T8000",2.89560156584732,17.58725,30,2.37918515320665,7.28075,10,0.986030102797217,95.46075,1909.215
"one2many","all","97.5%","var","T1000",0.0205333652993999,0.185855555555555,0.701944444444442,0.0203169675397869,0.0359611111111111,0.206944444444444,0.00031431581868657,21.0340916666667,8413.63666666667
"one2many","all","97.5%","var","T2000",0.0114284125315608,0.189786111111111,0.60861111111111,0.0167701712157946,0.0366527777777777,0.266666666666667,0.000384568746762306,13.8572222222222,5542.88888888889
"one2many","all","97.5%","var","T4000",0.00798736182355084,0.18013125,0.60861111111111,0.0129932813916723,0.0394256944444444,0.177777777777778,0.000451116013429282,15.9411805555555,6376.47222222222
"one2many","all","97.5%","var","T8000",0.00865061007472618,0.160789583333333,0.558888888888888,0.0100907383624739,0.0370270833333333,0.250833333333333,0.000606953321130668,15.107125,6042.84999999999
"one2many","all","mean","mean","T1000",2.43969223031076,12.4505,29.671,1.97363268907888,5.16235,9.965,0.965064194529978,86.50205,1730.041
"one2many","all","mean","mean","T2000",2.30893838925664,13.1486,29.732,1.88193307864123,5.40885,9.976,0.964164773533911,87.62465,1752.493
"one2many","all","mean","mean","T4000",2.21784045976521,13.6778,29.783,1.81457210146346,5.5985,9.974,0.961987167537377,88.70405,1774.081
"one2many","all","mean","mean","T8000",2.14463634775392,14.1234,29.791,1.75875050193144,5.7689,9.975,0.95915766081808,89.6486,1792.972
"one2many","all","mean","var","T1000",0.00514929149760152,0.09074,0.133222222222222,0.00439374999570138,0.0182402777777778,0.0167777777777778,9.60147101944507e-05,5.80660138888889,2322.64055555556
"one2many","all","mean","var","T2000",0.00362797859324093,0.0813588888888889,0.116666666666667,0.0032883200322336,0.0175786111111111,0.0146666666666667,0.000103445784595781,4.54590694444444,1818.36277777778
"one2many","all","mean","var","T4000",0.00307434196707935,0.0856094444444444,0.115666666666667,0.00272966818732944,0.01768,0.0157777777777778,0.00012473788126501,4.39913138888889,1759.65255555556
"one2many","all","mean","var","T8000",0.0025411488856604,0.0768522222222222,0.0961111111111111,0.0020946542215272,0.0166577777777778,0.0174444444444444,0.000162745532549285,3.45829722222222,1383.31888888889
"one2many","all","var","mean","T1000",0.149216100576554,3.46298358585859,0.275615151515151,0.0879182130463739,0.568771441919192,0.0208838383838384,0.000410648726755533,45.4732747954545,18189.3099181818
"one2many","all","var","mean","T2000",0.121484294828312,3.39358084848485,0.199167676767677,0.0732794882628897,0.564447906565657,0.0103272727272727,0.000399609451775315,38.9387056843434,15575.4822737374
"one2many","all","var","mean","T4000",0.0977796537560682,3.222534,0.147283838383838,0.0618357727496492,0.552834090909091,0.0112363636363636,0.000528519330469221,32.900442270202,13160.1769080808
"one2many","all","var","mean","T8000",0.0818546997627038,3.11994488888889,0.134160606060606,0.0537608508169064,0.54662201010101,0.0107828282828283,0.000661161094821639,29.3754954949495,11750.1981979798
"one2many","all","var","var","T1000",4.61865371509056e-05,0.00207114991769547,0.0398042025190173,4.69998399667528e-05,5.98227861173463e-05,0.00428356403541589,3.06481773777879e-08,38.9857336278896,6237717.38046234
"one2many","all","var","var","T2000",1.50525116973032e-05,0.00184025987779025,0.0319802967951116,1.95870262078603e-05,6.0548245650954e-05,0.00329936401047512,1.45141404436774e-08,23.0513959622985,3688223.35396776
"one2many","all","var","var","T4000",8.66947075529392e-06,0.00160552573294675,0.0336453298416261,1.23430337023204e-05,9.12496645467016e-05,0.00270901608679386,4.07665857762646e-08,19.5987357203494,3135797.7152559
"one2many","all","var","var","T8000",4.19540748659068e-06,0.00139208132061354,0.0254280458910089,5.79757318878579e-06,7.47731462775908e-05,0.00477679261753336,9.33177276696983e-08,16.2471488345882,2599543.81353411
"one2many","none","2.5%","mean","T1000",1.03793465776792,28.687375,30,1,9.877375,10,0.168165021538924,94.992125,1899.8425
"one2many","none","2.5%","mean","T2000",1.03714865290072,28.661375,30,1,9.87975,10,0.118814832777842,94.9445,1898.89
"one2many","none","2.5%","mean","T4000",1.03766422505016,28.677375,30,1,9.835,10,0.159129306629625,94.925,1898.5
"one2many","none","2.5%","mean","T8000",1.03696281349038,28.667375,30,1,9.882375,10,0.130914000465064,94.935,1898.7
"one2many","none","2.5%","var","T1000",2.04865049590004e-05,0.0156034722222222,0,0,0,0,0.0182007108341718,0.0788944444444447,31.5577777777778
"one2many","none","2.5%","var","T2000",2.57988280069027e-05,0.0196861111111111,0,0,0,0,0.0209050869269165,0.0832222222222219,33.2888888888889
"one2many","none","2.5%","var","T4000",2.14465849865825e-05,0.0164965277777779,0,0,0,0,0.0281457114635916,0.0816215277777781,32.6486111111111
"one2many","none","2.5%","var","T8000",2.45727684887979e-05,0.0188666666666667,0,0,0,0,0.0358551773619852,0.0665666666666665,26.6266666666667
"one2many","none","50%","mean","T1000",1.04145968648793,28.8075,30,1.00454295525208,9.955,10,0.220952315424071,95.235,1904.7
"one2many","none","50%","mean","T2000",1.04151600505801,28.805,30,1.00454299390095,9.955,10,0.225653992961354,95.22,1904.4
"one2many","none","50%","mean","T4000",1.04136623161802,28.81,30,1.00453276483427,9.955,10,0.327433326594431,95.25,1905
"one2many","none","50%","mean","T8000",1.04208553247078,28.79,30,1.00505058234824,9.95,10,0.256741307509983,95.2525,1905.05
"one2many","none","50%","var","T1000",6.0494677775059e-05,0.0464444444444446,0,2.29845920955542e-05,0.00223611111111111,0,0.0312304142023094,0.23263888888889,93.0555555555556
"one2many","none","50%","var","T2000",6.77639581716906e-05,0.0519444444444445,0,1.89411196554699e-05,0.00184722222222221,0,0.035459802179282,0.204222222222223,81.6888888888889
"one2many","none","50%","var","T4000",5.89473297780558e-05,0.045013888888889,0,1.71341195447228e-05,0.00168055555555554,0,0.0367394343582045,0.199847222222222,79.9388888888889
"one2many","none","50%","var","T8000",5.98483909025936e-05,0.0455694444444446,0,1.89777057254049e-05,0.0018611111111111,0,0.0425269388850835,0.217277777777779,86.9111111111111
"one2many","none","97.5%","mean","T1000",1.04578870685698,28.905,30,1.01251254724146,10,10,0.273739609309218,95.467625,1909.3525
"one2many","none","97.5%","mean","T2000",1.04676691704891,28.927625,30,1.01226330272699,10,10,0.274817079857772,95.493125,1909.8625
"one2many","none","97.5%","mean","T4000",1.0461865559058,28.912625,30,1.0168271523734,10,10,0.443678652463528,95.5255,1910.51
"one2many","none","97.5%","mean","T8000",1.04654718732116,28.932625,30,1.01195831375099,10,10,0.307032042789009,95.572625,1911.4525
"one2many","none","97.5%","var","T1000",0.00013854990522172,0.105008333333333,0,9.46208103387904e-05,0.00882222222222222,0,0.044260117570447,0.54719097222222,218.876388888889
"one2many","none","97.5%","var","T2000",0.000129097681893347,0.0982590277777776,0,9.29934130769077e-05,0.00884444444444438,0,0.0497899076949338,0.383099999999999,153.24
"one2many","none","97.5%","var","T4000",0.00014965597753043,0.113639583333333,0,8.46420150840704e-05,0.00806944444444439,0,0.0576065723976418,0.469272222222221,187.708888888889
"one2many","none","97.5%","var","T8000",0.00013023112682852,0.0978076388888888,0,7.27869906041283e-05,0.00698611111111109,0,0.0534551996130478,0.573999999999999,229.6
"one2many","none","mean","mean","T1000",1.04142071775206,28.80845,30,1.00519901486752,9.94865,10,0.220952315424071,95.231,1904.62
"one2many","none","mean","mean","T2000",1.04161700070714,28.8032,30,1.00509643683459,9.94965,10,0.210065865045923,95.21275,1904.255
"one2many","none","mean","mean","T4000",1.04165756445799,28.80205,30,1.00534246369867,9.94725,10,0.311549206868733,95.22715,1904.543
"one2many","none","mean","mean","T8000",1.04198612518257,28.79285,30,1.00519000891821,9.9487,10,0.242106933339802,95.24755,1904.951
"one2many","none","mean","var","T1000",6.32415443077373e-05,0.0482413888888889,0,2.72962539633516e-05,0.00262027777777777,0,0.0312304142023094,0.246269444444445,98.5077777777778
"one2many","none","mean","var","T2000",6.99231871701842e-05,0.053325,0,2.5894534950744e-05,0.00249083333333333,0,0.0353990968450351,0.218693055555556,87.4772222222222
"one2many","none","mean","var","T4000",6.8515318385331e-05,0.0522519444444444,0,2.57413493515566e-05,0.00246805555555555,0,0.0415738196175002,0.227509722222222,91.0038888888889
"one2many","none","mean","var","T8000",6.45728484054586e-05,0.0491013888888889,0,2.32065150538897e-05,0.00223944444444444,0,0.0433479049724142,0.234918611111111,93.9674444444444
"one2many","none","var","mean","T1000",5.28828266117296e-06,0.00404429040404041,0,1.36162921004021e-05,0.00131558333333333,0,0.00617506569687954,0.0183651515151517,7.34606060606064
"one2many","none","var","mean","T2000",6.03686405131129e-06,0.00460329292929296,0,1.32715230771126e-05,0.00128346212121212,0,0.00560219598612331,0.0200971590909091,8.03886363636358
"one2many","none","var","mean","T4000",6.24385548124718e-06,0.00474903787878787,0,1.70891299373985e-05,0.00164513888888887,0,0.00958017353798051,0.025511744949495,10.204697979798
"one2many","none","var","mean","T8000",5.40284519250729e-06,0.00412134090909091,0,1.31924001915548e-05,0.00128061616161616,0,0.00582616640757643,0.0302421691919194,12.0968676767676
"one2many","none","var","var","T1000",9.97822969320953e-10,0.00056488624976618,0,6.4655802515109e-10,5.67909114291054e-06,0,0.000376228631272367,0.0127826870011846,2045.22992018955
"one2many","none","var","var","T2000",9.9253545570722e-10,0.000566654422309516,0,6.30573176198882e-10,5.60603028744228e-06,0,0.000162088626694425,0.00691844619614355,1106.95139138297
"one2many","none","var","var","T4000",1.11320755763765e-09,0.000632559861812568,0,6.91241929266111e-10,6.03143121025058e-06,0,0.000169052364452399,0.011979200950477,1916.67215207632
"one2many","none","var","var","T8000",7.32345393726873e-10,0.000415105629988153,0,4.07699370787995e-10,3.69194693852097e-06,0,4.9166910970237e-05,0.0146526261418974,2344.42018270358
"one2many","opposite","2.5%","mean","T1000",1.3417081930326,16.314375,30,1.17074688312037,6.292,10,0.697198243931069,90.46475,1809.295
"one2many","opposite","2.5%","mean","T2000",1.3244671870063,16.974625,30,1.15407943504854,6.49875,10,0.681301658725207,90.50475,1810.095
"one2many","opposite","2.5%","mean","T4000",1.31377006210449,17.302875,30,1.1418020992779,6.6645,10,0.648584198870526,90.345875,1806.9175
"one2many","opposite","2.5%","mean","T8000",1.29774622790815,17.744875,30,1.13285942026374,6.748875,10,0.601263818997817,90.884,1817.68
"one2many","opposite","2.5%","var","T1000",0.000167209189341448,0.0259229166666667,0,0.000156389368075319,0.00655555555555554,0,6.22061202586991e-05,0.0769388888888888,30.7755555555556
"one2many","opposite","2.5%","var","T2000",0.000109427773087878,0.02808125,0,0.00011729256783422,0.00470277777777777,0,6.89281909499974e-05,0.0733305555555552,29.3322222222222
"one2many","opposite","2.5%","var","T4000",0.000171541311062266,0.0339444444444443,0,0.000114878098322783,0.00567986111111115,0,0.000123514908279043,0.0887104166666659,35.4841666666667
"one2many","opposite","2.5%","var","T8000",0.000140069709258555,0.0284618055555556,0,7.63528334768314e-05,0.00423125000000002,0,0.000117629238995365,0.0666215277777778,26.6486111111111
"one2many","opposite","50%","mean","T1000",1.55743407242191,19.265,30,1.30280001439898,7.6775,10,0.896477787601664,95.19,1903.8
"one2many","opposite","50%","mean","T2000",1.52774353741379,19.64,30,1.27940889105806,7.8175,10,0.884747073059519,95.135,1902.7
"one2many","opposite","50%","mean","T4000",1.49981550249661,20.005,30,1.26208458353643,7.925,10,0.873215882653513,95.2225,1904.45
"one2many","opposite","50%","mean","T8000",1.48350148457344,20.225,30,1.24990502999904,8.0025,10,0.865537715638011,95.23,1904.6
"one2many","opposite","50%","var","T1000",0.000467314040018127,0.0809444444444446,0,0.000401997033903576,0.0141666666666667,0,0.000512291649877396,0.23023611111111,92.0944444444444
"one2many","opposite","50%","var","T2000",0.000499909608006734,0.0834027777777778,0,0.000398266995069422,0.0134722222222222,0,0.000621058169660716,0.207666666666666,83.0666666666667
"one2many","opposite","50%","var","T4000",0.000465841195788934,0.0954583333333333,0,0.000336134693592378,0.0121805555555556,0,0.000754614286219232,0.222916666666665,89.1666666666667
"one2many","opposite","50%","var","T8000",0.000402500004331531,0.0858472222222222,0,0.000313465289599495,0.0128055555555556,0,0.000914866042889765,0.194236111111112,77.6944444444444
"one2many","opposite","97.5%","mean","T1000",1.84009249217247,22.362875,30,1.58993707258989,8.542625,10,0.96696154367318,95.4855,1909.71
"one2many","opposite","97.5%","mean","T2000",1.76820845691228,22.656375,30,1.53181512126925,8.6665,10,0.961666536427453,95.408625,1908.1725
"one2many","opposite","97.5%","mean","T4000",1.73440435902548,22.839125,30,1.50075241649289,8.759125,10,0.959724798166204,95.492875,1909.8575
"one2many","opposite","97.5%","mean","T8000",1.69129026026382,23.12075,30,1.46756702157264,8.828875,10,0.958057379724102,95.503125,1910.0625
"one2many","opposite","97.5%","var","T1000",0.0020514187440946,0.208140972222222,0,0.00136544049487687,0.0323638888888888,0,0.00397718487454629,6.53620833333332,2614.48333333333
"one2many","opposite","97.5%","var","T2000",0.00151347084564407,0.188913194444445,0,0.00151923715352405,0.0323944444444445,0,0.00368859393614101,6.25964444444444,2503.85777777778
"one2many","opposite","97.5%","var","T4000",0.00150244869876342,0.186797916666667,0,0.00111562052727949,0.0282229166666666,0,0.00652133403104863,4.59111944444444,1836.44777777778
"one2many","opposite","97.5%","var","T8000",0.00127127911533642,0.167286111111111,0,0.00132965237928373,0.03625,0,0.00918285515062135,6.17029722222222,2468.11888888889
"one2many","opposite","mean","mean","T1000",1.56885306507028,19.27275,29.997,1.3302405385771,7.56795,9.997,0.876229419137528,94.44775,1888.955
"one2many","opposite","mean","mean","T2000",1.53107415323459,19.7257,29.998,1.30282026167152,7.72325,9.998,0.863683915026658,94.5721,1891.442
"one2many","opposite","mean","mean","T4000",1.50323098301388,20.0761,29.997,1.28147722526306,7.84735,9.997,0.848516431090329,94.75365,1895.073
"one2many","opposite","mean","mean","T8000",1.48388847078853,20.32635,29.995,1.26758442595442,7.929,9.995,0.836499236959243,94.90115,1898.023
"one2many","opposite","mean","var","T1000",0.000678118475638633,0.0918708333333333,0.00233333333333333,0.000593879988014059,0.0155625,0.00233333333333333,0.000983367238529362,1.22076527777778,488.306111111111
"one2many","opposite","mean","var","T2000",0.000585393779049608,0.089245,0.002,0.000481094850516067,0.0148130555555556,0.002,0.00116207013433274,0.80928,323.712
"one2many","opposite","mean","var","T4000",0.00056817725909749,0.0968833333333333,0.00233333333333333,0.000422684278708558,0.0137808333333333,0.00233333333333333,0.00143705376305613,0.607026388888889,242.810555555556
"one2many","opposite","mean","var","T8000",0.000480489967681406,0.0861963888888889,0.00277777777777778,0.000422009582622706,0.0143172222222222,0.00277777777777778,0.00190994441336289,0.614126388888889,245.650555555556
"one2many","opposite","var","mean","T1000",0.0195331554126489,2.8505264520202,0.000900000000000004,0.0125618298837746,0.374706108585859,0.000900000000000004,0.00610960495745129,2.57360978535354,1029.44391414141
"one2many","opposite","var","mean","T2000",0.0157204110458493,2.54779192929293,0.000197979797979804,0.0110419705210527,0.355212310606061,0.000197979797979797,0.00716371943592396,2.01002988888889,804.011955555556
"one2many","opposite","var","mean","T4000",0.0134327666533036,2.35872605050505,0.000900000000000004,0.00979281530646215,0.343038108585859,0.000900000000000004,0.00878144737563143,1.81792972474748,727.17188989899
"one2many","opposite","var","mean","T8000",0.0119584195975306,2.2401226540404,0.0025,0.00893549504072995,0.331235858585859,0.0025,0.0100549749946046,1.22316406818182,489.265627272727
"one2many","opposite","var","var","T1000",2.53495472955952e-07,0.00259787567612857,0.000544444444444445,7.03162015878018e-07,4.94730854065345e-05,0.000544444444444445,2.05961571667865e-06,5.64886443907243,903818.31025159
"one2many","opposite","var","var","T2000",1.32352697840886e-07,0.00190493246321237,0.000197979797979798,1.41452458804654e-07,5.24288697936152e-05,0.000197979797979798,4.7209888630765e-06,3.0581001844008,489296.029504128
"one2many","opposite","var","var","T4000",1.18784698634191e-07,0.00201334293552812,0.000544444444444445,2.10991602864948e-07,4.27627960936525e-05,0.000544444444444445,3.49067170750264e-06,1.36132547787092,217812.076459347
"one2many","opposite","var","var","T8000",8.21305191203132e-08,0.00169337389722846,0.000771604938271605,2.30101465026337e-07,7.26232101883028e-05,0.000771604938271605,6.6554056893743e-06,1.88592296000709,301747.673601135
"one2many","same","2.5%","mean","T1000",1.27652748517918,16.9695,29.3475,1.11582465967271,6.658375,10,0.863567010576143,87.12125,1742.425
"one2many","same","2.5%","mean","T2000",1.26764453671393,17.444,29.5475,1.10649491595883,6.872875,10,0.85507049993371,88.615,1772.3
"one2many","same","2.5%","mean","T4000",1.25786904705268,17.99925,29.4475,1.09625142895488,6.979875,10,0.814906543133515,89.06,1781.2
"one2many","same","2.5%","mean","T8000",1.25835935916828,18.3115,29.595,1.09859169004387,7.09425,10,0.788974034296593,89.673625,1793.4725
"one2many","same","2.5%","var","T1000",0.000174692245531479,0.0309055555555555,0,7.04186535764838e-05,0.00355902777777777,0,1.37987981386483e-05,0.0776249999999994,31.05
"one2many","same","2.5%","var","T2000",0.000114989954801796,0.0249923611111111,0,9.0049494017371e-05,0.00447222222222226,0,2.09851766016463e-05,0.0695972222222218,27.8388888888889
"one2many","same","2.5%","var","T4000",0.000149861074840293,0.0283729166666667,0,8.22962382398125e-05,0.00366875000000001,0,2.19124917324998e-05,0.0670020833333333,26.8008333333333
"one2many","same","2.5%","var","T8000",0.000123220216047281,0.0291194444444446,0,5.25082866069528e-05,0.00344444444444444,0,2.15627664187514e-05,0.0657055555555563,26.2822222222222
"one2many","same","50%","mean","T1000",1.46896273182541,20.395,30,1.27420273578047,7.85,10,0.96393252612304,95.01,1900.2
"one2many","same","50%","mean","T2000",1.44411295425484,20.7775,30,1.25186130897775,7.98,10,0.960060852769686,95.1725,1903.45
"one2many","same","50%","mean","T4000",1.43049692489586,20.9775,30,1.23817909286874,8.0775,10,0.956766758902816,95.1475,1902.95
"one2many","same","50%","mean","T8000",1.40600354345215,21.34,30,1.2297752346678,8.1325,10,0.952916301271887,95.1925,1903.85
"one2many","same","50%","var","T1000",0.000496452288425465,0.0914722222222225,0,0.00037457291659313,0.0140138888888889,0,0.000100051567464378,0.254736111111111,101.894444444444
"one2many","same","50%","var","T2000",0.000400373564642855,0.0794583333333332,0,0.000351963348203166,0.0134027777777778,0,0.00013113778584699,0.260611111111111,104.244444444444
"one2many","same","50%","var","T4000",0.000391286144130143,0.076736111111111,0,0.000268982739015998,0.0113611111111111,0,0.00017218158150906,0.25636111111111,102.544444444444
"one2many","same","50%","var","T8000",0.000324162003254599,0.0700555555555556,0,0.000251598161118401,0.0107916666666667,0,0.000174285979783959,0.233402777777777,93.3611111111111
"one2many","same","97.5%","mean","T1000",1.76856350209222,23.504125,30,1.50250101211272,8.96375,10,0.984089036474037,95.525625,1910.5125
"one2many","same","97.5%","mean","T2000",1.72053091817672,23.668125,30,1.45575458811382,9.03975,10,0.983429647116117,95.5505,1911.01
"one2many","same","97.5%","mean","T4000",1.66573917086476,23.85225,30,1.43361330769799,9.074,10,0.9798155802842,95.4705,1909.41
"one2many","same","97.5%","mean","T8000",1.6357469816849,23.842625,30,1.41016296636648,9.1035,10,0.980324778102518,95.458375,1909.1675
"one2many","same","97.5%","var","T1000",0.00157671367674664,0.185947916666666,0.233333333333333,0.00138882515694656,0.0308673611111111,0,0.00183547525027995,7.22317777777777,2889.27111111111
"one2many","same","97.5%","var","T2000",0.0012936850529707,0.20944375,0.266666666666667,0.00108716630197898,0.0313506944444444,0,0.00136696060514486,7.85875763888888,3143.50305555555
"one2many","same","97.5%","var","T4000",0.00136073281672728,0.195989583333333,0.233333333333333,0.00135500311011187,0.0329284722222222,0,0.00228473930406185,6.94991388888888,2779.96555555555
"one2many","same","97.5%","var","T8000",0.000905409347231411,0.181264583333333,0.206944444444444,0.000748977336069041,0.0278111111111111,0,0.00367773672005522,5.84030625,2336.1225
"one2many","same","mean","mean","T1000",1.48059572973193,20.3892,29.959,1.28634784966409,7.8175,9.993,0.951139935973413,93.6529,1873.058
"one2many","same","mean","mean","T2000",1.45440290422989,20.74755,29.967,1.26431253310348,7.9494,9.993,0.946269612585913,93.9919,1879.838
"one2many","same","mean","mean","T4000",1.43365573677084,21.02755,29.964,1.24657274908025,8.05685,9.991,0.941132400045435,94.14395,1882.879
"one2many","same","mean","mean","T8000",1.41838878980522,21.25055,29.974,1.23472761548999,8.1337,9.994,0.935422790932633,94.35295,1887.059
"one2many","same","mean","var","T1000",0.000589967614140907,0.0953638888888889,0.0196666666666667,0.000483202793881209,0.0151355555555556,0.00233333333333333,0.00030224640159992,1.51974833333333,607.899333333333
"one2many","same","mean","var","T2000",0.000485220673399738,0.0866058333333333,0.0194444444444444,0.000442187752141252,0.0147066666666667,0.00366666666666667,0.000307860824614365,1.36022555555556,544.090222222222
"one2many","same","mean","var","T4000",0.000451904211360875,0.0872608333333333,0.018,0.00038411174606476,0.0135602777777778,0.00277777777777778,0.000427893651038965,1.23737472222222,494.949888888889
"one2many","same","mean","var","T8000",0.000380785652278289,0.0791991666666666,0.0133333333333333,0.000340744847840058,0.012065,0.00266666666666667,0.000530251000108634,0.994751388888889,397.900555555556
"one2many","same","var","mean","T1000",0.0167510813953887,3.06446046464646,0.0218373737373737,0.010498185932367,0.364713888888889,0.00489999999999999,0.00115133174112402,5.63562433333333,2254.24973333333
"one2many","same","var","mean","T2000",0.0147147800206716,2.88451641161616,0.0145565656565657,0.00922784954090871,0.34503903030303,0.00368787878787878,0.00139382381469076,4.9374003939394,1974.96015757576
"one2many","same","var","mean","T4000",0.0125371915743396,2.57833711868687,0.0186909090909091,0.00825822222270466,0.322173058080808,0.00648383838383839,0.00175728956341326,4.26590267424243,1706.36106969697
"one2many","same","var","mean","T8000",0.0112387215087474,2.43150297727273,0.0134585858585859,0.00749489216816751,0.307995767676768,0.0036,0.00223435593273863,3.49146721969697,1396.58688787879
"one2many","same","var","var","T1000",1.76811459385656e-07,0.00178422176237685,0.00385548073325851,2.03336202848958e-07,5.55692305773787e-05,0.000544444444444445,5.47659232604634e-07,5.50545570144064,880872.912230503
"one2many","same","var","var","T2000",1.22011188806862e-07,0.00232321141499875,0.004056303778526,1.68097509228417e-07,5.50691220850481e-05,0.000805723905723906,2.2702347893323e-07,6.0704553346315,971272.85354104
"one2many","same","var","var","T4000",8.08113438779427e-08,0.00186745028829966,0.00366075570520015,1.221634935518e-07,5.35031963929418e-05,0.000412457912457912,9.23259486530046e-07,4.16625267239517,666600.427583227
"one2many","same","var","var","T8000",5.96747158782887e-08,0.00167527266577815,0.0027085671530116,2.08972045684298e-07,4.03201960967702e-05,0.000711111111111111,1.31484340050495e-06,2.89165077711334,462664.124338134
"one2one","all","2.5%","mean","T1000",2.11544074695655,7.93625,27.8475,2.11544074695655,7.93625,27.8475,1,74.9395,1498.79
"one2one","all","2.5%","mean","T2000",2.03815965698431,8.3515,27.59,2.03815965698431,8.3515,27.59,1,75.6145,1512.29
"one2one","all","2.5%","mean","T4000",1.9833985120233,8.81275,28.1,1.9833985120233,8.81275,28.1,1,77.077125,1541.5425
"one2one","all","2.5%","mean","T8000",1.97407121890925,9.22175,28.1475,1.97407121890925,9.22175,28.1475,1,79.533375,1590.6675
"one2one","all","2.5%","var","T1000",0.000962231206424341,0.0161506944444445,0,0.000962231206424341,0.0161506944444445,0,0,0.0945520833333334,37.8208333333333
"one2one","all","2.5%","var","T2000",0.00100766264529519,0.01194375,0,0.00100766264529519,0.01194375,0,0,0.137024305555556,54.8097222222222
"one2one","all","2.5%","var","T4000",0.000925180047332703,0.0170472222222223,0,0.000925180047332703,0.0170472222222223,0,0,0.0675138888888883,27.0055555555556
"one2one","all","2.5%","var","T8000",0.000849875892986925,0.0145972222222223,0,0.000849875892986925,0.0145972222222223,0,0,0.112149305555556,44.8597222222222
"one2one","all","50%","mean","T1000",2.70256618923245,10.84,29.55,2.70256618923245,10.84,29.55,1,89.7425,1794.85
"one2one","all","50%","mean","T2000",2.56467939201271,11.3375,29.5,2.56467939201271,11.3375,29.5,1,90.33,1806.6
"one2one","all","50%","mean","T4000",2.46192902269083,11.765,29.7,2.46192902269083,11.765,29.7,1,90.4525,1809.05
"one2one","all","50%","mean","T8000",2.41425078618453,12.17,29.8,2.41425078618453,12.17,29.8,1,90.545,1810.9
"one2one","all","50%","var","T1000",0.00409545161228511,0.0491666666666666,0.233333333333333,0.00409545161228511,0.0491666666666666,0.233333333333333,5.47820073070147e-33,4.49477777777778,1797.91111111111
"one2one","all","50%","var","T2000",0.00377461021366658,0.0467916666666666,0.177777777777778,0.00377461021366658,0.0467916666666666,0.177777777777778,5.47820073070147e-33,3.07733333333333,1230.93333333333
"one2one","all","50%","var","T4000",0.00341263359814924,0.0503611111111112,0.1,0.00341263359814924,0.0503611111111112,0.1,5.47820073070147e-33,2.59434722222222,1037.73888888889
"one2one","all","50%","var","T8000",0.00302330457708096,0.0463611111111111,0.177777777777778,0.00302330457708096,0.0463611111111111,0.177777777777778,5.47820073070147e-33,1.24129166666667,496.516666666667
"one2one","all","97.5%","mean","T1000",3.60602163020248,13.903125,30,3.60602163020248,13.903125,30,1,95.34325,1906.865
"one2one","all","97.5%","mean","T2000",3.35267070193054,14.390625,30,3.35267070193054,14.390625,30,1,95.31125,1906.225
"one2one","all","97.5%","mean","T4000",3.24921930648317,14.7245,30,3.24921930648317,14.7245,30,1,95.369125,1907.3825
"one2one","all","97.5%","mean","T8000",3.09801006003521,14.955625,30,3.09801006003521,14.955625,30,1,95.368125,1907.3625
"one2one","all","97.5%","var","T1000",0.0161016049181183,0.103642361111111,1.02972222222222,0.0161016049181183,0.103642361111111,1.02972222222222,1.36955018267537e-32,19.5138083333333,7805.52333333333
"one2one","all","97.5%","var","T2000",0.0121910305582843,0.118045138888889,0.677777777777778,0.0121910305582843,0.118045138888889,0.677777777777778,1.36955018267537e-32,18.7900520833333,7516.02083333332
"one2one","all","97.5%","var","T4000",0.0114540367636357,0.102458333333333,0.695277777777778,0.0114540367636357,0.102458333333333,0.695277777777778,1.36955018267537e-32,12.9822777777778,5192.91111111111
"one2one","all","97.5%","var","T8000",0.0102832723889842,0.107113194444444,0.804444444444443,0.0102832723889842,0.107113194444444,0.804444444444443,1.23259516440783e-32,12.3643868055555,4945.75472222221
"one2one","all","mean","mean","T1000",2.755745189801,10.87625,29.341,2.755745189801,10.87625,29.341,1,87.3698,1747.396
"one2one","all","mean","mean","T2000",2.62905333237432,11.40335,29.398,2.62905333237432,11.40335,29.398,1,88.4784,1769.568
"one2one","all","mean","mean","T4000",2.54078277907896,11.80905,29.475,2.54078277907896,11.80905,29.475,1,89.42435,1788.487
"one2one","all","mean","mean","T8000",2.47149624987447,12.1282,29.492,2.47149624987447,12.1282,29.492,1,90.2894,1805.788
"one2one","all","mean","var","T1000",0.00541398685658586,0.0510030555555556,0.253666666666667,0.00541398685658586,0.0510030555555556,0.253666666666667,5.71102426175628e-33,5.62326111111111,2249.30444444444
"one2one","all","mean","var","T2000",0.00434060609726781,0.0528497222222222,0.209111111111111,0.00434060609726781,0.0528497222222222,0.209111111111111,5.69732875992953e-33,4.96020444444444,1984.08177777778
"one2one","all","mean","var","T4000",0.00389814575212557,0.0540863888888889,0.204333333333333,0.00389814575212557,0.0540863888888889,0.204333333333333,6.02602080377162e-33,3.65644305555556,1462.57722222222
