"o","topo","envfilt","stat","summary","Beta_a","S_a","Stot_a","Beta_b","S_b","Stot_b","N","Ntot"
"0.9","one2many","same","var","mean",0.0125580649515939,2.63209903787879,0,0.0139355475466321,0.483390898989899,9.99999999999993e-05,0.320327462121212,128.130984848485
"0.9","one2many","same","var","var",5.46377050796078e-08,0.00164431567799913,0,1.02922605724072e-07,6.78824903354533e-05,1e-04,0.20726457787528,33162.3324600449
"0.9","one2one","all","2.5%","mean",1.85601072447933,10.61325,29.2425,1.97361288829326,8.625625,27.8,90.26225,1805.245
"0.9","one2one","all","2.5%","var",0.000645464627115444,0.0244027777777778,0,0.000911807751810484,0.0236951388888889,0,0.12698125,50.7925
"0.9","one2one","all","50%","mean",2.23966364764436,13.3675,30,2.51618337901402,11.73,29.7,94.8725,1897.45
"0.9","one2one","all","50%","var",0.00234302771301868,0.0700694444444444,0,0.00384033159727196,0.0472916666666668,0.177777777777778,0.299305555555555,119.722222222222
"0.9","one2one","all","97.5%","mean",2.81965159164343,16.170625,30,3.4037726591116,15.12025,30,95.4355,1908.71
"0.9","one2one","all","97.5%","var",0.00757077785171803,0.171833333333333,0.494722222222222,0.0144585105069771,0.132255555555556,0.6725,5.62234999999998,2248.93999999999
"0.9","one2one","all","mean","mean",2.26656833434317,13.3603,29.873,2.57418048398212,11.71965,29.476,94.34035,1886.807
"0.9","one2one","all","mean","var",0.00293692042160265,0.0816088888888889,0.0814444444444444,0.00437126113322813,0.0564402777777778,0.191111111111111,0.8550225,342.009
"0.9","one2one","all","var","mean",0.0696259393027996,2.37670798989899,0.0581525252525252,0.157163125317848,3.18753043181818,0.344872727272727,2.11293851262626,845.175405050505
"0.9","one2one","all","var","var",4.82984261441617e-06,0.00188917944382093,0.0178627135553061,1.31202503540717e-05,0.000862919151000747,0.0391619902731014,2.2416527893393,358664.446294289
"0.9","one2one","none","2.5%","mean",1.03820594503456,28.642375,30,1.03820594503456,28.642375,30,95.01925,1900.385
"0.9","one2one","none","2.5%","var",1.74674214291777e-05,0.0133833333333333,0,1.74674214291777e-05,0.0133833333333333,0,0.0841583333333331,33.6633333333333
"0.9","one2one","none","50%","mean",1.04174584032931,28.8,30,1.04174584032931,28.8,30,95.24,1904.8
"0.9","one2one","none","50%","var",6.26270705127129e-05,0.0484583333333332,0,6.26270705127129e-05,0.0484583333333332,0,0.208833333333334,83.5333333333333
"0.9","one2one","none","97.5%","mean",1.04748972554565,28.897625,30,1.04748972554565,28.897625,30,95.48025,1909.605
"0.9","one2one","none","97.5%","var",0.000144080063514986,0.109496527777778,0,0.000144080063514986,0.109496527777778,0,0.445147222222222,178.058888888889
"0.9","one2one","none","mean","mean",1.04208109662252,28.79035,30,1.04208648761237,28.7902,30,95.25175,1905.035
"0.9","one2one","none","mean","var",6.79660496798109e-05,0.0516902777777778,0,6.79333922214011e-05,0.0516655555555556,0,0.219198611111111,87.6794444444444
"0.9","one2one","none","var","mean",7.06640567050542e-06,0.00536174494949494,0,7.0555883557967e-06,0.00535349494949494,0,0.0180764520202019,7.23058080808078
"0.9","one2one","none","var","var",1.14638886598381e-09,0.000651079660415887,0,1.14572396707723e-09,0.000650767519640853,0,0.0108393744758542,1734.29991613668
"0.9","one2one","opposite","2.5%","mean",1.36405495579904,17.545625,30,1.44861901672794,15.855125,30,94.942125,1898.8425
"0.9","one2one","opposite","2.5%","var",0.000162529498897951,0.0313895833333334,0,0.000154755641302655,0.0197138888888888,0,0.0835833333333336,33.4333333333333
"0.9","one2one","opposite","50%","mean",1.50475208651757,19.9425,30,1.62062714849587,18.5175,30,95.215,1904.3
"0.9","one2one","opposite","50%","var",0.000502296012147894,0.0904583333333332,0,0.000458606329145314,0.0640833333333332,0,0.230888888888888,92.3555555555556
"0.9","one2one","opposite","97.5%","mean",1.71002203130638,21.99725,30,1.89252182878866,20.7115,30,95.577875,1911.5575
"0.9","one2one","opposite","97.5%","var",0.00126777468387473,0.201902083333333,0,0.00138760973809346,0.154761111111111,0,0.474191666666666,189.676666666667
"0.9","one2one","opposite","mean","mean",1.5177210150901,19.847,30,1.64010743200007,18.40805,29.996,95.18865,1903.773
"0.9","one2one","opposite","mean","var",0.000595086989212942,0.098845,0,0.000595941587833573,0.0695330555555555,0.00488888888888889,0.260045833333333,104.018333333333
"0.9","one2one","opposite","var","mean",0.00903676435640014,1.5110005050505,0,0.0176209680055622,2.10042216919192,0.00159999999999999,0.212835785353536,85.134314141414
"0.9","one2one","opposite","var","var",1.10183445860229e-07,0.00249448129723158,0,1.6181712231101e-07,0.00124143712892817,0.00239012345679012,0.0604615010658281,9673.84017053248
"0.9","one2one","same","2.5%","mean",1.32159062023913,17.309875,29.8475,1.36142932371051,16.249375,29,93.85325,1877.065
"0.9","one2one","same","2.5%","var",0.000155772337056157,0.0272951388888889,0,9.28726460804211e-05,0.0167631944444446,0,0.0752083333333333,30.0833333333333
"0.9","one2one","same","50%","mean",1.49013809582007,20.135,30,1.54963155995625,19.3625,30,95.195,1903.9
"0.9","one2one","same","50%","var",0.000426708573031622,0.0784583333333334,0,0.000442518890033234,0.0606249999999999,0,0.208166666666667,83.2666666666667
"0.9","one2one","same","97.5%","mean",1.73369309583617,22.702625,30,1.84684221362868,22.040375,30,95.5355,1910.71
"0.9","one2one","same","97.5%","var",0.00143923523283472,0.149767361111111,0.140833333333333,0.00147892381164438,0.143388194444445,0.266666666666667,1.50245555555554,600.982222222218
"0.9","one2one","same","mean","mean",1.50575684969768,20.0107,29.985,1.57052146971375,19.15475,29.89,95.0913,1901.826
"0.9","one2one","same","mean","var",0.000520465846681517,0.0830711111111111,0.00944444444444444,0.000559089023716786,0.0699730555555556,0.0326666666666667,0.325205555555556,130.082222222222
"0.9","one2one","same","var","mean",0.010948563811991,1.86180960606061,0.00633838383838384,0.0159170142477485,2.32534766414141,0.0934343434343434,0.216585161616162,86.6340646464648
"0.9","one2one","same","var","var",9.81811676297577e-08,0.00123003099388951,0.00163206135428358,1.34945371602234e-07,0.00118796836349607,0.0070652699837885,0.207724549756828,33235.9279610924
"0","many2many","all","2.5%","mean",1.61490920031922,12.7155,29.7,1.30510777936025,4.600625,10,91.669375,1833.3875
"0","many2many","all","2.5%","var",0.000336519339587218,0.0250729166666665,0,0.00025926906641985,0.00556875000000001,0,0.0890215277777769,35.6086111111111
"0","many2many","all","50%","mean",1.86810081860863,16.0425,30,1.5271256289316,6.55,10,95.2175,1904.35
"0","many2many","all","50%","var",0.00110801358823101,0.076736111111111,0,0.000888068723735825,0.0164027777777778,0,0.249347222222221,99.7388888888889
"0","many2many","all","97.5%","mean",2.35878091877473,18.582375,30,2.17543129816866,7.66625,10,95.46025,1909.205
"0","many2many","all","97.5%","var",0.00325636680824217,0.170344444444444,0.233333333333333,0.00472898999128649,0.0419131944444444,0,5.12908402777778,2051.63361111111
"0","many2many","all","mean","mean",1.89755859223768,15.94455,29.971,1.57694341781571,6.4477,10,94.96145,1899.229
"0","many2many","all","mean","var",0.00133590647188784,0.0819491666666666,0.0225555555555556,0.00131365439185378,0.0182533333333333,0,0.717800833333333,287.120333333333
"0","many2many","all","var","mean",0.0350858856845083,2.24450358333333,0.00793838383838388,0.0460121138919038,0.612481525252525,0,0.803697623737374,321.479049494949
"0","many2many","all","var","var",6.77423359093537e-07,0.00143982424639918,0.00374973188676892,1.50070764800218e-06,9.44862401795735e-05,0,1.89562309226611,303299.694762576
"0","many2many","none","2.5%","mean",1.07475994866266,26.8835,30,1,9.93,10,94.952375,1899.0475
"0","many2many","none","2.5%","var",3.80427088286875e-05,0.0239284722222222,0,0,0,0,0.0917361111111118,36.6944444444444
"0","many2many","none","50%","mean",1.09374534053355,27.43,30,1.00100502512563,9.99,10,95.215,1904.3
"0","many2many","none","50%","var",0.000144885632343819,0.0915138888888886,0,4.48922445841739e-06,0.000444444444444457,0,0.220055555555556,88.0222222222222
"0","many2many","none","97.5%","mean",1.11606987296232,27.91525,30,1.00709576859618,10,10,95.533125,1910.6625
"0","many2many","none","97.5%","var",0.00029905642504885,0.192857638888889,0,5.90664623860709e-05,0.00557777777777776,0,0.556307638888889,222.523055555556
"0","many2many","none","mean","mean",1.09437133958248,27.4189,30,1.00191837737007,9.98105,10,95.23115,1904.623
"0","many2many","none","mean","var",0.000154109753523951,0.09625,0,9.04531046727194e-06,0.000871944444444449,0,0.240828611111111,96.3314444444444
"0","many2many","none","var","mean",0.000121058180926049,0.0755230202020203,0,1.2142606221982e-05,0.00116024999999999,0,0.0229660883838384,9.18643535353532
"0","many2many","none","var","var",5.61408238355221e-09,0.00211928815937149,0,2.21011404459654e-10,1.92765455480733e-06,0,0.0126528232331805,2024.45171730889
"0","many2many","opposite","2.5%","mean",1.280898705815,17.97775,30,1.0789729748706,7.21475,10,94.95975,1899.195
"0","many2many","opposite","2.5%","var",0.000106190739622827,0.0212500000000001,0,5.58527660494667e-05,0.00358333333333335,0,0.0817527777777782,32.7011111111111
"0","many2many","opposite","50%","mean",1.39499179694014,21.51,30,1.19916124893835,8.34,10,95.225,1904.5
"0","many2many","opposite","50%","var",0.000376575786218082,0.0808055555555554,0,0.000199958310653948,0.0101111111111111,0,0.217027777777776,86.8111111111111
"0","many2many","opposite","97.5%","mean",1.66905337254045,23.426,30,1.38627040681924,9.268625,10,95.573375,1911.4675
"0","many2many","opposite","97.5%","var",0.000974529870265257,0.179803472222222,0,0.000642654923933836,0.0217618055555555,0,0.401289583333333,160.515833333333
"0","many2many","opposite","mean","mean",1.4269657209547,21.1373,29.999,1.2100595756035,8.30635,10,95.2471,1904.942
"0","many2many","opposite","mean","var",0.000412436272646343,0.09012,0.001,0.000242060810676544,0.0107508333333333,0,0.227244444444444,90.8977777777778
"0","many2many","opposite","var","mean",0.0114461663618792,2.23786435353535,0.000100000000000003,0.00753003124645332,0.337304472222222,0,0.0241278686868685,9.65114747474742
"0","many2many","opposite","var","var",4.90827476869599e-08,0.00200693127073201,1e-04,2.11996051198344e-08,2.52231334175083e-05,0,0.00900951134804837,1441.52181568774
"0","many2many","same","2.5%","mean",1.29552799913583,18.4965,30,1.06281382097533,7.12475,10,94.860375,1897.2075
"0","many2many","same","2.5%","var",0.000122155758576246,0.0271972222222223,0,4.76957589033409e-05,0.00259722222222223,0,0.0778055555555539,31.1222222222222
"0","many2many","same","50%","mean",1.40771745520917,21.315,30,1.18219724504596,8.46,10,95.28,1905.6
"0","many2many","same","50%","var",0.000401448778689885,0.0877777777777777,0,0.00018775592081648,0.00952777777777778,0,0.239583333333334,95.8333333333333
"0","many2many","same","97.5%","mean",1.62237366321769,23.161,30,1.40400278705907,9.41025,10,95.4905,1909.81
"0","many2many","same","97.5%","var",0.000872308580359253,0.185905555555555,0,0.000775500482555595,0.0259277777777778,0,0.55721597222222,222.886388888889
"0","many2many","same","mean","mean",1.4214282576197,21.1816,29.998,1.19547429504026,8.4072,10,95.2065,1904.13
"0","many2many","same","mean","var",0.000426820055963842,0.0928305555555555,0.002,0.000235835525263645,0.01065,0,0.28579,114.316
"0","many2many","same","var","mean",0.00723524176075808,1.55173125252525,0.000197979797979804,0.00740198617087731,0.336094101010101,0,0.252840151515152,101.136060606061
"0","many2many","same","var","var",4.39144462277734e-08,0.00186103221255767,0.000197979797979798,3.49851491214658e-08,4.01578750467639e-05,0,0.0972352013081435,15557.6322093029
"0","one2many","all","2.5%","mean",1.46330887561391,14.30975,29.9,1.37516629113632,4.646875,9.7475,90.70275,1814.055
"0","one2many","all","2.5%","var",0.000238922165936967,0.0241583333333334,0,0.000421131535207081,0.00693611111111112,0,0.0791833333333341,31.6733333333333
"0","one2many","all","50%","mean",1.71626688177447,17.4825,30,1.68595513155625,5.9325,10,95.1925,1903.85
"0","one2many","all","50%","var",0.000557928739507177,0.0542916666666668,0,0.00169841364899853,0.0206388888888889,0,0.214722222222222,85.8888888888889
"0","one2many","all","97.5%","mean",2.09678666738206,20.5065,30,2.15351690800727,7.273875,10,95.51025,1910.205
"0","one2many","all","97.5%","var",0.00155106986920099,0.135111111111111,0.1,0.0117788867020889,0.0462222222222222,0.206944444444444,6.41465208333332,2565.86083333333
"0","one2many","all","mean","mean",1.73744958781504,17.418,29.994,1.70800670194868,5.9425,9.985,94.76315,1895.263
"0","one2many","all","mean","var",0.000651149747355392,0.0629244444444445,0.00533333333333333,0.00252973919287479,0.0222155555555556,0.0114444444444444,0.829958611111111,331.983444444444
"0","one2many","all","var","mean",0.0272946046469019,2.62483232323232,0.00117575757575759,0.0466234572030516,0.565383585858586,0.00452020202020203,1.5885018459596,635.400738383839
"0","one2many","all","var","var",1.31723903714149e-07,0.00105755985908468,0.000824242424242424,7.85773552017973e-06,0.000126877994762439,0.00237549569771792,4.19246963022969,670795.14083675
"0","one2many","none","2.5%","mean",1.03721357618148,28.682375,30,1,9.865,10,94.931375,1898.6275
"0","one2many","none","2.5%","var",2.3992248881049e-05,0.0184138888888889,0,0,0,0,0.0749270833333336,29.9708333333333
"0","one2many","none","50%","mean",1.04209266526637,28.79,30,1.0050583129103,9.95,10,95.2675,1905.35
"0","one2many","none","50%","var",6.42341742280413e-05,0.0488472222222223,0,2.33746850585446e-05,0.00224999999999998,0,0.20375,81.5
"0","one2many","none","97.5%","mean",1.04597632407289,28.92525,30,1.01374104857177,10,10,95.552,1911.04
"0","one2many","none","97.5%","var",0.000137438378117941,0.10485,0,8.75036101496095e-05,0.0082027777777778,0,0.416286111111111,166.514444444444
"0","one2many","none","mean","mean",1.04192726491885,28.7946,30,1.00582041689401,9.94255,10,95.2664,1905.328
"0","one2many","none","mean","var",6.91896311735937e-05,0.0527427777777778,0,2.7433530042996e-05,0.00262583333333333,0,0.217909444444445,87.1637777777778
"0","one2many","none","var","mean",5.83620338569671e-06,0.00445690909090909,0,1.83542465966522e-05,0.00176641161616162,0,0.026714686868687,10.6858747474748
"0","one2many","none","var","var",9.64818200464817e-10,0.000556093771355531,0,6.2835325619751e-10,5.39145240990147e-06,0,0.00972290225745108,1555.66436119217
"0","one2many","opposite","2.5%","mean",1.20257733150854,19.913,30,1.10102221139967,6.75425,10,94.985875,1899.7175
"0","one2many","opposite","2.5%","var",9.26282956409359e-05,0.0282256944444444,0,7.27560744863033e-05,0.00433333333333332,0,0.0545277777777776,21.8111111111111
"0","one2many","opposite","50%","mean",1.31182607078814,22.8725,30,1.26711973242828,7.895,10,95.2675,1905.35
"0","one2many","opposite","50%","var",0.000225938179285265,0.06725,0,0.00040637228145555,0.0150694444444445,0,0.203847222222221,81.5388888888889
"0","one2many","opposite","97.5%","mean",1.50696062291983,24.951,30,1.48115111198202,9.083875,10,95.51025,1910.205
"0","one2many","opposite","97.5%","var",0.000525220313611619,0.147327083333333,0,0.0013774409871537,0.0368465277777777,0,0.457924999999999,183.17
"0","one2many","opposite","mean","mean",1.32107188507597,22.7804,30,1.27438769905811,7.89435,10,95.264,1905.28
"0","one2many","opposite","mean","var",0.000242972743147902,0.0720327777777778,0,0.000490185521699794,0.0171341666666667,0,0.228583333333333,91.4333333333333
"0","one2many","opposite","var","mean",0.00558464891697962,1.5189862020202,0,0.00943134590844034,0.36604528030303,0,0.0219737373737373,8.78949494949495
"0","one2many","opposite","var","var",1.37109602985671e-08,0.00111234891164734,0,1.19400934356721e-07,7.60002346770171e-05,0,0.0126382620027435,2022.12192043896
"0","one2many","same","2.5%","mean",1.20307921515055,19.816375,30,1.088815739754,6.3265,10,94.905125,1898.1025
"0","one2many","same","2.5%","var",6.34762870762559e-05,0.0197083333333335,0,7.25967438361974e-05,0.00383055555555557,0,0.0749243055555555,29.9697222222222
"0","one2many","same","50%","mean",1.31871412678991,22.7525,30,1.21869184170649,8.2075,10,95.2675,1905.35
"0","one2many","same","50%","var",0.000228094424279003,0.0670277777777777,0,0.000290668981552668,0.0133888888888889,0,0.235694444444443,94.2777777777778
"0","one2many","same","97.5%","mean",1.51419461169748,24.938375,30,1.58149298158768,9.185,10,95.45575,1909.115
"0","one2many","same","97.5%","var",0.000688829951287482,0.158666666666666,0,0.00139225379889696,0.0245159722222222,0,1.56846458333332,627.385833333327
"0","one2many","same","mean","mean",1.33544518541973,22.5508,29.996,1.2542261199897,8.04605,10,95.2424,1904.848
"0","one2many","same","mean","var",0.000256818852733623,0.0694977777777778,0.00266666666666667,0.000381213055143503,0.0135269444444444,0,0.336980555555556,134.792222222222
"0","one2many","same","var","mean",0.00732254575945375,1.88146096969697,0.00159999999999999,0.0155271726842774,0.534613785353535,0,0.0296664040404041,11.8665616161616
"0","one2many","same","var","var",2.41249893636393e-08,0.00134193253024068,0.000711111111111111,9.84457835697521e-08,3.95211288034667e-05,0,0.378081680765993,60493.0689225589
"0","one2one","all","2.5%","mean",1.49336789152001,14.54125,29.9475,1.93923682830237,9.078625,28.8,90.443875,1808.8775
"0","one2one","all","2.5%","var",0.00017919727257817,0.0228611111111111,0,0.00074994709067312,0.0270090277777777,0,0.0800034722222231,32.0013888888889
"0","one2one","all","50%","mean",1.70433355477602,17.605,30,2.33493108733339,12.7775,29.9,95.1725,1903.45
"0","one2one","all","50%","var",0.000571250820424711,0.061236111111111,0,0.00325910035398178,0.0820138888888889,0.1,0.219624999999999,87.85
"0","one2one","all","97.5%","mean",2.06118074741386,20.090875,30,3.24374247491713,15.422875,30,95.53125,1910.625
"0","one2one","all","97.5%","var",0.00198630864393251,0.125772916666667,0.0524999999999992,0.0119120163925044,0.186177083333333,0.488888888888889,5.9779173611111,2391.16694444444
"0","one2one","all","mean","mean",1.71377685502794,17.6263,29.994,2.39465601448858,12.64545,29.74,94.7489,1894.978
"0","one2one","all","mean","var",0.000688331627582897,0.0657927777777778,0.00511111111111111,0.00404187233779261,0.0863108333333333,0.146666666666667,0.660191666666667,264.076666666667
"0","one2one","all","var","mean",0.0218068347427651,2.05365637373737,0.00137777777777778,0.109172346089264,2.69998691666667,0.127676767676768,1.77145584848485,708.582339393939
"0","one2one","all","var","var",3.12721178489957e-07,0.00103832994170096,0.000943808454919566,1.04834706826027e-05,0.00160331809912396,0.0607806459658311,2.14874519688396,343799.231501434
"0","one2one","none","2.5%","mean",1.03674605415525,28.677125,30,1.03674605415525,28.67,30,95.012125,1900.2425
"0","one2one","none","2.5%","var",2.62696397531642e-05,0.0198923611111111,0,2.58613814611648e-05,0.0196944444444444,0,0.0587256944444441,23.4902777777778
"0","one2one","none","50%","mean",1.04153557856907,28.805,30,1.04156149334214,28.805,30,95.235,1904.7
"0","one2one","none","50%","var",6.14272359578503e-05,0.0476388888888889,0,6.23827362196833e-05,0.047736111111111,0,0.196958333333333,78.7833333333333
"0","one2one","none","97.5%","mean",1.04617718673033,28.937625,30,1.04644278933622,28.937625,30,95.4905,1909.81
"0","one2one","none","97.5%","var",0.000120152192280866,0.0930166666666667,0,0.000122635524047186,0.0930166666666667,0,0.463891666666665,185.556666666667
"0","one2one","none","mean","mean",1.04157303362399,28.80435,30,1.04163844988473,28.80255,30,95.2424,1904.848
"0","one2one","none","mean","var",6.57094435174045e-05,0.0502202777777778,0,6.59465300863361e-05,0.0503819444444444,0,0.211524444444444,84.6097777777778
"0","one2one","none","var","mean",7.28811184483326e-06,0.00556598737373736,0,7.42703212329907e-06,0.00566893686868688,0,0.019843676767677,7.93747070707071
"0","one2one","none","var","var",7.54472028631979e-10,0.000437753246274472,0,7.7297929947484e-10,0.000448312763047137,0,0.0101142635814939,1618.28217303903
"0","one2one","opposite","2.5%","mean",1.19786350523511,20.277125,30,1.36873237579186,15.44675,29.9475,94.893625,1897.8725
"0","one2one","opposite","2.5%","var",6.0776641185728e-05,0.0190173611111111,0,0.000174391272893485,0.0242131944444445,0,0.0845916666666666,33.8366666666667
"0","one2one","opposite","50%","mean",1.30968779092971,22.9075,30,1.61982491331833,18.525,30,95.24,1904.8
"0","one2one","opposite","50%","var",0.000188104093465262,0.0594583333333334,0,0.00056232758090139,0.0762916666666669,0,0.198958333333333,79.5833333333333
"0","one2one","opposite","97.5%","mean",1.47967303013574,25.051125,30,1.9427674609821,21.92075,30,95.513375,1910.2675
"0","one2one","opposite","97.5%","var",0.000497463000105295,0.121627777777778,0,0.00148425690704269,0.157904861111111,0.0524999999999992,0.747246527777777,298.898611111111
"0","one2one","opposite","mean","mean",1.32291357393283,22.76335,30,1.63453928509366,18.50415,29.997,95.20835,1904.167
"0","one2one","opposite","mean","var",0.000209816588266946,0.0611541666666667,0,0.000691960467348229,0.0826175,0.003,0.291944166666667,116.777666666667
"0","one2one","opposite","var","mean",0.00670043293859683,1.88133891666667,0,0.0221731478640183,2.74196921969697,0.000293939393939402,0.136553563131313,54.6214252525252
"0","one2one","opposite","var","var",1.24535780712804e-08,0.00080011661951303,0,1.93446276925785e-07,0.00150598950703018,0.000293939393939394,0.323411108359755,51745.7773375608
"0","one2one","same","2.5%","mean",1.21635809200772,20.181,30,1.34697257333852,16.5925,29.3425,94.4875,1889.75
"0","one2one","same","2.5%","var",8.47385274467992e-05,0.0230194444444445,0,0.00019063819171647,0.0370722222222223,0,0.0735326388888894,29.4130555555556
"0","one2one","same","50%","mean",1.3199467481504,22.73,30,1.52633333078245,19.615,30,95.2425,1904.85
"0","one2one","same","50%","var",0.000224635984801934,0.068388888888889,0,0.000574947386531067,0.0882916666666668,0,0.200250000000002,80.1
"0","one2one","same","97.5%","mean",1.48694093589756,24.666875,30,1.80859942235511,22.236875,30,95.545,1910.9
"0","one2one","same","97.5%","var",0.000514788670555024,0.139975,0,0.00175685433600287,0.187478472222222,0.266666666666667,2.67952777777776,1071.81111111111
"0","one2one","same","mean","mean",1.32399364413691,22.71905,29.999,1.544971539415,19.509,29.944,95.17695,1903.539
"0","one2one","same","mean","var",0.000251273383486214,0.0730958333333333,0.001,0.000663583078643095,0.0913383333333333,0.0282222222222222,0.369574166666666,147.829666666667
"0","one2one","same","var","mean",0.00460947998651065,1.32312964393939,0.000100000000000003,0.0156150207836664,2.40544393939394,0.0297616161616161,0.192630755050505,77.0523020202022
"0","one2one","same","var","var",1.33028255264108e-08,0.000993444309998129,1e-04,1.95215827665995e-07,0.00151774905505674,0.00570250654695099,0.60361545640128,96578.473024205
"1","many2many","all","2.5%","mean",1.76745224272643,10.677125,28.795,1.32425423279269,4.625,10,72.86275,1457.255
"1","many2many","all","2.5%","var",0.000558310183600491,0.0230472222222222,0,0.000273903922911825,0.0042388888888889,0,0.113430555555554,45.3722222222222
"1","many2many","all","50%","mean",2.12461376249238,13.9375,30,1.65608782513799,6.0425,10,89.4975,1789.95
"1","many2many","all","50%","var",0.00213324746241856,0.0778333333333332,0,0.00106402754187188,0.0150694444444444,0,4.128625,1651.45
"1","many2many","all","97.5%","mean",2.79916004128219,16.978,30,2.16748611478343,7.553875,10,95.259125,1905.1825
"1","many2many","all","97.5%","var",0.00636129848751684,0.188383333333333,0.478888888888888,0.00424191355107237,0.0397965277777778,0,16.8205555555555,6728.22222222222
"1","many2many","all","mean","mean",2.16310241552926,14.0043,29.803,1.67452843198976,6.08205,10,87.78505,1755.701
"1","many2many","all","mean","var",0.00254380530110071,0.0865366666666667,0.101444444444444,0.0013710686574635,0.0165913888888889,0,5.1716075,2068.643
"1","many2many","all","var","mean",0.0795376302273434,3.0615692020202,0.118071717171717,0.0528645412693368,0.647391967171717,0,35.8421234823232,14336.8493929293
"1","many2many","all","var","var",3.70458428625794e-06,0.00198661040778152,0.0248326599326599,9.79460640156813e-07,8.93082880502556e-05,0,23.5298150827512,3764770.41324019
"1","many2many","none","2.5%","mean",1.07835543245977,26.954,30,1,9.942375,10,94.942375,1898.8475
"1","many2many","none","2.5%","var",5.03939494843497e-05,0.0320090277777778,0,0,0,0,0.0691666666666672,27.6666666666667
"1","many2many","none","50%","mean",1.09577616711742,27.38,30,1.00100502512563,9.99,10,95.2675,1905.35
"1","many2many","none","50%","var",0.000128433591728251,0.0799027777777777,0,4.48922445841739e-06,0.000444444444444457,0,0.195625,78.25
"1","many2many","none","97.5%","mean",1.11311459576312,27.822625,30,1.00581691400653,10,10,95.562625,1911.2525
"1","many2many","none","97.5%","var",0.000331455392190525,0.210463194444444,0,3.46967151979991e-05,0.00337430555555556,0,0.433514583333333,173.405833333333
"1","many2many","none","mean","mean",1.09532723937273,27.39405,30,1.0016030820983,9.9841,10,95.2582,1905.164
"1","many2many","none","mean","var",0.000144880166160428,0.0901775,0,8.50303998620636e-06,0.000832222222222227,0,0.215681111111111,86.2724444444444
"1","many2many","none","var","mean",8.88055139389607e-05,0.0554569166666667,0,3.02344350484051e-06,0.000296151515151516,0,0.0266563232323234,10.6625292929293
"1","many2many","none","var","var",6.12286700525763e-09,0.00232880888974623,0,1.02835803762645e-10,9.6807457288938e-07,0,0.00981733611547576,1570.77377847612
"1","many2many","opposite","2.5%","mean",1.36056837697257,16.891,30,1.06881466008769,7.0995,10,90.446875,1808.9375
"1","many2many","opposite","2.5%","var",0.000159682797966482,0.0220520833333334,0,5.94945764525405e-05,0.00300833333333335,0,0.079086805555556,31.6347222222222
"1","many2many","opposite","50%","mean",1.50560235510329,19.9325,30,1.21889018230066,8.205,10,95.2,1904
"1","many2many","opposite","50%","var",0.000591910740904417,0.0922222222222223,0,0.000231779371705703,0.0105555555555556,0,0.237527777777776,95.0111111111111
"1","many2many","opposite","97.5%","mean",1.77651620585757,22.053875,30,1.40938027090535,9.357875,10,95.5405,1910.81
"1","many2many","opposite","97.5%","var",0.00150319619299658,0.221765972222223,0,0.000891055433770281,0.0263229166666666,0,5.31578958333332,2126.31583333333
"1","many2many","opposite","mean","mean",1.5306860779961,19.71695,29.998,1.22486608891743,8.21085,10,94.78935,1895.787
"1","many2many","opposite","mean","var",0.000656286067613829,0.1034625,0.002,0.000286371127903784,0.0117769444444444,0,0.775490277777777,310.196111111111
"1","many2many","opposite","var","mean",0.0144547436315477,2.1881706540404,0.000197979797979804,0.00858355349440781,0.370561138888889,0,2.1059624520202,842.384980808081
"1","many2many","opposite","var","var",2.09417064866519e-07,0.00289960181093341,0.000197979797979798,4.96757316410208e-08,4.03780155723905e-05,0,2.29183624152598,366693.798644158
"1","many2many","same","2.5%","mean",1.26971447869598,17.57775,29.6475,1.07732378913685,7.235375,10,86.0525,1721.05
"1","many2many","same","2.5%","var",0.000165789725629095,0.0307305555555555,0,5.24398989965473e-05,0.00306180555555556,0,0.0805305555555556,32.2122222222222
"1","many2many","same","50%","mean",1.46154825451908,20.53,30,1.18743143340191,8.4225,10,95.1375,1902.75
"1","many2many","same","50%","var",0.00043754293481879,0.0831250000000001,0,0.000210144773174774,0.00979166666666665,0,0.267736111111113,107.094444444444
"1","many2many","same","97.5%","mean",1.7071814276626,23.636375,30,1.38231813213706,9.283125,10,95.48525,1909.705
"1","many2many","same","97.5%","var",0.00124204309058416,0.196797222222222,0.233333333333333,0.000734176990541278,0.0248090277777778,0,7.19683402777777,2878.73361111111
"1","many2many","same","mean","mean",1.47612769462521,20.4371,29.973,1.20456847633426,8.34705,10,94.05725,1881.145
"1","many2many","same","mean","var",0.000551905490717603,0.09464,0.013,0.000253067016297426,0.0110975,0,1.2722725,508.909
"1","many2many","same","var","mean",0.0138952814137523,2.64262382828283,0.0147181818181818,0.00839325305269555,0.349349542929293,0,5.38853503787879,2155.41401515152
"1","many2many","same","var","var",1.48790346450066e-07,0.00229982295049258,0.00266879910213244,4.28942074306069e-08,3.67337494544208e-05,0,5.73280099421211,917248.159073937
"1","one2many","all","2.5%","mean",1.85148712171455,9.191625,27.8,1.52774284147163,3.9125,9.5,71.531625,1430.6325
"1","one2many","all","2.5%","var",0.000602996118598939,0.0286381944444445,0,0.000673262548705928,0.00617152777777779,0,0.12995,51.98
"1","one2many","all","50%","mean",2.32006710037215,12.8275,29.9,1.86642802873824,5.31,10,87.6775,1753.55
