"o","topo","envfilt","stat","summary","env","measure","cor_a","cor_b"
"0.5","many2many","same","50%","var",1,"S",0.00337865739264267,0.0134223782822938
"0.5","many2many","same","97.5%","var",1,"S",0.0122853839541189,0.0642982795055722
"0.5","many2many","same","mean","var",1,"S",0.00439393394587556,0.0199543532833395
"0.5","many2many","same","var","var",1,"S",9.61300344918149e-06,0.000371115459759052
"0.5","many2many","same","2.5%","mean",2,"jaccard",0.815980677901528,0.165505705643278
"0.5","many2many","same","50%","mean",2,"jaccard",0.886248076349765,0.464664947825568
"0.5","many2many","same","97.5%","mean",2,"jaccard",0.923592186815064,0.76719180345159
"0.5","many2many","same","mean","mean",2,"jaccard",0.881858009637777,0.463221732854842
"0.5","many2many","same","var","mean",2,"jaccard",0.000860423122075934,0.0280113596226408
"0.5","many2many","same","2.5%","var",2,"jaccard",6.65188737520047e-05,0.000275858833310227
"0.5","many2many","same","50%","var",2,"jaccard",0.000341435846217077,0.0100908859265025
"0.5","many2many","same","97.5%","var",2,"jaccard",0.00148017350415251,0.0356204400002187
"0.5","many2many","same","mean","var",2,"jaccard",0.000438652572171735,0.0127176181986966
"0.5","many2many","same","var","var",2,"jaccard",1.42860777112303e-07,0.00013684966096401
"0.5","many2many","same","2.5%","mean",2,"N",-0.14840047736592,-0.14840047736592
"0.5","many2many","same","50%","mean",2,"N",0.0131450152418585,0.0131450152418585
"0.5","many2many","same","97.5%","mean",2,"N",0.148578180083738,0.148578180083738
"0.5","many2many","same","mean","mean",2,"N",0.00929526088123603,0.00929526088123603
"0.5","many2many","same","var","mean",2,"N",0.0128178960833587,0.0128178960833587
"0.5","many2many","same","2.5%","var",2,"N",0.0213568836953815,0.0213568836953815
"0.5","many2many","same","50%","var",2,"N",0.0540420061614998,0.0540420061614998
"0.5","many2many","same","97.5%","var",2,"N",0.109482422071537,0.109482422071537
"0.5","many2many","same","mean","var",2,"N",0.0571617580456818,0.0571617580456818
"0.5","many2many","same","var","var",2,"N",0.000594577386505641,0.000594577386505641
"0.5","many2many","same","2.5%","mean",2,"rda",0.232680874788792,0.0930981743128182
"0.5","many2many","same","50%","mean",2,"rda",0.331346195998632,0.255703095663287
"0.5","many2many","same","97.5%","mean",2,"rda",0.452676495938757,0.515130217645161
"0.5","many2many","same","mean","mean",2,"rda",0.336076184940629,0.265359078301617
"0.5","many2many","same","var","mean",2,"rda",0.0034324757901192,0.0140299782179702
"0.5","many2many","same","2.5%","var",2,"rda",0.000154318894649217,0.000783354309929028
"0.5","many2many","same","50%","var",2,"rda",0.000621680434665351,0.00612500059164196
"0.5","many2many","same","97.5%","var",2,"rda",0.00137929846777259,0.0257369109869659
"0.5","many2many","same","mean","var",2,"rda",0.000640313946866377,0.00710179615903817
"0.5","many2many","same","var","var",2,"rda",1.01445419188727e-07,4.08163669234849e-05
"0.5","many2many","same","2.5%","mean",2,"S",-0.651173745195445,-0.737613400710267
"0.5","many2many","same","50%","mean",2,"S",-0.0780351113802023,-0.0397855605105763
"0.5","many2many","same","97.5%","mean",2,"S",0.613197742718392,0.682764767075193
"0.5","many2many","same","mean","mean",2,"S",-0.0455302250717563,-0.0303915067207352
"0.5","many2many","same","var","mean",2,"S",0.128235541654349,0.213932090405223
"0.5","many2many","same","2.5%","var",2,"S",0.000598505996905073,0.00130886320910878
"0.5","many2many","same","50%","var",2,"S",0.00269998183120425,0.0255838694875101
"0.5","many2many","same","97.5%","var",2,"S",0.0112985541783182,0.108016592938882
"0.5","many2many","same","mean","var",2,"S",0.00355500567321949,0.0341614284648882
"0.5","many2many","same","var","var",2,"S",8.12277156369164e-06,0.00104235734039335
"0.5","one2many","all","2.5%","mean",1,"jaccard",0.32745342916364,0.0942705370698017
"0.5","one2many","all","50%","mean",1,"jaccard",0.595275725675356,0.425302157587052
"0.5","one2many","all","97.5%","mean",1,"jaccard",0.802403810126778,0.713497699600499
"0.5","one2many","all","mean","mean",1,"jaccard",0.571407999579405,0.41806523659247
"0.5","one2many","all","var","mean",1,"jaccard",0.0166764894898044,0.0351377493540358
"0.5","one2many","all","2.5%","var",1,"jaccard",0.000224253061246548,0.000539110101984746
"0.5","one2many","all","50%","var",1,"jaccard",0.00101640223045457,0.00320101714549988
"0.5","one2many","all","97.5%","var",1,"jaccard",0.00288943243166914,0.0104150496938815
